"lab","consensus_id","mixture","polarity","mz","chrom_peak_id","peakCount","maxIntensity","baselineIntensity","signalToNoiseRatio","peakWidth","peakProminence","left_boundary","right_boundary","areaUnderTic","xicFwhm","gaussianSimilarity.gaussian_similarity","gaussianSimilarity.gaussian_residuals"
"afekta",1015,"1_1",0,538.080694564156,"CP395581",9,10423.8549804688,391.077255249023,NA,3.01832463274767,18.7856026526245,42.0749173272995,45.0932419600472,31092.2534179688,1.727933204239,0.964282468662796,4.68518413541296
"afekta",918,"1_1",0,221.082521965369,"CP395611",12,12453.5929870605,341.011093139648,NA,6.03668782820033,32.262255198271,40.264027436416,46.3007152646164,47774.6567382812,2.09222518825964,0.949430406917411,4.9763995168805
"afekta",932,"1_1",0,267.048043856267,"CP395614",32,446343.138244629,337.527247619629,NA,4.21199789289116,952.482948305731,25.7820497719265,29.9940476648177,1512319.95874023,1.83234557875254,0.988612894647233,6.68392552259906
"afekta",917,"1_1",0,220.080412120502,"CP395676",15,93854.4225311279,271.035581970215,NA,4.22585566358859,272.94327067214,41.4716315651807,45.6974872287693,341407.100265503,2.04064870542977,0.986991582312473,5.94449709918223
"afekta",956,"1_1",0,347.034383854512,"CP395698",11,7689.94863891602,277.04891204834,NA,4.22556150092814,24.46101331472,44.4899970479814,48.7155585489096,31843.6786193848,2.44224870854849,0.958635423652602,4.5922476021522
"afekta",957,"1_1",0,348.035782393874,"CP395699",7,1811.71557617188,317.270004272461,NA,4.82968534812372,4.06858651465252,45.0932419600472,49.9229273081709,5453.68637084961,1.45156950022639,0.957213416235169,3.97291896515163
"afekta",965,"1_1",0,365.006582418165,"CP395703",14,18875.7736816406,375.959754943848,NA,5.43345979235329,39.3696291873739,40.264027436416,45.6974872287693,82648.9876708984,2.30056864093049,0.86175772894694,4.96158444620499
"afekta",975,"1_1",0,400.954242082291,"CP395711",7,2791.81988525391,280.071737670898,NA,4.82964280746573,8.3999593555723,44.4899970479814,49.3196398554471,10829.0736999512,0.893397821522235,0.753999241408433,3.7868396042061
"afekta",1011,"1_1",0,532.048711100301,"CP395737",10,7446.98895263672,759.697993469238,NA,6.03629537412446,8.53108303192456,43.8866319340464,49.9229273081709,25617.6782531738,1.48266912365276,0.583178096924493,4.27562848704408
"afekta",1025,"1_1",0,563.976048855139,"CP395743",7,1012.83758544922,257.803230285645,NA,2.41491237093375,2.79957340942403,45.0932419600472,47.5081543309809,3299.20967102051,1.93913432033334,0.91111742495675,3.41663070683763
"afekta",1039,"1_1",0,609.030667206314,"CP395755",6,6372.71203613281,829.396965026855,NA,2.41491237093375,5.09513853799035,45.0932419600472,47.5081543309809,18938.542388916,1.91185754984619,0.801781633772597,4.05354823259335
"afekta",884,"1_1",0,791.126693181163,"CP395768",16,5153.82995605469,310.66934967041,NA,4.22608142398739,13.9208143437131,39.0563921200936,43.282473544081,19610.882019043,2.03692574395403,0.983555879600688,4.68701187763264
"afekta",974,"1_1",0,395.018460121731,"CP395810",8,3455.83926391602,635.30705871582,NA,6.03609683605117,3.32061255704256,44.4899970479814,50.5260938840326,16021.4907989502,2.77441288561874,0.884682669858134,4.08192210408034
