"lab","polarity","rt_local","rt_aligned"
"afekta","neg",321.51475575575,322.60880992776
"afekta","neg",322.056069069064,323.145209274552
"afekta","neg",322.597382382377,323.681584871561
"afekta","neg",323.13869569569,324.217939450595
"afekta","neg",323.680009009004,324.754275743463
"afekta","neg",324.221322322317,325.290596481973
"afekta","neg",324.76263563563,325.826904397934
"afekta","neg",325.303948948943,326.363202223154
"afekta","neg",325.845262262257,326.899492689441
"afekta","neg",326.38657557557,327.435778528604
"afekta","neg",326.927888888883,327.97206247245
"afekta","neg",327.469202202197,328.508347252789
"afekta","neg",328.01051551551,329.044635601429
"afekta","neg",328.551828828823,329.580930250178
"afekta","neg",329.093142142137,330.117233930844
"afekta","neg",329.63445545545,330.653549375236
"afekta","neg",330.175768768763,331.189879315162
"afekta","neg",330.717082082076,331.726226482431
"afekta","neg",331.25839539539,332.26259360885
"afekta","neg",331.799708708703,332.798983426229
"afekta","neg",332.341022022016,333.335398666375
"afekta","neg",332.88233533533,333.871842061097
"afekta","neg",333.423648648643,334.408316342204
"afekta","neg",333.964961961956,334.944824241503
"afekta","neg",334.50627527527,335.481368490803
"afekta","neg",335.047588588583,336.017951821912
"afekta","neg",335.588901901896,336.554576966639
"afekta","neg",336.130215215209,337.091246656792
"afekta","neg",336.671528528523,337.62796362418
"afekta","neg",337.212841841836,338.16473060061
"afekta","neg",337.754155155149,338.70155024544
"afekta","neg",338.295468468463,339.238424277144
"afekta","neg",338.836781781776,339.775353756804
"afekta","neg",339.378095095089,340.312339732039
"afekta","neg",339.919408408403,340.849383250472
"afekta","neg",340.460721721716,341.386485359721
"afekta","neg",341.002035035029,341.923647107409
"afekta","neg",341.543348348343,342.460869541156
"afekta","neg",342.084661661656,342.998153708583
"afekta","neg",342.625974974969,343.53550065731
"afekta","neg",343.167288288282,344.07291143496
"afekta","neg",343.708601601596,344.610387089151
"afekta","neg",344.249914914909,345.147928667505
"afekta","neg",344.791228228222,345.685537217644
"afekta","neg",345.332541541536,346.223213787187
"afekta","neg",345.873854854849,346.760959423756
"afekta","neg",346.415168168162,347.29877517497
"afekta","neg",346.956481481476,347.836662088452
"afekta","neg",347.497794794789,348.374621211823
"afekta","neg",348.039108108102,348.912653592701
"afekta","neg",348.580421421415,349.45076027871
"afekta","neg",349.121734734729,349.988942317468
"afekta","neg",349.663048048042,350.527200756598
"afekta","neg",350.204361361355,351.06553664372
"afekta","neg",350.745674674669,351.603951026455
"afekta","neg",351.286987987982,352.142444952423
"afekta","neg",351.828301301295,352.681019469246
"afekta","neg",352.369614614609,353.219675624543
"afekta","neg",352.910927927922,353.758414465937
"afekta","neg",353.452241241235,354.297237041048
"afekta","neg",353.993554554548,354.836144397496
"afekta","neg",354.534867867862,355.375137582903
"afekta","neg",355.076181181175,355.914217644888
"afekta","neg",355.617494494488,356.453385631074
"afekta","neg",356.158807807802,356.992642589081
"afekta","neg",356.700121121115,357.531989566529
"afekta","neg",357.241434434428,358.07142761104
"afekta","neg",357.782747747742,358.610957770234
"afekta","neg",358.324061061055,359.150581091732
"afekta","neg",358.865374374368,359.690298623155
"afekta","neg",359.406687687682,360.230111412124
"afekta","neg",359.948001000995,360.770020506259
"afekta","neg",360.489314314308,361.310026953181
"afekta","neg",361.030627627621,361.850131800512
"afekta","neg",361.571940940935,362.390336095871
