"mixture","lab","polarity","compound","adduct","source","areaUnderTic","xicFwhm","maxIntensity","apex_rt","snr","baseline","noise","n_scans_in_shape","prior_kind","detection","sample","aligned_rt","decile","factor_global","factor_decile","factor_loess","maxIntensity_global","maxIntensity_decile","maxIntensity_loess","areaUnderTic_global","areaUnderTic_decile","areaUnderTic_loess"
"1.6","afekta","pos","L-arabinitol","[M + Na]+","consensus",469141.177983225,0.598000000019997,299532.03125,25.776,5800.97874562103,192.08332824707,51.601628112793,3,"consensus","detected",6,NA,NA,1.51862652680241,NA,NA,454877.288283257,NA,NA,712450.237700654,NA,NA
"1.6","afekta","pos","L-histidine","[M + H]+","consensus",9514944.63362756,21.54399999996,6975.0400390625,35.95000000002,50.9341014380106,299.940567016602,131.053641540527,5,"consensus","detected",6,34.7852014084536,2,1.51862652680241,3.40695008597464,1.35689430783212,10592.4808288292,23763.6132607605,9464.39212590502,14449647.321683,32416941.4375813,12910774.212707
"1.6","afekta","pos","L-histidine","[M + Na]+","consensus",502762.551167744,27.528,474.125,50.31199999998,12.1223277304614,223.403411865234,20.6826274383545,5,"consensus","detected",6,47.0822763401383,2,1.51862652680241,3.40695008597464,1.4172584250632,720.018802020191,1615.32020951273,671.957650783088,763508.546886188,1712886.91692577,712544.461448752
"1.6","afekta","pos","L-methionine S-oxide","[M + H]+","own",1259582.42641834,10.77200000004,3638.93530273438,32.958,57.1011835018933,229.288116455078,59.7123733200073,5,"consensus","detected",6,31.725493285293,1,1.51862652680241,0.742825942414632,1.34250817409513,5526.18368005017,2703.09554563954,4885.30038892425,1912835.28545303,935650.502953112,1690999.7034132
"1.6","afekta","pos","L-threonine","[M + H]+","own",6422313.27619228,1.197,3147630.5,25.776,44053.5171053997,312.89143371582,71.443049621582,4,"own","detected",6,NA,NA,1.51862652680241,NA,NA,4780075.17387232,NA,NA,9753095.30466087,NA,NA
"1.6","afekta","pos","N(alpha)-acetyl-L-arginine","[M + H]+","consensus",20603001.0800173,2.394,4076889.25,28.76899999998,14182.1435851948,696.735534667969,287.417236328125,4,"consensus","detected",6,28.4935711434041,1,1.51862652680241,0.742825942414632,NA,6191272.16188557,3028419.09925133,NA,31288263.9718529,15304443.6938335,NA
"2.1","afekta","pos","2'-deoxyguanosine","[M + H]+","consensus",2849484.53392547,37.701,2898.21533203125,53.86300000002,34.0461895127467,264.057876586914,77.3701108154297,5,"consensus","detected",7,48.6854356948844,2,1.2502047406963,1.34813357252756,1.04619650919046,3623.36254766418,3907.18138952544,3032.10276325336,3562439.07285442,3841485.76458298,2981120.77238503
"2.1","afekta","pos","2'-deoxyguanosine","[M + Na]+","consensus",2849484.53392547,37.701,2898.21533203125,53.86300000002,34.0461895127467,264.057876586914,77.3701108154297,5,"consensus","detected",7,48.6854356948844,2,1.2502047406963,1.34813357252756,1.04619650919046,3623.36254766418,3907.18138952544,3032.10276325336,3562439.07285442,3841485.76458298,2981120.77238503
"2.1","afekta","pos","3-hydroxybenzyl alcohol","[M + H]+","consensus",NA,NA,NA,108.91999999998,4.70673855807609,240.088851928711,44.3742809295654,5,"consensus","below_detection",7,107.042288748836,3,1.2502047406963,1.67748394572241,1.28498933296152,NA,NA,NA,NA,NA,NA
"2.1","afekta","pos","3-hydroxybenzyl alcohol","[M + Na]+","consensus",18843.8713116931,1.19699999999999,814.719543457031,108.91999999998,18.9165574000913,252.130813598633,29.7405451721191,5,"consensus","detected",7,107.042288748836,3,1.2502047406963,1.67748394572241,1.28498933296152,1018.56623556791,1366.67895441546,1046.90592269757,23558.6972469498,31610.2916006242,24214.1736272253
"2.1","afekta","pos","5-aminoimidazole-4-carboxamide","[M + H]+","own",6478794.62493562,1.79599999998,3119382,25.737,9414.27087800608,1038.65380859375,331.235778808594,4,"own","detected",7,NA,NA,1.2502047406963,NA,NA,3899866.16444272,NA,NA,8099819.75409224,NA,NA
"2.1","afekta","pos","5-methyl-2'-deoxycytidine","[M + H]+","own",3122305.53371304,1.197,1191328.75,30.52399999998,5036.43367199546,607.931465148926,236.421423587036,4,"own","detected",7,30.4812664415102,1,1.2502047406963,0.749239848582421,0.978409116353881,1489404.8509778,892590.972261885,1165606.90957447,3903521.18015034,2339355.72530721,3054892.19822701
"2.1","afekta","pos","9H-xanthine","[M + H]+","consensus",NA,NA,NA,51.46999999998,4.23206906898816,204.615386962891,45.5883712768555,5,"consensus","below_detection",7,47.5680483072878,2,1.2502047406963,1.34813357252756,1.04184654728623,NA,NA,NA,NA,NA,NA
"2.1","afekta","pos","L-leucine","[M + H]+","consensus",23208832.6149708,37.104,4485.25634765625,57.45400000002,33.7986076533166,321.131256103516,123.204042434692,5,"consensus","detected",7,50.6928205279199,2,1.2502047406963,1.34813357252756,1.05402338840033,5607.48874907803,6046.72466366774,4727.56509340073,29015792.5612635,31288606.4274148,24462652.3936476
"2.1","afekta","pos","L-phenylalanine","[M + H]+","own",36402164.679134,49.07200000002,306564.15625,101.14000000002,857.870252130528,689.017425537109,356.551749014282,5,"own","detected",7,96.8027757859679,3,1.2502047406963,1.67748394572241,1.23968927995854,383267.961471312,514256.45044331,380044.298122661,45510158.8534608,61064046.8387905,45127373.320008
"2.1","afekta","pos","L-phenylalanine","[M + Na]+","consensus",36403335.53801,52.662,14949.9072265625,83.78500000002,51.774910209044,716.369140625,274.911883544922,5,"consensus","detected",7,75.0362019516182,2,1.2502047406963,1.34813357252756,1.14762110682229,18690.4448876184,20154.4718383013,17156.8290782383,45511622.6667783,49076558.7907769,41777236.2221544
"2.1","afekta","pos","dopamine","[M + H]+","consensus",12567689.4625554,4.18900000002,657502.75,32.91799999998,2443.16046234473,757.053039550781,268.80989074707,5,"consensus","detected",7,31.704176637066,1,1.2502047406963,0.749239848582421,0.98263643091094,822013.055070856,492627.260852526,646086.155574128,15712184.9456857,9416213.7499559,12349469.5182825
"2.1","afekta","pos","ethylmalonic acid","[M + H]+","consensus",13857.9867051769,1.197,5662.84326171875,101.14000000002,131.520278907179,266.340347290039,41.0317173843384,4,"consensus","detected",7,96.8027757859679,3,1.2502047406963,1.67748394572241,1.23968927995854,7079.7134916209,9499.3286586755,7020.16608563821,17325.3206753185,23246.5502179688,17179.5975602158
"2.1","afekta","pos","ethylmalonic acid","[M + Na]+","consensus",31281.7746090476,30.52000000002,829.026794433594,101.739,11.7229709330472,246.961959838867,49.6516487091064,5,"consensus","detected",7,97.5881664704982,3,1.2502047406963,1.67748394572241,1.24313966918999,1036.45322856514,1390.67913823606,1030.59609498181,39108.6229136246,52474.6747003841,38887.6149391672
"2.1","afekta","pos","methylmalonic acid","[M + Na]+","consensus",NA,NA,NA,102.93499999998,3.65370519967199,236.25,58.403029119873,5,"consensus","below_detection",7,99.1590780959334,3,1.2502047406963,1.67748394572241,1.25005704290859,NA,NA,NA,NA,NA,NA
"2.1","afekta","pos","pyridoxamine","[M + H]+","own",4479304.74690113,2.394,1209026.875,23.94100000002,2782.60101129199,1351.28637695312,434.009613208008,5,"own","detected",7,NA,NA,1.2502047406963,NA,NA,1511531.13075424,NA,NA,5600048.02959925,NA,NA
"2.1","afekta","pos","pyridoxamine","[M + Na]+","consensus",31895.9217085483,1.197,7240.03173828125,24.54,97.4574405634442,253.821838378906,71.6847257583618,4,"consensus","detected",7,NA,NA,1.2502047406963,NA,NA,9051.52200199092,NA,NA,39876.4325289052,NA,NA
"2.1","afekta","pos","tricaproin","[M + H]+","consensus",424127.648268295,1.197,174609.53125,569.73,1929.81707226504,371.384613037109,90.2873900024414,4,"consensus","detected",7,NA,NA,1.2502047406963,NA,NA,218297.663739509,NA,NA,530246.396525397,NA,NA
"2.10","afekta","pos","(5-hydroxyindol-3-yl)acetic acid","[M + H]+","consensus",2438964.5909993,1.79500000002002,952995.625,163.85200000002,22366.232791082,223.816665649414,42.5986717224121,4,"consensus","detected",8,168.375409907674,3,1.17214346099083,1.46350384697465,1.30305857244308,1117047.59019662,1394712.76333751,1241809.118657,2858816.396928,3569434.06156243,3178113.71818676
"2.10","afekta","pos","(5-hydroxyindol-3-yl)acetic acid","[M + K]+","consensus",263123.435683231,1.19599999998002,91127.46875,163.85200000002,1000.40846283542,359.52018737793,90.7308883666992,4,"consensus","detected",8,168.375409907674,3,1.17214346099083,1.46350384697465,1.30305857244308,106814.466611958,133365.401080687,118744.429339726,308418.41456954,385082.160351595,342865.248477709
"2.10","afekta","pos","(S)-2-hydroxy-4-methylpentanoic acid","[M + H]+","consensus",2963.51564120019,1.79500000002,742.266906738281,207.53800000002,8.11960045286515,274.245697021484,57.6409162536621,5,"consensus","detected",8,208.616884585303,4,1.17214346099083,0.922894221397893,1.33646097750685,870.043301043164,685.033838963649,992.010755750431,3473.66548037684,2735.01146028593,3960.62301069526
"2.10","afekta","pos","2-hydroxy-2-methylbutyric acid","[M + Na]+","consensus",NA,NA,NA,209.33299999998,3.92126889432095,266.387817382812,48.1865586639404,5,"consensus","below_detection",8,210.361463044527,4,1.17214346099083,0.922894221397893,1.33885474332267,NA,NA,NA,NA,NA,NA
"2.10","afekta","pos","3-methoxytyramine","[M + H]+","consensus",13768859.1409595,1.79500000002,3768067.75,44.16400000002,9984.59622733595,1021.57104492188,377.285780334473,4,"consensus","detected",8,44.0960117103638,2,1.17214346099083,1.91698831696661,1.21852923337254,4416715.97373292,7223341.85428865,4591500.70670331,16139078.2073795,26394742.1111782,16777757.3734479
"2.10","afekta","pos","4-hydroxy-L-proline","[M + H]+","consensus",13176610.6844751,10.77199999998,26461.802734375,33.99100000002,188.77750013757,341.021026611328,138.368087768555,4,"consensus","detected",8,32.4434476451698,1,1.17214346099083,0.820815473409862,1.21125884173342,31017.0290411268,21720.2571386944,32052.0925302173,15444878.0518294,10815565.9369149,15960286.1956495
"2.10","afekta","pos","4-hydroxy-L-proline","[M + Na]+","own",398087.628152857,0.598000000020001,276366.125,25.61200000002,3609.04020867765,279.702590942383,76.4985720428467,3,"own","detected",8,NA,NA,1.17214346099083,NA,NA,323940.746258124,NA,NA,466615.810240719,NA,NA
"2.10","afekta","pos","7,9-dihydro-1H-purine-2,6,8(3H)-trione","[M + H]+","consensus",158918.618222814,6.58300000002,16871.52734375,33.39199999998,73.7354407883168,447,222.749429150391,3,"consensus","detected",8,31.9829093095586,1,1.17214346099083,0.820815473409862,1.21096811607812,19775.8504529045,13848.4107038076,20430.8816828214,186275.419179569,130442.8608502,192445.379719019
"2.10","afekta","pos","L-pipecolic acid","[M + H]+","own",NA,NA,NA,27.408,16367.4111546643,884.098876953125,236.363580322266,1,"own","below_detection",8,27.0809623589275,1,1.17214346099083,0.820815473409862,NA,NA,NA,NA,NA,NA,NA
"2.10","afekta","pos","N-isovalerylglycine","[M + H]+","consensus",14536450.2562115,1.79500781249997,4252587,127.347,27811.0586767336,373.584411621094,152.896495779419,5,"consensus","detected",8,130.409248269507,3,1.17214346099083,1.46350384697465,1.28787266779571,4984642.0443446,6223677.43409438,5476790.56472335,17038805.1138367,21274150.8713212,18721096.9717467
"2.10","afekta","pos","N-isovalerylglycine","[M + Na]+","consensus",265683.992793059,1.79500781249997,71531.109375,127.347,1339.80180904234,235.036338806152,53.213895185852,5,"consensus","detected",8,130.409248269507,3,1.17214346099083,1.46350384697465,1.28787266779571,83844.7221113259,104686.053748677,92122.9606611678,311419.754842318,388829.545532227,342167.152589012
"2.10","afekta","pos","alpha-D-mannose","[M + Na]+","consensus",2271.40927009475,1.79600000004,969.402770996094,77.07799999998,6.71167665741694,323.778137207031,96.1942397918701,5,"consensus","detected",8,67.5294590240668,2,1.17214346099083,1.91698831696661,1.23301193657633,1136.27911908946,1858.33378643457,1195.28518798836,2662.41752317551,4354.26503382128,2800.67474287696
"2.10","afekta","pos","glycinamide","[M + H]+","consensus",38245.5134066858,43.686,873.497619628906,37.581,23.2682379619462,242.804992675781,27.1053024291992,5,"consensus","detected",8,37.208253108257,2,1.17214346099083,1.91698831696661,1.21425087986833,1023.86452303907,1674.48473172675,1060.6452531973,44829.2284518838,73316.2023770064,46439.6483050844
"2.10","afekta","pos","glycinamide","[M + Na]+","consensus",NA,NA,NA,32.79400000002,2.98328307611704,243.132354736328,63.2949802093506,5,"consensus","below_detection",8,31.6401780296695,1,1.17214346099083,0.820815473409862,1.21075157677179,NA,NA,NA,NA,NA,NA
"2.10","afekta","pos","quinolinic acid","[M + H]+","own",1744144.09968246,8.37800000004,101317.828125,37.581,83.129734946615,6133.29931640625,1145.01181640625,5,"own","detected",8,37.208253108257,2,1.17214346099083,1.91698831696661,1.21425087986833,118759.029718511,194225.092816056,123025.26194713,2044387.10146853,3343503.86219752,2117828.50765659
"2.10","afekta","pos","trans-urocanic acid","[M + H]+","own",NA,NA,NA,27.408,7190.90000313426,1500.90563964844,444.874472314453,1,"own","below_detection",8,27.0809623589275,1,1.17214346099083,0.820815473409862,NA,NA,NA,NA,NA,NA,NA
"2.10","afekta","pos","uracil","[M + H]+","consensus",60623.1865415165,0.599000000039993,17981.892578125,33.39199999998,323.204872008318,265,54.816291809082,2,"consensus","detected",8,31.9829093095586,1,1.17214346099083,0.820815473409862,1.21096811607812,21077.3578016887,14759.8156693189,21775.4985788512,71059.0716890657,49760.4495606892,73412.7459968328
"2.2","afekta","pos","2-oxobutanoic acid","[M + H]+","consensus",NA,NA,NA,111.75199999998,4.87609241441773,225.942306518555,15.6578964233398,5,"consensus","below_detection",9,110.760630177473,3,1.03481446479472,1.80129019736566,1.35220203264879,NA,NA,NA,NA,NA,NA
"2.2","afekta","pos","2-oxobutanoic acid","[M + K]+","consensus",18510.0896706599,4.18899999996,2471.71508789062,101.57899999998,6.23311109214106,1062.46771240234,226.090527612305,5,"consensus","detected",9,97.3782798435898,3,1.03481446479472,1.80129019736566,1.34956272410322,2557.76652580058,4452.27615849818,3335.73454722071,19154.5085358463,33342.0430761191,24980.5270393307
"2.2","afekta","pos","3,3',5-triiodo-L-thyronine","[M + H]+","consensus",3925309.55870993,6.58300000001998,14365.04296875,299.66299999998,152.359349210654,323.176788330078,92.1628128051758,5,"consensus","detected",9,301.402827724893,6,1.03481446479472,1.07042111496742,1.08252691376787,14865.1542514602,15376.6453111642,15550.5456311038,4061967.11015003,4201734.23442654,4249253.2421738
"2.2","afekta","pos","3-iodo-L-tyrosine","[M + H]+","consensus",3425123.84407251,19.15000000002,5326.02478027344,117.138,28.198129602655,393.70768737793,174.916462985229,4,"consensus","detected",9,117.749201659198,3,1.03481446479472,1.80129019736566,1.35210398040966,5511.4474824821,9593.71622763316,7201.33930516822,3544367.69755954,6169642.00509121,4631123.58296649
"2.2","afekta","pos","5-methoxysalicylic acid","[M + H]+","consensus",351475.818844977,1.79599999998001,139912.953125,253.58299999998,2079.97528459052,317.285705566406,67.1140991210937,4,"consensus","detected",9,255.157049984892,5,1.03481446479472,1.19127513649083,1.16601954787031,144783.947705896,166674.82233082,163141.238344013,363712.261366352,418704.404067778,409827.675376968
"2.2","afekta","pos","5-oxo-L-proline","[M + H]+","consensus",4018879.62410575,2.99299999998,1033869,32.16,10824.3778516619,287.038436889648,95.4865005386353,5,"consensus","detected",9,31.3464129343631,1,1.03481446479472,0.817690697778949,1.33878010741063,1069862.59590286,845385.064022024,1384123.25086852,4158794.76729342,3286200.48412463,5380396.09483067
"2.2","afekta","pos","L-methionine","[M + H]+","own",11428554.6703144,1.19600000003999,5483124,30.963,36053.3953298602,360.623733520508,152.073426818848,4,"own","detected",9,30.7681406327655,1,1.03481446479472,0.817690697778949,1.33875488733645,5674016.02746311,4483499.4895685,7340559.05287176,11826433.6845386,9345022.84297424,15300033.4200752
"2.2","afekta","pos","N,N-dimethyl-beta-alanine","[M + H]+","own",NA,NA,NA,NA,NA,NA,NA,0,"consensus","no_data",9,NA,NA,1.03481446479472,NA,NA,NA,NA,NA,NA,NA,NA
"2.2","afekta","pos","N,N-dimethyl-beta-alanine","[M + Na]+","consensus",5962.4692346164,1.197,2950.658203125,188.95099999998,10.4073903109346,627.534698486328,223.218639373779,5,"consensus","detected",9,191.257306550718,4,1.03481446479472,0.999207814622031,1.32700450051493,3053.38378925896,2948.3207348411,3915.53671502817,6170.04940987458,5957.74585367215,7912.22350851777
"2.2","afekta","pos","N-acetyl-L-phenylalanine","[M + H]+","consensus",8519448.24640249,36.50500000002,1186.83569335938,238.023,19.7677172942084,259.640625,46.9045087280273,5,"consensus","detected",9,239.33730118171,5,1.03481446479472,1.19127513649083,1.20038842161983,1228.15474282296,1413.84785259889,1424.66382467374,8816048.27744735,10149006.8725597,10226647.0335709
"2.2","afekta","pos","N-acetyl-L-phenylalanine","[M + Na]+","consensus",NA,NA,NA,240.417,0.14905206661329,470.171630859375,356.436275482178,5,"consensus","below_detection",9,241.789181864174,5,1.03481446479472,1.19127513649083,1.19444941279047,NA,NA,NA,NA,NA,NA
"2.2","afekta","pos","N-acetyl-L-proline","[M + H]+","consensus",28289347.885654,9.57499999997999,2457934.25,75.846,12156.638243455,475.507995605469,202.149532855225,5,"consensus","detected",9,66.2298443594811,2,1.03481446479472,2.10924984590726,1.34357384117007,2543505.91541437,5184397.43806269,3302416.16161599,29274226.3916848,59669302.6686327,38008827.8029247
"2.2","afekta","pos","alloxanthine","[M + H]+","consensus",1322557.9227185,2.99199999995999,354662.9375,35.74999999998,6929.46399338965,254.834358215332,51.1450962844849,5,"consensus","detected",9,34.5041291289096,2,1.03481446479472,2.10924984590726,1.33912413400327,367010.337851587,748072.746270893,474937.699042742,1368602.06895797,2789605.09469743,1771069.23292957
"2.2","afekta","pos","biotin","[M + H]+","consensus",NA,NA,NA,189.55000000002,2.76928182195971,344.26091003418,90.5951489501953,5,"consensus","below_detection",9,191.802315888536,4,1.03481446479472,0.999207814622031,1.32644433275609,NA,NA,NA,NA,NA,NA
"2.2","afekta","pos","biotin","[M + Na]+","consensus",34945.3986458515,77.79699999996,383.969818115234,169.203,16.2992696977914,203.742630004883,11.0573781188965,5,"consensus","detected",9,173.330737208628,3,1.03481446479472,1.80129019736566,1.33341143931154,397.337521830244,691.641069455248,511.989747825224,36162.0039967451,62946.8040238076,46596.5943056804
"2.2","afekta","pos","corticosterone","[M + H]+","consensus",6690627.97785744,1.79499999996,2739372,320.01,22000.9497840048,389.424728393555,124.493833319092,4,"consensus","detected",9,321.772606807206,6,1.03481446479472,1.07042111496742,1.06385023637388,2834741.77005365,2932281.63055052,2914281.549716,6923558.61004716,7161789.45989036,7117826.15573336
"2.2","afekta","pos","kynurenic acid","[M + H]+","own",13525392.9415791,1.79499999996003,4598932.5,156.63499999998,9397.22702675399,1841.30133056641,489.196566772461,5,"own","detected",9,161.53107951305,3,1.03481446479472,1.80129019736566,1.33160675370199,4759041.87361456,8284012.03059637,6123969.57681956,13996272.2579785,24363157.7211852,18010504.5874799
"2.2","afekta","pos","kynurenic acid","[M + Na]+","consensus",13525392.9415791,1.79499999996003,4598932.5,156.63499999998,8096.63313084395,1734.82257080078,567.791278564453,5,"consensus","detected",9,161.53107951305,3,1.03481446479472,1.80129019736566,1.33160675370199,4759041.87361456,8284012.03059637,6123969.57681956,13996272.2579785,24363157.7211852,18010504.5874799
"2.2","afekta","pos","trans-3-coumaric acid","[M + H]+","consensus",605013.079318581,1.79499999995997,265710.625,230.244,3157.93155255332,411.453765869141,84.0104248046875,4,"consensus","detected",9,231.366603896818,4,1.03481446479472,0.999207814622031,1.22120696571779,274961.198199647,265500.132928104,324487.666115227,626076.285868866,604533.796803665,738846.18681422
"2.2","afekta","pos","trans-3-coumaric acid","[M + Na]+","consensus",13543.9277194864,1.19599999997999,4952.41064453125,230.244,170.969831542075,274.265716552734,27.3624000549316,4,"consensus","detected",9,231.366603896818,4,1.03481446479472,0.999207814622031,1.22120696571779,5124.8261705643,4948.48741723296,6047.91837619649,14015.4523142588,13533.1984179868,16539.938874215
"2.2","afekta","pos","tyramine","[M + H]+","consensus",10918461.7726019,37.70199999996,3265.01220703125,63.279,10.9010588096909,727.361541748047,232.789374829102,5,"consensus","detected",9,54.7300850893646,2,1.03481446479472,2.10924984590726,1.34416063665588,3378.68185956728,6886.726494566,4388.70088689235,11298582.1755967,23029763.8114049,14676166.5275635
"2.2","afekta","pos","tyramine","[M + Na]+","consensus",4389.22941452186,5.38599999996001,536.437744140625,72.85399999998,5.27279390627904,233.789474487305,57.3980843994141,5,"consensus","detected",9,63.1897324276992,2,1.03481446479472,2.10924984590726,1.34399986424169,555.11353709857,1131.48122916745,720.972255299116,4542.0380874497,9257.98146623187,5899.123737243
"2.3","afekta","pos","(R)-adrenaline","[M + H]+","own",6112052.45971964,1.197,2930208.75,27.30799999998,12651.2900141762,678.730438232422,231.559786889648,4,"own","detected",10,27.0300326960777,1,1.1531324621826,1.0100119998659,NA,3378918.83059648,2959545.99961206,NA,7048006.1018657,6173246.32812672,NA
"2.3","afekta","pos","2'-deoxyinosine","[M + H]+","consensus",327421.020699279,2.39399999999999,97676.6171875,42.26899999998,1437.28165731687,236.002975463867,67.7950725357056,5,"consensus","detected",10,42.6822091381945,2,1.1531324621826,1.38730751938236,1.1830252337697,112634.078075089,135507.505492051,115553.902882076,377559.807769298,454233.644019957,387347.329553879
"2.3","afekta","pos","2'-deoxyinosine","[M + K]+","consensus",160463.699809656,0.598999999979995,66255.3203125,39.876,2074.70784409906,227.627975463867,31.8250555252075,4,"consensus","detected",10,40.2935186087262,2,1.1531324621826,1.38730751938236,1.18029967512615,76401.1606446496,91916.5040686181,78201.1330402228,185035.901252437,222612.49733385,189395.252754877
"2.3","afekta","pos","2'-deoxyinosine","[M + Na]+","own",314583.178517737,2.39399999999999,97676.6171875,42.26899999998,1809.5261281647,244.913650512695,53.8437671722412,5,"consensus","detected",10,42.6822091381945,2,1.1531324621826,1.38730751938236,1.1830252337697,112634.078075089,135507.505492051,115553.902882076,362756.075205385,436423.60902886,372159.838305962
"2.3","afekta","pos","2'-deoxyuridine","[M + H]+","consensus",84909.5251343617,2.99200000002,21713.767578125,38.08000000002,479.771220239088,215.322860717773,44.8097839355469,5,"consensus","detected",10,37.9440610083853,2,1.1531324621826,1.38730751938236,1.17761929328585,25038.8502706239,30123.6730352537,25570.5516299247,97911.9297809415,117795.622686086,99991.094981964
"2.3","afekta","pos","2'-deoxyuridine","[M + K]+","consensus",659744.639419901,1.79599999998,265242.625,38.08000000002,11898.1320575973,233.623031616211,22.2731602478027,5,"consensus","detected",10,37.9440610083853,2,1.1531324621826,1.38730751938236,1.17761929328585,305859.881242025,367973.088123216,312354.832601783,760772.960466039,915268.699139433,776928.016022791
"2.3","afekta","pos","2-hydroxy-3-methylbutyric acid","[M + Na]+","consensus",NA,NA,NA,115.87699999998,2.00677468406615,261.198295593262,78.8028956726074,5,"consensus","below_detection",10,116.126338816671,3,1.1531324621826,1.51092811429307,1.27564531733358,NA,NA,NA,NA,NA,NA
"2.3","afekta","pos","2-hydroxy-4-(methylthio)butanoic acid","[M + H]+","consensus",209500.308585267,18.55100000004,1240.97845458984,110.49100000002,16.9315392621015,260.330688476562,57.9184060546875,3,"consensus","detected",10,109.107389496968,3,1.1531324621826,1.51092811429307,1.26623169322279,1431.01254085673,1875.02923627175,1571.3662498083,241581.606666942,316539.906194554,265275.93047062
"2.3","afekta","pos","2-hydroxy-4-(methylthio)butanoic acid","[M + Na]+","consensus",NA,NA,NA,129.04300000002,3.97889938331174,288.667419433594,63.6297393264771,5,"consensus","below_detection",10,132.410631171484,3,1.1531324621826,1.51092811429307,1.29674475328651,NA,NA,NA,NA,NA,NA
"2.3","afekta","pos","6-hydroxynicotinic acid","[M + H]+","own",2798596.3962427,1.197,1357866,42.26899999998,11757.1180335518,330.002075195312,115.465030975342,3,"consensus","detected",10,42.6822091381945,2,1.1531324621826,1.38730751938236,1.1830252337697,1565799.36389403,1883777.71211365,1606389.74207793,3227152.35305468,3882513.82422388,3310810.15589206
"2.3","afekta","pos","L-isoglutamine","[M + H]+","consensus",1078768.17167013,1.197,479890.6875,24.915,12903.3941137027,298.023803710938,37.1679466247558,4,"consensus","detected",10,NA,NA,1.1531324621826,NA,NA,553377.530055373,NA,NA,1243962.59792219,NA,NA
"2.3","afekta","pos","L-isoglutamine","[M + Na]+","consensus",1078245.56273159,1.197,479890.6875,24.915,11622.2781244456,299.586898803711,41.2648101745605,4,"consensus","detected",10,NA,NA,1.1531324621826,NA,NA,553377.530055373,NA,NA,1243359.96059014,NA,NA
"2.3","afekta","pos","L-proline","[M + H]+","own",14937577.4293301,1.197,6683520,26.71000000002,30489.8483454869,941.966003417969,219.173869226074,5,"own","detected",10,NA,NA,1.1531324621826,NA,NA,7706983.87364662,NA,NA,17225005.4401266,NA,NA
"2.3","afekta","pos","N-acetyl-L-leucine","[M + H]+","own",12676118.7531331,1.197,5701448,204.447,55535.5694043492,291.551666259766,102.657747268677,5,"own","detected",10,205.643761406327,4,1.1531324621826,1.00789016573531,1.39614414560011,6574524.77024603,5746433.36965123,7960043.24664347,14617244.0287193,12776135.4309757,17697688.9861186
"2.3","afekta","pos","N-acetyl-L-tryptophan","[M + H]+","consensus",27958.8266056834,NA,1538.93029785156,231.37600000002,55.6763901705413,236.044998168945,23.4010375976563,2,"consensus","detected",10,232.525207470832,4,1.1531324621826,1.00789016573531,1.40492831405653,1774.59048348896,1551.07271295669,2162.08674881111,32240.2305635479,28179.4263813669,39280.1471261218
"2.3","afekta","pos","N-acetyl-L-tryptophan","[M + Na]+","consensus",341553.536966248,0.598000000020022,192730.578125,231.975,1324.87397098953,347.953125,145.208245623779,4,"consensus","detected",10,233.138613731306,4,1.1531324621826,1.00789016573531,1.40451362207521,222243.886091156,194251.254328668,270692.722366992,393856.471049064,344248.450980392,479716.595337063
"2.3","afekta","pos","N-acetylserotonin","[M + H]+","consensus",10336980.0650907,1.79499999996,3562967.25,179.91100000002,4639.63917238747,2545.04760742188,767.39204711914,5,"consensus","detected",10,183.071317179526,3,1.1531324621826,1.51092811429307,1.36483085409164,4108573.19766845,5383387.38833046,4862847.63491805,11919907.2739904,15618433.7972325,14108229.330966
"2.3","afekta","pos","N-acetylserotonin","[M + Na]+","own",850016.714427495,1.79499999996,339614.46875,179.91100000002,4688.53813172271,281.520050048828,72.375000302124,5,"own","detected",10,183.071317179526,3,1.1531324621826,1.51092811429307,1.36483085409164,391620.468542522,513133.04885508,463516.305445942,980181.866804137,1284314.15144753,1160129.03834425
"2.3","afekta","pos","gamma-aminobutyric acid","[M + H]+","consensus",19870.1783904354,NA,3525.60571289062,25.51300000002,61.1239136354789,280.440216064453,53.0915856628418,3,"consensus","detected",10,NA,NA,1.1531324621826,NA,NA,4065.49039639058,NA,NA,22912.9477313702,NA,NA
"2.3","afekta","pos","imidazol-4-ylacetic acid","[M + H]+","consensus",8894106.64697529,5.98399999998,82342.578125,29.10400000002,432.289838013739,477.278106689453,189.375952935791,5,"consensus","detected",10,28.9638655742005,1,1.1531324621826,1.0100119998659,NA,94951.8998557439,83166.9920061453,NA,10256083.0967412,8983154.4415321,NA
"2.3","afekta","pos","imidazol-4-ylacetic acid","[M + Na]+","own",8890897.2443866,5.98399999998,82342.578125,29.10400000002,335.488104074356,606.888916015625,243.632153320312,5,"consensus","detected",10,28.9638655742005,1,1.1531324621826,1.0100119998659,NA,94951.8998557439,83166.9920061453,NA,10252382.230432,8979912.90640512,NA
"2.3","afekta","pos","serotonin","[M + H]+","own",6521603.16220892,1.197,2843553,43.46599999998,13862.6752155031,861.724838256836,205.060800384521,4,"own","detected",10,43.6167851692503,2,1.1531324621826,1.38730751938236,1.18409200417712,3278993.2722367,3944882.45866227,3367028.37075385,7520272.31181577,9047469.10536022,7722178.15878778
