"mixture","lab","polarity","xcms_fts","compound","inchikey_2d","rt_sec","ionMass","adduct","cosmic"
"1.6","cembio","pos","227","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",181.89199999998,496.154602050781,"[M + K]+",0.127253121708104
"1.6","cembio","pos","228","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",183.60100000002,474.173706054688,"[M + H]+",0.238623956523881
"1.6","cembio","pos","229","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",184.59799999998,496.154602050781,"[M + Na]+",0.108671648947817
"1.6","cembio","pos","230","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",186.30700000002,474.173706054688,"[M + H]+",0.626017747252468
"1.6","cembio","pos","231","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",187.30399999998,496.154602050781,"[M + H]+",0.0661459733734844
"1.6","cembio","pos","234","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",191.71999999998,474.173706054688,"[M + H]+",0.478398390043943
"1.6","cembio","pos","235","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",192.71599999998,496.154602050781,"[M + Na]+",0.0973695697102046
"1.6","cembio","pos","237","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",195.42199999998,496.154602050781,"[M + Na]+",0.0884262591551653
"1.6","cembio","pos","238","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",197.13199999998,474.173706054688,"[M + H]+",0.498439473755027
"1.6","cembio","pos","240","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",199.83799999998,474.173706054688,"[M + H]+",0.285494505737958
"1.6","cembio","pos","242","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",202.54399999998,474.173706054688,"[M + H]+",0.717404510913395
"1.6","cembio","pos","243","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",203.541,496.154602050781,"[M + K]+",0.0158557833930618
"1.6","cembio","pos","244","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",205.251,474.173706054688,"[M + H]+",0.469929355418389
"1.6","cembio","pos","246","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",207.95599999998,474.173706054688,"[M + H]+",0.206307872654522
"1.6","cembio","pos","247","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",208.953,496.154602050781,"[M + Na]+",0.114321600782626
"1.6","cembio","pos","248","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",210.66199999998,474.173706054688,"[M + H]+",0.658566571315514
"1.6","cembio","pos","250","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",213.36799999998,474.173706054688,"[M + H]+",0.514710974750328
"1.6","cembio","pos","252","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",216.075,474.173706054688,"[M + H]+",0.350174628246875
"1.6","cembio","pos","256","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",221.487,474.173706054688,"[M + H]+",0.278349990052535
"1.6","cembio","pos","260","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",226.899,474.173706054688,"[M + H]+",0.206659477086035
"1.6","cembio","pos","261","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",227.895,496.154602050781,"[M + Na]+",0.0210236197521615
"1.6","cembio","pos","264","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",232.311,474.173706054688,"[M + H]+",0.384723621115428
"1.6","cembio","neg","5","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",7.72600000002,215.115097045898,"[M - H]-",0.0308093096864108
"1.6","cembio","neg","6","D-serine","MTCFGRXMJLQNBG",8.72200000002,104.035301208496,"[M - H]-",0.320276097067346
"1.6","cembio","neg","9","3-chloro-L-tyrosine","ACWBBAGYTKWBCD",11.71099999998,214.027694702148,"[M - H]-",0.344360044540626
"1.6","cembio","neg","14","L-threonine","AYFVYJQAPQTCCC",17.406,118.051002502441,"[M - H]-",0.473501667315596
"1.6","cembio","neg","22","L-arabinitol","HEBKCHPVOIAQTA",26.08999999998,151.06120300293,"[M - H]-",0.692244520311792
"1.6","cembio","neg","23","L-histidine","HNDVDQJCIGZPNO",27.08599999998,154.062194824219,"[M - H]-",0.722596024677486
"1.6","cembio","neg","25","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",29.079,215.115097045898,"[M - H]-",0.880655793307519
"1.6","cembio","neg","29","3-chloro-L-tyrosine","ACWBBAGYTKWBCD",33.06400000002,214.027694702148,"[M - H]-",0.530125990537928
"1.6","cembio","neg","32","L-arabinitol","HEBKCHPVOIAQTA",36.76699999998,151.06120300293,"[M - H]-",0.299258088335186
"1.6","cembio","neg","33","L-histidine","HNDVDQJCIGZPNO",37.76299999998,154.062194824219,"[M - H]-",0.633769221006268
"1.6","cembio","neg","34","L-threonine","AYFVYJQAPQTCCC",38.76,118.051002502441,"[M - H]-",0.809656185970232
"1.6","cembio","neg","35","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",39.756,215.115097045898,"[M - H]-",0.451946072395602
"1.6","cembio","neg","36","D-serine","MTCFGRXMJLQNBG",40.752,104.035301208496,"[M - H]-",0.885567599403298
"1.6","cembio","neg","37","L-methionine S-oxide","QEFRNWWLZKMPFJ",41.748,164.038696289063,"[M - H]-",0.215622120237623
"1.6","cembio","neg","42","L-arabinitol","HEBKCHPVOIAQTA",47.44399999998,151.06120300293,"[M - H]-",0.487771891879417
"1.6","cembio","neg","43","L-histidine","HNDVDQJCIGZPNO",48.43999999998,154.062194824219,"[M - H]-",0.565183187955307
"1.6","cembio","neg","44","L-threonine","AYFVYJQAPQTCCC",49.437,118.051002502441,"[M - H]-",0.735760152241633
"1.6","cembio","neg","45","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",50.433,215.115097045898,"[M - H]-",0.345370985210927
"1.6","cembio","neg","47","L-methionine S-oxide","QEFRNWWLZKMPFJ",52.42600000002,164.038696289063,"[M - H]-",0.230270093275813
"1.6","cembio","neg","49","3-chloro-L-tyrosine","ACWBBAGYTKWBCD",54.41800000002,214.027694702148,"[M - H]-",0.961654127385557
"1.6","cembio","neg","53","L-histidine","HNDVDQJCIGZPNO",59.11699999998,154.062194824219,"[M - H]-",0.421267191250261
"1.6","cembio","neg","57","L-methionine S-oxide","QEFRNWWLZKMPFJ",63.102,164.038696289063,"[M - H]-",0.491511869463671
"1.6","cembio","neg","63","L-histidine","HNDVDQJCIGZPNO",69.79399999998,154.062194824219,"[M - H]-",0.377524083757635
"1.6","cembio","neg","64","L-threonine","AYFVYJQAPQTCCC",70.78999999998,118.051002502441,"[M - H]-",0.704954064798909
"1.6","cembio","neg","65","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",71.78599999998,215.115097045898,"[M - H]-",0.171241784069758
"1.6","cembio","neg","75","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",82.46299999998,215.115097045898,"[M - H]-",0.0133298081176455
"1.6","cembio","neg","76","D-serine","MTCFGRXMJLQNBG",83.45899999998,104.035301208496,"[M - H]-",0.850544445631054
"1.6","cembio","neg","77","L-methionine S-oxide","QEFRNWWLZKMPFJ",84.456,164.038696289063,"[M - H]-",0.141890856371419
"1.6","cembio","neg","87","3-chloro-L-tyrosine","ACWBBAGYTKWBCD",97.272,214.027694702148,"[M - H]-",0.733051560684952
"1.6","cembio","neg","89","3-chloro-L-tyrosine","ACWBBAGYTKWBCD",99.97699999998,214.027694702148,"[M - H]-",0.768050512362488
"1.6","cembio","neg","93","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",170.88100000002,472.159088134766,"[M - H]-",0.354868425759699
"1.6","hmgu","pos","57","D-serine","MTCFGRXMJLQNBG",27.15399999999,106.049146382357,"[M + H]+",0.83345761909573
"1.6","hmgu","pos","160","L-histidine","HNDVDQJCIGZPNO",89.89699999998,156.07561893748,"[M + H]+",0.850285110541089
"1.6","hmgu","neg","1201","D-serine","MTCFGRXMJLQNBG",27.21799999998,104.035054081048,"[M - H]-",0.829973133185487
"1.6","hmgu","neg","1204","L-threonine","AYFVYJQAPQTCCC",29.283,118.050414799677,"[M - H]-",0.0891539887281305
"1.6","hmgu","neg","1211","L-threonine","AYFVYJQAPQTCCC",34.30299999999,118.049765885945,"[M - H]-",0.721057124107368
"1.6","hmgu","neg","1238","3-chloro-L-tyrosine","ACWBBAGYTKWBCD",52.05849999999,214.02764000146,"[M - H]-",0.949889274973779
"1.6","hmgu","neg","1286","L-histidine","HNDVDQJCIGZPNO",74.10050000001,154.060950186501,"[M - H]-",0.475458194947205
"1.6","hmgu","neg","1307","N(alpha)-acetyl-L-arginine","SNEIUMQYRCDYCH",81.843,215.113616140372,"[M - H]-",0.191928335899951
"1.6","hmgu","neg","1520","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",186.543,472.158478259698,"[M - H]-",0.287353652539359
"1.6","icl","neg","576","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",154.99600410462,472.155242919922,"[M - H]-",0.305334884389396
"1.6","icl","neg","580","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",160.33199787138,472.156799316406,"[M - H]-",0.264846356830908
"1.6","icl","neg","583","(6S)-5-formyltetrahydrofolic acid","VVIAGPKUTFNRDU",164.83899593352,472.155883789063,"[M - H]-",0.145698327688397
"2.1","afekta","pos","12","pyridoxamine","NHZMQXZHNVQTQA",26.08099999998,169.096397399902,"[M + H]+",0.899161476128921
"2.1","afekta","pos","13","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",26.907,127.060939788818,"[M + H]+",0.754214923118354
"2.1","afekta","pos","20","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",35.847,242.112197875977,"[M + H]+",0.771941472041704
"2.1","afekta","pos","48","L-phenylalanine","COLNVLDHVKWLRT",102.13400000001,166.085880279541,"[M + H]+",0.89241971004082
"2.1","cembio","pos","225","dopamine","VYFYYTLLBUKUHU",13.61899999998,154.086250305176,"[M + H]+",0.244909355826049
"2.1","cembio","pos","234","ethylmalonic acid","UKFXDFUAPNAMPJ",23.29900000002,133.049499511719,"[M + H]+",0.0869626639646748
"2.1","cembio","pos","237","dopamine","VYFYYTLLBUKUHU",26.28799999998,154.086250305176,"[M + H]+",0.0955051946121696
"2.1","cembio","pos","239","pyridoxamine","NHZMQXZHNVQTQA",28.281,169.097396850586,"[M + H]+",0.901523180289963
"2.1","cembio","pos","240","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",29.277,242.113693237305,"[M + H]+",0.93198771667919
"2.1","cembio","pos","241","2'-deoxyguanosine","YKBGVTZYEHREMT",30.273,268.104095458984,"[M + Na]+",0.0725449344383466
"2.1","cembio","pos","242","dopamine","VYFYYTLLBUKUHU",31.27000000002,154.086250305176,"[M + H]+",0.955714645968752
"2.1","cembio","pos","248","ethylmalonic acid","UKFXDFUAPNAMPJ",37.248,155.031005859375,"[M + Na]+",0.0578749552937434
"2.1","cembio","pos","250","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",39.95500000002,127.062301635742,"[M + H]+",0.652257205012885
"2.1","cembio","pos","251","L-leucine","ROHFNLRQFUQHCH",40.95100000002,132.101806640625,"[M + H]+",0.602400106376628
"2.1","cembio","pos","254","9H-xanthine","LRFVTYWOQMYALW",43.93999999998,153.041595458984,"[M + H]+",0.229927240637265
"2.1","cembio","pos","255","dopamine","VYFYYTLLBUKUHU",44.93599999998,154.086250305176,"[M + H]+",0.954500812344076
"2.1","cembio","pos","257","pyridoxamine","NHZMQXZHNVQTQA",46.929,169.097396850586,"[M + H]+",0.899766080402796
"2.1","cembio","pos","258","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",47.925,242.113693237305,"[M + H]+",0.90708656586043
"2.1","cembio","pos","259","2'-deoxyguanosine","YKBGVTZYEHREMT",48.921,268.104095458984,"[M + H]+",0.857899401170727
"2.1","cembio","pos","260","dopamine","VYFYYTLLBUKUHU",49.91800000002,154.086250305176,"[M + H]+",0.99276447772017
"2.1","cembio","pos","268","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",58.602,127.062301635742,"[M + H]+",0.794757305512703
"2.1","cembio","pos","269","L-leucine","ROHFNLRQFUQHCH",59.59900000002,132.101806640625,"[M + H]+",0.404763694894107
"2.1","cembio","pos","272","9H-xanthine","LRFVTYWOQMYALW",62.58700000002,153.041595458984,"[M + H]+",0.307267661423066
"2.1","cembio","pos","273","dopamine","VYFYYTLLBUKUHU",63.58399999998,154.086250305176,"[M + H]+",0.955380916112272
"2.1","cembio","pos","274","L-phenylalanine","COLNVLDHVKWLRT",64.57999999998,166.086196899414,"[M + H]+",0.791104799689297
"2.1","cembio","pos","276","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",66.573,242.113693237305,"[M + H]+",0.869923552759571
"2.1","cembio","pos","277","2'-deoxyguanosine","YKBGVTZYEHREMT",67.569,268.104095458984,"[M + H]+",0.608508055466425
"2.1","cembio","pos","278","dopamine","VYFYYTLLBUKUHU",68.565,154.086250305176,"[M + H]+",0.893724368957998
"2.1","cembio","pos","286","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",77.25,127.062301635742,"[M + H]+",0.282384111406471
"2.1","cembio","pos","287","L-leucine","ROHFNLRQFUQHCH",78.24700000002,132.101806640625,"[M + H]+",0.388822264377242
"2.1","cembio","pos","291","dopamine","VYFYYTLLBUKUHU",82.23199999998,154.086250305176,"[M + H]+",0.748048429749321
"2.1","cembio","pos","292","L-phenylalanine","COLNVLDHVKWLRT",83.22799999998,166.086196899414,"[M + H]+",0.901034913371753
"2.1","cembio","pos","293","pyridoxamine","NHZMQXZHNVQTQA",84.225,169.097396850586,"[M + H]+",0.850389098584904
"2.1","cembio","pos","294","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",85.221,242.113693237305,"[M + H]+",0.845096560685689
"2.1","cembio","pos","295","2'-deoxyguanosine","YKBGVTZYEHREMT",86.217,268.104095458984,"[M + H]+",0.877636650035274
"2.1","cembio","pos","296","dopamine","VYFYYTLLBUKUHU",87.21400000002,154.086250305176,"[M + H]+",0.870514581708538
"2.1","cembio","pos","301","methylmalonic acid","ZIYVHBGGAOATLY",92.19499999998,141.014602661133,"[M + Na]+",0.0862138990473681
"2.1","cembio","pos","304","L-leucine","ROHFNLRQFUQHCH",95.89699999998,132.101806640625,"[M + H]+",0.428694207488172
"2.1","cembio","pos","307","L-phenylalanine","COLNVLDHVKWLRT",98.886,166.086196899414,"[M + H]+",0.99204691329854
"2.1","cembio","pos","308","2'-deoxyguanosine","YKBGVTZYEHREMT",99.882,268.104095458984,"[M + H]+",0.0299754576032484
"2.1","cembio","pos","311","methylmalonic acid","ZIYVHBGGAOATLY",102.87100000002,141.014602661133,"[M + Na]+",0.0144701710055473
"2.1","cembio","pos","313","L-leucine","ROHFNLRQFUQHCH",105.57799999998,132.101806640625,"[M + H]+",0.441739409925221
"2.1","cembio","pos","317","L-leucine","ROHFNLRQFUQHCH",110.27599999998,132.101806640625,"[M + H]+",0.172831839532587
"2.1","cembio","pos","319","2'-deoxyguanosine","YKBGVTZYEHREMT",112.269,268.104095458984,"[M + H]+",0.36977210684036
"2.1","cembio","pos","323","2'-deoxyguanosine","YKBGVTZYEHREMT",116.967,268.104095458984,"[M + H]+",0.613258895340589
"2.1","cembio","pos","325","L-leucine","ROHFNLRQFUQHCH",119.673,132.101806640625,"[M + H]+",0.262019622353679
"2.1","cembio","pos","341","tricaproin","MAYCICSNZYXLHB",577.482,409.256713867188,"[M + H]+",0.066874875852029
"2.1","cembio","neg","1","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",3.47299999998,125.047203063965,"[M - H]-",0.0384635754352265
"2.1","cembio","neg","2","L-leucine","ROHFNLRQFUQHCH",4.47,130.08740234375,"[M - H]-",0.211823945385057
"2.1","cembio","neg","6","2'-deoxyguanosine","YKBGVTZYEHREMT",8.45500000002,266.089691162109,"[M - H]-",0.0312289259496711
"2.1","cembio","neg","18","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",21.12400000002,125.047203063965,"[M - H]-",0.0379581518104322
"2.1","cembio","neg","23","2'-deoxyguanosine","YKBGVTZYEHREMT",26.106,266.089691162109,"[M - H]-",0.151842659280349
"2.1","cembio","neg","24","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",27.102,240.099304199219,"[M - H]-",0.0397454317122318
"2.1","cembio","neg","26","methylmalonic acid","ZIYVHBGGAOATLY",29.09500000002,117.019203186035,"[M - H]-",0.740721813102493
"2.1","cembio","neg","27","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB",30.09100000002,155.009902954102,"[M - H]-",0.72347451692541
"2.1","cembio","neg","29","ethylmalonic acid","UKFXDFUAPNAMPJ",32.08399999998,131.034805297852,"[M - H]-",0.455536626724177
"2.1","cembio","neg","37","L-leucine","ROHFNLRQFUQHCH",40.767,130.08740234375,"[M - H]-",0.200829955695241
"2.1","cembio","neg","40","dopamine","VYFYYTLLBUKUHU",43.75600000002,152.07209777832,"[M - H]-",0.895801708304766
"2.1","cembio","neg","41","2'-deoxyguanosine","YKBGVTZYEHREMT",44.75299999998,266.089691162109,"[M - H]-",0.509101189699511
"2.1","cembio","neg","42","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",45.74899999998,240.099304199219,"[M - H]-",0.053615306261424
"2.1","cembio","neg","44","methylmalonic acid","ZIYVHBGGAOATLY",47.742,117.019203186035,"[M - H]-",0.737049414812224
"2.1","cembio","neg","45","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB",48.738,155.009902954102,"[M - H]-",0.572823666795697
"2.1","cembio","neg","47","ethylmalonic acid","UKFXDFUAPNAMPJ",50.73100000002,131.034805297852,"[M - H]-",0.204021787618411
"2.1","cembio","neg","55","L-leucine","ROHFNLRQFUQHCH",59.415,130.08740234375,"[M - H]-",0.286046594899188
"2.1","cembio","neg","56","L-phenylalanine","COLNVLDHVKWLRT",60.411,164.071792602539,"[M - H]-",0.964104926390494
"2.1","cembio","neg","57","9H-xanthine","LRFVTYWOQMYALW",61.40800000002,151.026306152344,"[M - H]-",0.0847741977405974
"2.1","cembio","neg","60","2'-deoxyguanosine","YKBGVTZYEHREMT",64.39700390628,266.089691162109,"[M - H]-",0.232249519098143
"2.1","cembio","neg","64","methylmalonic acid","ZIYVHBGGAOATLY",68.382,117.019203186035,"[M - H]-",0.689406637466501
"2.1","cembio","neg","65","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB",69.378,155.009902954102,"[M - H]-",0.468530210087801
"2.1","cembio","neg","66","vanillylmandelic acid","CGQCWMIAEPEHNQ",70.37500000002,197.045700073242,"[M - H]-",0.391529045425126
"2.1","cembio","neg","67","ethylmalonic acid","UKFXDFUAPNAMPJ",71.37100000002,131.034805297852,"[M - H]-",0.646110661744838
"2.1","cembio","neg","75","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",80.055,125.047203063965,"[M - H]-",0.433511263018663
"2.1","cembio","neg","76","L-leucine","ROHFNLRQFUQHCH",81.05200000002,130.08740234375,"[M - H]-",0.271418599701927
"2.1","cembio","neg","78","9H-xanthine","LRFVTYWOQMYALW",83.04400000002,151.026306152344,"[M - H]-",0.31619218121976
"2.1","cembio","neg","81","2'-deoxyguanosine","YKBGVTZYEHREMT",86.03299999998,266.089691162109,"[M - H]-",0.285035444460417
"2.1","cembio","neg","83","5-methyl-2'-deoxycytidine","LUCHPKXVUGJYGU",88.026,240.099304199219,"[M - H]-",0.293227831294108
"2.1","cembio","neg","84","pyridoxamine","NHZMQXZHNVQTQA",89.022,167.082595825195,"[M - H]-",0.0447630958630575
"2.1","cembio","neg","85","methylmalonic acid","ZIYVHBGGAOATLY",90.018,117.019203186035,"[M - H]-",0.737125455336487
"2.1","cembio","neg","88","ethylmalonic acid","UKFXDFUAPNAMPJ",93.00700000002,131.034805297852,"[M - H]-",0.537455529466092
"2.1","cembio","neg","96","L-leucine","ROHFNLRQFUQHCH",101.69200000002,130.08740234375,"[M - H]-",0.20561819791904
"2.1","cembio","neg","97","L-phenylalanine","COLNVLDHVKWLRT",102.68800000002,164.071792602539,"[M - H]-",0.938876477921525
"2.1","cembio","neg","99","Gly-Phe","JBCLFWXMTIKCCB",104.68099999998,221.093399047852,"[M - H]-",0.991051549855846
"2.1","cembio","neg","101","methylmalonic acid","ZIYVHBGGAOATLY",106.67299999998,117.019203186035,"[M - H]-",0.191079726897888
"2.1","cembio","neg","104","ethylmalonic acid","UKFXDFUAPNAMPJ",109.662,131.034805297852,"[M - H]-",0.108016328688081
"2.1","cembio","neg","108","L-leucine","ROHFNLRQFUQHCH",114.36100000002,130.08740234375,"[M - H]-",0.158422759045715
"2.1","cembio","neg","111","Gly-Phe","JBCLFWXMTIKCCB",117.34999999998,221.093399047852,"[M - H]-",0.964620774594267
"2.1","cembio","neg","113","methylmalonic acid","ZIYVHBGGAOATLY",119.343,117.019203186035,"[M - H]-",0.743127757658337
"2.1","cembio","neg","116","ethylmalonic acid","UKFXDFUAPNAMPJ",122.33200000002,131.034805297852,"[M - H]-",0.392464031854828
"2.1","cembio","neg","123","methylmalonic acid","ZIYVHBGGAOATLY",130.01899999998,117.019203186035,"[M - H]-",0.123226513855499
"2.1","cembio","neg","125","ethylmalonic acid","UKFXDFUAPNAMPJ",132.012,131.034805297852,"[M - H]-",0.328921702296807
"2.1","cembio","neg","131","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",138.70300000002,123.044998168945,"[M - H]-",0.0272800694066359
"2.1","cembio","neg","132","methylmalonic acid","ZIYVHBGGAOATLY",139.69900000002,117.019203186035,"[M - H]-",0.72844587592496
"2.1","cembio","neg","134","ethylmalonic acid","UKFXDFUAPNAMPJ",141.69199999998,131.034805297852,"[M - H]-",0.404414375793369
"2.1","cembio","neg","142","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",150.37600000002,163.039794921875,"[M - H]-",0.0165157214888775
"2.1","cembio","neg","147","ethylmalonic acid","UKFXDFUAPNAMPJ",156.07099999998,131.034805297852,"[M - H]-",0.539629539172621
"2.1","cembio","neg","152","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",161.766,123.044998168945,"[M - H]-",0.0145061292538232
"2.1","cembio","neg","153","ethylmalonic acid","UKFXDFUAPNAMPJ",162.762,131.034805297852,"[M - H]-",0.343498170438188
"2.1","cembio","neg","157","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",167.46,123.044998168945,"[M - H]-",0.0243813381536274
"2.1","cembio","neg","158","ethylmalonic acid","UKFXDFUAPNAMPJ",168.45700000002,131.034805297852,"[M - H]-",0.293842985773585
"2.1","cembio","neg","162","ethylmalonic acid","UKFXDFUAPNAMPJ",173.15500000002,131.034805297852,"[M - H]-",0.438656388008514
"2.1","cembio","neg","163","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",174.15100000002,163.039794921875,"[M - H]-",0.531272749439991
"2.1","cembio","neg","165","ethylmalonic acid","UKFXDFUAPNAMPJ",176.85700000002,131.034805297852,"[M - H]-",0.397097091623475
"2.1","cembio","neg","166","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",177.85300000002,163.039794921875,"[M - H]-",0.537615869091534
"2.1","cembio","neg","169","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",181.55500000002,163.039794921875,"[M - H]-",0.406590516017538
"2.1","cembio","neg","171","ethylmalonic acid","UKFXDFUAPNAMPJ",184.26100000002,131.034805297852,"[M - H]-",0.455515333441654
"2.1","cembio","neg","172","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",185.25700000002,163.039794921875,"[M - H]-",0.279318276879833
"2.1","cembio","neg","191","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",210.609,163.039794921875,"[M - H]-",0.0618605841548388
"2.1","cembio","neg","195","keto-phenylpyruvic acid","BTNMPGBKDVTSJY",216.021,163.039794921875,"[M - H]-",0.0267762691067513
"2.1","hmgu","pos","363","pyridoxamine","NHZMQXZHNVQTQA",225.15850000002,191.077715718307,"[M + Na]+",0.892152957242757
"2.1","hmgu","pos","369","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",229.20349999998,125.059347914604,"[M + H]+",0.0343982936241928
"2.1","hmgu","pos","394","L-phenylalanine","COLNVLDHVKWLRT",246.1815,166.085379012544,"[M + Na]+",0.0321925060848557
"2.1","hmgu","pos","484","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",307.92800000001,147.04233376328,"[M + Na]+",0.0686062904428667
"2.1","hmgu","neg","1165","pyridoxamine","NHZMQXZHNVQTQA",23.14099999998,167.082995226809,"[M - H]-",0.918815341037093
"2.1","hmgu","neg","1171","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",27.189,125.046622176074,"[M - H]-",0.552916734474585
"2.1","hmgu","neg","1175","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",30.02350000002,125.046616045943,"[M - H]-",0.117421863220738
"2.1","hmgu","neg","1177","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",31.48849999998,125.046579818001,"[M - H]-",0.0538672611274105
"2.1","hmgu","neg","1178","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",32.21350000002,125.046877885594,"[M - H]-",0.476016988297991
"2.1","hmgu","neg","1179","L-leucine","ROHFNLRQFUQHCH",32.95450000002,130.087075973455,"[M - H]-",0.157376098013751
"2.1","hmgu","neg","1180","9H-xanthine","LRFVTYWOQMYALW",33.66399999999,151.025842319503,"[M - H]-",0.488475150115324
"2.1","hmgu","neg","1181","L-leucine","ROHFNLRQFUQHCH",34.44099999999,130.087260584794,"[M - H]-",0.017408021466387
"2.1","hmgu","neg","1184","L-leucine","ROHFNLRQFUQHCH",36.56749999998,130.086845620581,"[M - H]-",0.240595545418252
"2.1","hmgu","neg","1188","2,4-dihydroxypyrimidine-5-carboxylic acid","ZXYAAVBXHKCJJB",39.39250000002,155.009846463093,"[M - H]-",0.414948342411612
"2.1","hmgu","neg","1198","methylmalonic acid","ZIYVHBGGAOATLY",46.26949999998,117.01894924145,"[M - H]-",0.766917901454199
"2.1","hmgu","neg","1208","vanillylmandelic acid","CGQCWMIAEPEHNQ",53.13700000002,197.044724363636,"[M - H]-",0.508302248465574
"2.1","hmgu","neg","1214","L-phenylalanine","COLNVLDHVKWLRT",57.23499999999,164.071248966916,"[M - H]-",0.13383638727245
"2.1","hmgu","neg","1219","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",60.61750000002,125.046073571314,"[M - H]-",0.52324804050904
"2.1","hmgu","neg","1231","5-aminoimidazole-4-carboxamide","DVNYTAVYBRSTGK",68.376,125.045516032423,"[M - H]-",0.577719471316124
"2.1","hmgu","neg","1242","ethylmalonic acid","UKFXDFUAPNAMPJ",74.47750000002,131.034427537552,"[M - H]-",0.649264977948477
"2.1","hmgu","neg","1245","ethylmalonic acid","UKFXDFUAPNAMPJ",76.57150000002,131.034336199126,"[M - H]-",0.648628750592747
"2.1","hmgu","neg","1313","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",118.89100000002,123.044603355633,"[M - H]-",0.340841777852451
"2.1","hmgu","neg","1314","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",119.55099999999,123.044593977328,"[M - H]-",0.55466220327932
"2.1","hmgu","neg","1316","3-hydroxybenzyl alcohol","OKVJCVWFVRATSG",120.88849999998,123.04439187339,"[M - H]-",0.667808647477875
