"mixture","lab","polarity","xcms_fts","compound","inchikey_2d","rt_sec","ionMass","adduct","cosmic"
"2.7","cembio","neg","84","LMFA01170001","KDYFGRWQOYBRFD",89.97700000002,117.019302368164,"[M - H]-",0.121596098271505
"2.7","cembio","neg","85","4-pyridoxic acid","HXACOUQIXZGNBF",90.97399999998,182.046005249023,"[M - H]-",0.368791221215957
"2.7","cembio","neg","86","6-methyladenine","CKOMXBHMKXXTNW",91.96999999998,148.062848772321,"[M - H]-",0.205200883147398
"2.7","cembio","neg","99","O-propanoyl-L-carnitine","UFAHZIUFPNSHSL",107.346,216.124099731445,"[M - H]-",0.167262831542839
"2.7","cembio","neg","100","6-methyladenine","CKOMXBHMKXXTNW",108.84,148.062848772321,"[M - H]-",0.164323318440905
"2.7","cembio","neg","104","O-propanoyl-L-carnitine","UFAHZIUFPNSHSL",114.03700000002,216.124099731445,"[M - H]-",0.322931959086036
"2.7","cembio","neg","109","Methyl 3-aminopropanoate","UZCXPYDBYUEZCV",120.729,102.05590057373,"[M - H]-",0.155527517114726
"2.7","cembio","neg","110","O-propanoyl-L-carnitine","UFAHZIUFPNSHSL",121.725,216.124099731445,"[M - H]-",0.191947042195994
"2.7","cembio","neg","111","6-methyladenine","CKOMXBHMKXXTNW",122.72200000002,148.062848772321,"[M - H]-",0.271128183953217
"2.7","cembio","neg","112","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",123.71800000002,159.066192626953,"[M - H]-",0.283583954710102
"2.7","cembio","neg","113","6-methyladenine","CKOMXBHMKXXTNW",124.71400000002,148.062848772321,"[M - H]-",0.191431730493488
"2.7","cembio","neg","122","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",135.108,159.066192626953,"[M - H]-",0.348455474139236
"2.7","cembio","neg","137","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",152.19400000002,159.066192626953,"[M - H]-",0.307788522453501
"2.7","cembio","neg","150","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",166.57300000002,159.066192626953,"[M - H]-",0.246615970854005
"2.7","cembio","neg","152","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",169.27900000002,159.066192626953,"[M - H]-",0.532550864138156
"2.7","cembio","neg","155","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",172.26799999998,159.066192626953,"[M - H]-",0.53056047955999
"2.7","cembio","neg","157","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",174.97399999998,159.066192626953,"[M - H]-",0.423228816662849
"2.7","cembio","neg","163","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX",181.665,151.039993286133,"[M - H]-",0.234194049363583
"2.7","cembio","neg","165","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",183.657,159.066192626953,"[M - H]-",0.440600428951553
"2.7","cembio","neg","167","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",186.36400000002,159.066192626953,"[M - H]-",0.432794903222418
"2.7","cembio","neg","168","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX",187.36000000002,151.039993286133,"[M - H]-",0.0584659604941737
"2.7","cembio","neg","170","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",189.35299999998,159.066192626953,"[M - H]-",0.451669184999328
"2.7","cembio","neg","172","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",192.05899999998,159.066192626953,"[M - H]-",0.500943598280222
"2.7","cembio","neg","173","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX",193.056,151.039993286133,"[M - H]-",0.0806538389509059
"2.7","cembio","neg","175","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",195.048,172.098007202148,"[M - H]-",0.732344546234905
"2.7","cembio","neg","176","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",196.04500000002,159.066192626953,"[M - H]-",0.48358533581691
"2.7","cembio","neg","179","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",199.74700000002,159.066192626953,"[M - H]-",0.306021902201184
"2.7","cembio","neg","180","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX",200.74300000002,151.039993286133,"[M - H]-",0.15103410577961
"2.7","cembio","neg","182","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",202.73599999998,172.098007202148,"[M - H]-",0.661867226008964
"2.7","cembio","neg","189","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",210.423,172.098007202148,"[M - H]-",0.469619068663535
"2.7","cembio","neg","190","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",211.42000000002,159.066192626953,"[M - H]-",0.39464086787208
"2.7","cembio","neg","195","melatonin","DRLFMBDRBRZALE",217.11799999998,231.114105224609,"[M - H]-",0.0672190611940517
"2.7","cembio","neg","196","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",218.11399999998,172.098007202148,"[M - H]-",0.39771514593519
"2.7","cembio","neg","197","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",219.10999999998,159.066192626953,"[M - H]-",0.0867469678179813
"2.7","cembio","neg","201","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX",223.809,151.039993286133,"[M - H]-",0.0890598417388052
"2.7","cembio","neg","203","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",225.80200000002,172.098007202148,"[M - H]-",0.466183093151082
"2.7","cembio","neg","212","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE",235.482,159.066192626953,"[M - H]-",0.264052796178101
"2.7","cembio","neg","219","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",243.16900000002,172.098007202148,"[M - H]-",0.41720298611539
"2.7","cembio","neg","225","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",249.85999999998,172.098007202148,"[M - H]-",0.270394768216728
"2.7","cembio","neg","228","melatonin","DRLFMBDRBRZALE",253.563,231.114105224609,"[M - H]-",0.364761924981141
"2.7","cembio","neg","230","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM",255.55600000002,172.098007202148,"[M - H]-",0.362160463613448
"2.7","cembio","neg","254","3,4,5-Trimethoxycinnamic acid","YTFVRYKNXDADBI",283.749,237.076995849609,"[M - H]-",0.729446378594603
"2.7","hmgu","neg","1205","3-hydroxypropionic acid","ALRHLSYJTWAHJZ",36.909,89.023837447643,"[M - H]-",0.353328868863479
"2.7","hmgu","neg","1217","methyl (R)-lactate","LPEKGGXMPWTOCB",45.22700000001,103.039370975044,"[M - H]-",0.188452621217296
"2.8","afekta","pos","13","2'-deoxycytidine","CKTSBUTUHBMZGZ",28.068,228.096961975098,"[M + H]+",0.966972241810885
"2.8","afekta","pos","16","3-amino-3-(4-hydroxyphenyl)propanoic acid","JYPHNHPXFNEZBR",32.36049999999,182.080474853516,"[M + H]+",0.513261697621175
"2.8","afekta","pos","17","3-amino-3-(4-hydroxyphenyl)propanoic acid","JYPHNHPXFNEZBR",33.756,182.080474853516,"[M + H]+",0.242919126076466
"2.8","afekta","neg","380","2'-deoxycytidine","CKTSBUTUHBMZGZ",30.2175,226.081298828125,"[M - H]-",0.229580374794347
"2.8","afekta","neg","399","thymidine","IQFYYKKMVGJFEH",58.16650000002,241.080871582031,"[M - H]-",0.0666058025968862
"2.8","hmgu","pos","123","cytosine","OPTASPLRGRRNAP",70.81450000002,134.029860619121,"[M + Na]+",0.0287415436285965
"2.8","hmgu","pos","312","phenyl acetate","IPBVNPXQWQGGJP",182.976,137.059169052867,"[M + H]+",0.274937437043176
"2.8","hmgu","pos","319","phenyl acetate","IPBVNPXQWQGGJP",187.90150000002,137.059144565525,"[M + H]+",0.12287003261378
"2.8","hmgu","pos","479","L-isoleucine","AGPKZVBTJJNPAG",298.464,132.101651574426,"[M + H]+",0.324062568612943
"2.8","hmgu","pos","941","phenyl acetate","IPBVNPXQWQGGJP",613.068,175.014629773766,"[M + H]+",0.0857638982383993
"2.8","hmgu","neg","1278","3-hydroxyisovaleric acid","AXFYFNCPONWUHW",95.706,117.056734470443,"[M - H]-",0.128408469179267
"2.8","hmgu","neg","1314","itaconic acid","LVHBHZANLOWSRM",116.44750000002,129.018363562319,"[M - H]-",0.279678490029803
"2.8","hmgu","neg","1478","L-isoleucine","AGPKZVBTJJNPAG",218.8845,130.086761559389,"[M - H]-",0.203244654112601
"2.8","hmgu","neg","1479","L-isoleucine","AGPKZVBTJJNPAG",219.56749999998,130.086817720367,"[M - H]-",0.241967714194542
"2.8","hmgu","neg","1480","L-isoleucine","AGPKZVBTJJNPAG",220.26500000001,130.086664169427,"[M - H]-",0.302282272240468
"2.8","hmgu","neg","1481","L-isoleucine","AGPKZVBTJJNPAG",220.956,130.086613531571,"[M - H]-",0.274115039654471
"2.9","afekta","pos","19","Gly-Pro","KZNQNBZMBZJQJO",28.45599999999,173.091720581055,"[M + H]+",0.994517028818399
"2.9","afekta","pos","22","nicotinamide","DFPAKSUCGFBDDF",31.34300000001,123.054904937744,"[M + H]+",0.808866088960709
"2.9","afekta","pos","61","N-acetyl-L-methionine","XUYPXLNMDZIRQH",132.9525,214.050201416016,"[M + Na]+",0.329595315649038
"2.9","afekta","neg","382","Gly-Pro","KZNQNBZMBZJQJO",28.5045,171.076110839844,"[M - H]-",0.746107839739899
"2.9","afekta","neg","383","Gly-Pro","KZNQNBZMBZJQJO",29.72799999999,171.076110839844,"[M - H]-",0.31795939152492
"2.9","afekta","neg","404","homogentisic acid","IGMNYECMUMZDDF",67.77399999999,167.033828735352,"[M - H]-",0.259160793220867
"2.9","afekta","neg","453","vanillin","MWOOGOJBHIARFG",212.98549999998,151.038642883301,"[M - H]-",0.0678674602727752
"2.9","afekta","neg","644","propynoic acid","UORVCLMRJXCDCP",710.0985,68.99517771403,"[M - H]-",0.146374822013175
"2.9","cembio","pos","260","agmatine","QYPPJABKJHAVHS",9.59200000002,131.129302978516,"[M + H]+",0.0296489372031123
"2.9","cembio","pos","264","thymine","RWQNBRDOKXIBIV",13.578,149.03190612793,"[M + Na]+",0.0421197883399752
"2.9","cembio","pos","268","taurine","XOAAWQZATWQOTB",17.56300000002,148.003799438477,"[M + Na]+",0.241336112161393
"2.9","cembio","pos","269","D-proline","ONIBWKKTOPOVIA",19.27300000002,116.070503234863,"[M + H]+",0.572400113385398
"2.9","cembio","pos","272","nicotinic acid","PVNIIMVLHYAWGP",22.26100000002,124.03980255127,"[M + H]+",0.541263598282262
"2.9","cembio","pos","275","agmatine","QYPPJABKJHAVHS",25.24999999998,131.129302978516,"[M + H]+",0.990498264211707
"2.9","cembio","pos","276","D-leucine","ROHFNLRQFUQHCH",26.247,132.102005004883,"[M + H]+",0.140759238959316
"2.9","cembio","pos","277","homogentisic acid","IGMNYECMUMZDDF",27.243,169.049301147461,"[M + H]+",0.185122238342198
"2.9","cembio","pos","278","(R)-noradrenaline","SFLSHLFXELFNJZ",28.239,170.080993652344,"[M + H]+",0.959896951299989
"2.9","cembio","pos","279","Gly-Pro","KZNQNBZMBZJQJO",29.23600000002,173.091995239258,"[M + H]+",0.996381763672568
"2.9","cembio","pos","287","fumaric acid","VZCYOOQTPOCHFL",37.91899999998,117.017997741699,"[M + H]+",0.838335560316448
"2.9","cembio","pos","288","nicotinamide","DFPAKSUCGFBDDF",38.916,123.055198669434,"[M + H]+",0.772639951320135
"2.9","cembio","pos","289","nicotinic acid","PVNIIMVLHYAWGP",39.912,124.03980255127,"[M + H]+",0.247023563551275
"2.9","cembio","pos","291","thymine","RWQNBRDOKXIBIV",41.90500000002,127.050300598145,"[M + H]+",0.901510157543563
"2.9","cembio","pos","292","agmatine","QYPPJABKJHAVHS",42.90100000002,131.129302978516,"[M + H]+",0.522158828400894
"2.9","cembio","pos","293","D-leucine","ROHFNLRQFUQHCH",43.89700000002,132.102005004883,"[M + H]+",0.679077170461828
"2.9","cembio","pos","296","Gly-Pro","KZNQNBZMBZJQJO",46.88599999998,173.091995239258,"[M + H]+",0.964084067776138
"2.9","cembio","pos","303","D-proline","ONIBWKKTOPOVIA",54.57400000002,116.070503234863,"[M + H]+",0.764773621739678
"2.9","cembio","pos","305","nicotinamide","DFPAKSUCGFBDDF",56.56600000002,123.055198669434,"[M + H]+",0.63138626426092
"2.9","cembio","pos","306","nicotinic acid","PVNIIMVLHYAWGP",57.56299999998,124.03980255127,"[M + H]+",0.490437579281089
"2.9","cembio","pos","308","thymine","RWQNBRDOKXIBIV",59.55499999998,127.050300598145,"[M + H]+",0.757571278744271
"2.9","cembio","pos","309","agmatine","QYPPJABKJHAVHS",60.552,131.129302978516,"[M + H]+",0.616310664400967
"2.9","cembio","pos","310","D-leucine","ROHFNLRQFUQHCH",61.548,132.102005004883,"[M + H]+",0.31827642040825
"2.9","cembio","pos","311","homogentisic acid","IGMNYECMUMZDDF",62.544,169.049301147461,"[M + H]+",0.630434812294346
"2.9","cembio","pos","312","(R)-noradrenaline","SFLSHLFXELFNJZ",63.54,170.080993652344,"[M + H]+",0.526288012207279
"2.9","cembio","pos","315","agmatine","QYPPJABKJHAVHS",66.52900000002,153.110900878906,"[M + Na]+",0.0177372499266326
"2.9","cembio","pos","320","D-proline","ONIBWKKTOPOVIA",72.22399999998,116.070503234863,"[M + H]+",0.656280774438754
"2.9","cembio","pos","322","nicotinamide","DFPAKSUCGFBDDF",74.217,123.055198669434,"[M + H]+",0.704025411148524
"2.9","cembio","pos","323","nicotinic acid","PVNIIMVLHYAWGP",75.213,124.03980255127,"[M + H]+",0.390523003597407
"2.9","cembio","pos","326","agmatine","QYPPJABKJHAVHS",78.20200000002,131.129302978516,"[M + H]+",0.885289916253077
"2.9","cembio","pos","327","D-leucine","ROHFNLRQFUQHCH",79.19899999998,132.102005004883,"[M + H]+",0.301503156661117
"2.9","cembio","pos","330","Gly-Pro","KZNQNBZMBZJQJO",82.188,173.091995239258,"[M + H]+",0.896279138264565
"2.9","cembio","pos","338","nicotinamide","DFPAKSUCGFBDDF",90.87100000002,123.055198669434,"[M + H]+",0.708996822394386
"2.9","cembio","pos","339","nicotinic acid","PVNIIMVLHYAWGP",91.86799999998,124.03980255127,"[M + H]+",0.327710551838935
"2.9","cembio","pos","340","thymine","RWQNBRDOKXIBIV",92.86399999998,127.050300598145,"[M + Na]+",0.0836325424589801
"2.9","cembio","pos","343","N-acetyl-L-methionine","XUYPXLNMDZIRQH",95.853,192.069107055664,"[M + H]+",0.0462499502947714
"2.9","cembio","pos","344","N-acetyl-L-methionine","XUYPXLNMDZIRQH",96.849,214.050903320313,"[M + H]+",0.0253302219968331
"2.9","cembio","pos","345","thymine","RWQNBRDOKXIBIV",97.84600000002,149.03190612793,"[M + Na]+",0.0812313880363018
"2.9","cembio","pos","352","N-acetyl-L-methionine","XUYPXLNMDZIRQH",105.53800000002,214.050903320313,"[M + Na]+",0.418997249098813
"2.9","cembio","pos","353","thymine","RWQNBRDOKXIBIV",106.53400000002,149.03190612793,"[M + Na]+",0.10881346503968
"2.9","cembio","pos","359","N-acetyl-L-methionine","XUYPXLNMDZIRQH",113.226,214.050903320313,"[M + Na]+",0.0371774739948061
"2.9","cembio","pos","371","N-acetyl-L-methionine","XUYPXLNMDZIRQH",126.60799999998,192.069107055664,"[M + H]+",0.980918966526459
"2.9","cembio","pos","372","N-acetyl-L-methionine","XUYPXLNMDZIRQH",127.60399999998,214.050903320313,"[M + Na]+",0.0709948533128449
"2.9","cembio","pos","378","N-acetyl-L-methionine","XUYPXLNMDZIRQH",134.295,214.050903320313,"[M + Na]+",0.177801933418715
"2.9","cembio","pos","381","N-acetyl-L-methionine","XUYPXLNMDZIRQH",137.997,192.069107055664,"[M + H]+",0.953802926093804
"2.9","cembio","pos","382","N-acetyl-L-methionine","XUYPXLNMDZIRQH",138.993,214.050903320313,"[M + Na]+",0.163339249916895
"2.9","cembio","pos","384","N-acetyl-L-methionine","XUYPXLNMDZIRQH",141.70000000002,192.069107055664,"[M + H]+",0.944816386137595
"2.9","cembio","pos","388","N-acetyl-L-methionine","XUYPXLNMDZIRQH",146.39899999998,192.069107055664,"[M + H]+",0.919890445219743
"2.9","cembio","pos","389","ritalinic acid","INGSNVSERUZOAK",147.39499999998,220.133499145508,"[M + H]+",0.132029783912475
"2.9","cembio","pos","392","N-acetyl-L-methionine","XUYPXLNMDZIRQH",151.09699999998,192.069107055664,"[M + H]+",0.835516454953543
"2.9","cembio","pos","394","N-acetyl-L-methionine","XUYPXLNMDZIRQH",153.09,214.050903320313,"[M + Na]+",0.159397043606759
"2.9","cembio","pos","399","N-acetyl-L-methionine","XUYPXLNMDZIRQH",158.784,214.050903320313,"[M + Na]+",0.0215525875304589
"2.9","cembio","pos","402","N-acetyl-L-methionine","XUYPXLNMDZIRQH",162.486,192.069107055664,"[M + H]+",0.0650142901456819
"2.9","cembio","pos","407","N-acetyl-L-methionine","XUYPXLNMDZIRQH",168.18199999998,192.069107055664,"[M + H]+",0.0336043256463959
"2.9","cembio","pos","409","N-acetyl-L-methionine","XUYPXLNMDZIRQH",170.17399999998,214.050903320313,"[M + Na]+",0.0329362574083553
"2.9","cembio","pos","413","ritalinic acid","INGSNVSERUZOAK",174.873,220.133499145508,"[M + Na]+",0.0126214950301497
"2.9","cembio","pos","419","N-acetyl-L-methionine","XUYPXLNMDZIRQH",181.56499999998,192.069107055664,"[M + H]+",0.00582043714006166
"2.9","cembio","pos","426","N-acetyl-L-methionine","XUYPXLNMDZIRQH",189.252,192.069107055664,"[M + H]+",0.0927228692457265
"2.9","cembio","pos","429","N-acetyl-L-methionine","XUYPXLNMDZIRQH",192.24100000002,214.050903320313,"[M + Na]+",0.00954325774181341
"2.9","cembio","pos","434","ritalinic acid","INGSNVSERUZOAK",197.93500000002,220.133499145508,"[M + H]+",0.997140639675949
"2.9","cembio","pos","436","N-acetyl-L-methionine","XUYPXLNMDZIRQH",199.92799999998,214.050903320313,"[M + Na]+",0.0667981608910219
"2.9","cembio","pos","440","ritalinic acid","INGSNVSERUZOAK",204.62599999998,220.133499145508,"[M + H]+",0.996711677111567
"2.9","cembio","pos","443","vanillin","MWOOGOJBHIARFG",208.32799999998,153.054794311523,"[M + H]+",0.853021473168494
"2.9","cembio","pos","445","ritalinic acid","INGSNVSERUZOAK",210.321,220.133499145508,"[M + H]+",0.997382555713307
"2.9","cembio","pos","448","vanillin","MWOOGOJBHIARFG",214.02199999998,153.054794311523,"[M + H]+",0.39568367471404
"2.9","cembio","pos","450","ritalinic acid","INGSNVSERUZOAK",216.015,220.133499145508,"[M + H]+",0.997385966777997
"2.9","cembio","pos","451","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",217.011,203.091506958008,"[M + H]+",0.0832058897599519
"2.9","cembio","pos","453","vanillin","MWOOGOJBHIARFG",219.717,153.054794311523,"[M + H]+",0.367175353636353
"2.9","cembio","pos","455","ritalinic acid","INGSNVSERUZOAK",221.71000000002,220.133499145508,"[M + H]+",0.884151190941596
"2.9","cembio","pos","458","vanillin","MWOOGOJBHIARFG",225.41200000002,153.054794311523,"[M + H]+",0.0531004119337758
"2.9","cembio","pos","460","ritalinic acid","INGSNVSERUZOAK",227.40400000002,220.133499145508,"[M + H]+",0.966359750522341
"2.9","cembio","pos","461","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",228.40099999998,203.091506958008,"[M + H]+",0.383137313416408
"2.9","cembio","pos","463","vanillin","MWOOGOJBHIARFG",231.10699999998,153.054794311523,"[M + Na]+",0.0247986111367629
"2.9","cembio","pos","465","ritalinic acid","INGSNVSERUZOAK",233.09899999998,220.133499145508,"[M + H]+",0.989318202235637
"2.9","cembio","pos","470","ritalinic acid","INGSNVSERUZOAK",238.79500000002,220.133499145508,"[M + H]+",0.892706347103136
"2.9","cembio","pos","473","vanillin","MWOOGOJBHIARFG",242.49700000002,153.054794311523,"[M + H]+",0.246294377444282
"2.9","cembio","pos","475","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",244.48999999998,203.091506958008,"[M + H]+",0.258017796236495
"2.9","cembio","pos","478","ritalinic acid","INGSNVSERUZOAK",248.19199999998,220.133499145508,"[M + H]+",0.95947485220162
"2.9","cembio","pos","479","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",249.18799999998,203.091506958008,"[M + H]+",0.130651466651233
"2.9","cembio","pos","480","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",250.185,225.073394775391,"[M + Na]+",0.0236326032962784
"2.9","cembio","pos","482","ritalinic acid","INGSNVSERUZOAK",252.88999999998,220.133499145508,"[M + H]+",0.945123280935708
"2.9","cembio","pos","485","vanillin","MWOOGOJBHIARFG",256.592015625,153.054794311523,"[M + Na]+",0.0194619865218982
"2.9","cembio","pos","486","ritalinic acid","INGSNVSERUZOAK",257.58898437498,220.133499145508,"[M + H]+",0.873855716871263
"2.9","cembio","pos","493","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",265.99000000002,203.091506958008,"[M + H]+",0.147449414082555
"2.9","cembio","pos","496","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",269.69200000002,203.091506958008,"[M + H]+",0.141408939317758
"2.9","cembio","pos","501","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",276.10000000002,203.091506958008,"[M + H]+",0.156143422902537
"2.9","cembio","pos","503","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",278.80699999998,203.091506958008,"[M + H]+",0.110091240646047
"2.9","cembio","pos","507","diethyl 2-methyl-3-oxosuccinate","OQOCQBJWOCRPQY",284.21800000002,203.091506958008,"[M + H]+",0.241205499881657
"2.9","cembio","neg","8","(R)-noradrenaline","SFLSHLFXELFNJZ",10.488,168.066802978516,"[M - H]-",0.115461357775493
"2.9","cembio","neg","19","thymine","RWQNBRDOKXIBIV",22.16200000002,125.035697937012,"[M - H]-",0.0183705432964359
"2.9","cembio","neg","22","Gly-Pro","KZNQNBZMBZJQJO",25.15099999998,171.077606201172,"[M - H]-",0.0867161383137397
"2.9","cembio","neg","23","homogentisic acid","IGMNYECMUMZDDF",26.14699999998,167.035003662109,"[M - H]-",0.336333727424022
"2.9","cembio","neg","24","dihydroorotic acid","UFIVEPVSAGBUSI",27.144,157.025497436523,"[M - H]-",0.807083865941389
"2.9","cembio","neg","25","D-proline","ONIBWKKTOPOVIA",28.14,114.05549621582,"[M - H]-",0.138441805681786
"2.9","cembio","neg","26","(R)-noradrenaline","SFLSHLFXELFNJZ",29.136,168.066802978516,"[M - H]-",0.162219514005585
"2.9","cembio","neg","27","fumaric acid","VZCYOOQTPOCHFL",30.13300000002,115.003700256348,"[M - H]-",0.186858247707168
"2.9","cembio","neg","29","nicotinic acid","PVNIIMVLHYAWGP",32.12500000002,122.024696350098,"[M - H]-",0.332516014269812
"2.9","cembio","neg","30","(S)-lactic acid","JVTAAEKCZFNVCJ",33.12100000002,89.02449798584,"[M - H]-",0.499007156839664
"2.9","cembio","neg","38","thymine","RWQNBRDOKXIBIV",41.80600000002,125.035697937012,"[M - H]-",0.243440168654687
"2.9","cembio","neg","41","Gly-Pro","KZNQNBZMBZJQJO",44.79499999998,171.077606201172,"[M - H]-",0.226561166356257
"2.9","cembio","neg","43","dihydroorotic acid","UFIVEPVSAGBUSI",46.788,157.025497436523,"[M - H]-",0.533606872412095
"2.9","cembio","neg","46","fumaric acid","VZCYOOQTPOCHFL",49.77700000002,115.003700256348,"[M - H]-",0.0986755272448011
"2.9","cembio","neg","48","nicotinic acid","PVNIIMVLHYAWGP",51.76900000002,122.024696350098,"[M - H]-",0.257382519294669
"2.9","cembio","neg","60","Gly-Pro","KZNQNBZMBZJQJO",64.43900390628,171.077606201172,"[M - H]-",0.136932463615859
"2.9","cembio","neg","61","homogentisic acid","IGMNYECMUMZDDF",65.43499609374,167.035003662109,"[M - H]-",0.407784144715061
"2.9","cembio","neg","64","(R)-noradrenaline","SFLSHLFXELFNJZ",68.424,168.066802978516,"[M - H]-",0.459886183840837
"2.9","cembio","neg","65","fumaric acid","VZCYOOQTPOCHFL",69.42,115.003700256348,"[M - H]-",0.242474635085236
"2.9","cembio","neg","67","nicotinic acid","PVNIIMVLHYAWGP",71.41300000002,122.024696350098,"[M - H]-",0.129680915604955
"2.9","cembio","neg","68","(S)-lactic acid","JVTAAEKCZFNVCJ",72.40900000002,89.02449798584,"[M - H]-",0.705861078181318
"2.9","cembio","neg","76","N-acetyl-L-methionine","XUYPXLNMDZIRQH",81.09400000002,190.054397583008,"[M - H]-",0.204389805771241
"2.9","cembio","neg","80","Gly-Pro","KZNQNBZMBZJQJO",85.07899999998,171.077606201172,"[M - H]-",0.0687123047653527
"2.9","cembio","neg","85","fumaric acid","VZCYOOQTPOCHFL",90.06,115.003700256348,"[M - H]-",0.0638494824643251
"2.9","cembio","neg","96","fumaric acid","VZCYOOQTPOCHFL",101.02000000002,115.003700256348,"[M - H]-",0.234129294318548
"2.9","cembio","neg","97","N-acetyl-L-methionine","XUYPXLNMDZIRQH",102.73000000002,190.054397583008,"[M - H]-",0.102300794970088
"2.9","cembio","neg","99","homogentisic acid","IGMNYECMUMZDDF",104.72200000002,167.035003662109,"[M - H]-",0.383102325224882
"2.9","cembio","neg","104","N-acetyl-L-methionine","XUYPXLNMDZIRQH",110.41699999998,190.054397583008,"[M - H]-",0.188282398502724
"2.9","cembio","neg","106","homogentisic acid","IGMNYECMUMZDDF",112.41,167.035003662109,"[M - H]-",0.325352871571792
"2.9","cembio","neg","112","N-acetyl-L-methionine","XUYPXLNMDZIRQH",119.10100000002,190.054397583008,"[M - H]-",0.912256654887467
"2.9","cembio","neg","114","homogentisic acid","IGMNYECMUMZDDF",121.09399999998,167.035003662109,"[M - H]-",0.503998496749674
"2.9","cembio","neg","122","N-acetyl-L-methionine","XUYPXLNMDZIRQH",129.77800000002,190.054397583008,"[M - H]-",0.887803244515307
"2.9","cembio","neg","124","D-leucine","ROHFNLRQFUQHCH",131.77099999998,130.087005615234,"[M - H]-",0.285410251904797
"2.9","cembio","neg","129","N-acetyl-L-methionine","XUYPXLNMDZIRQH",137.466,190.054397583008,"[M - H]-",0.835932465055971
"2.9","cembio","neg","138","N-acetyl-L-methionine","XUYPXLNMDZIRQH",147.14599999998,190.054397583008,"[M - H]-",0.829319228420214
"2.9","cembio","neg","147","N-acetyl-L-methionine","XUYPXLNMDZIRQH",156.82600000002,190.054397583008,"[M - H]-",0.721684513579412
"2.9","cembio","neg","149","D-leucine","ROHFNLRQFUQHCH",158.81899999998,130.087005615234,"[M - H]-",0.374473130297386
"2.9","cembio","neg","156","N-acetyl-L-methionine","XUYPXLNMDZIRQH",166.506,190.054397583008,"[M - H]-",0.787548384001658
"2.9","cembio","neg","164","N-acetyl-L-methionine","XUYPXLNMDZIRQH",175.18999999998,190.054397583008,"[M - H]-",0.419330021073547
"2.9","cembio","neg","165","D-leucine","ROHFNLRQFUQHCH",176.187,130.087005615234,"[M - H]-",0.381526399969545
"2.9","cembio","neg","172","N-acetyl-L-methionine","XUYPXLNMDZIRQH",183.87400000002,190.054397583008,"[M - H]-",0.793326640962345
"2.9","cembio","neg","174","ritalinic acid","INGSNVSERUZOAK",185.86600000002,218.118804931641,"[M - H]-",0.0192593866077413
"2.9","cembio","neg","180","D-leucine","ROHFNLRQFUQHCH",192.558,130.087005615234,"[M - H]-",0.28837859090783
"2.9","cembio","neg","181","ritalinic acid","INGSNVSERUZOAK",193.554,218.118804931641,"[M - H]-",0.972518902216714
"2.9","cembio","neg","192","D-leucine","ROHFNLRQFUQHCH",205.93999999998,130.087005615234,"[M - H]-",0.185882333812708
"2.9","cembio","neg","198","D-leucine","ROHFNLRQFUQHCH",212.631,130.087005615234,"[M - H]-",0.150969533328494
"2.9","cembio","neg","229","D-leucine","ROHFNLRQFUQHCH",247.79599999998,130.087005615234,"[M - H]-",0.231316750360543
