"sample","consensus_id","chrom_peak_id_afekta","chrom_peak_id_icl","chrom_peak_id_cembio","chrom_peak_id_hmgu","idx_afekta","idx_hmgu","idx_icl","idx_cembio","n_labs_matched","afekta_detected","hmgu_detected","icl_detected","cembio_detected"
17,207137,"CP314567","CP356859","CP116556","CP069136","CP314567","CP069136","CP356859","CP116556",4,TRUE,TRUE,TRUE,TRUE
17,207211,"CP314752","CP356684","CP116557","CP069070","CP314752","CP069070","CP356684","CP116557",4,TRUE,TRUE,TRUE,TRUE
17,207223,"CP314809","CP356685","CP116579","CP069097","CP314809","CP069097","CP356685","CP116579",4,TRUE,TRUE,TRUE,TRUE
17,207236,"CP314786","CP356732","CP116580","CP069098","CP314786","CP069098","CP356732","CP116580",4,TRUE,TRUE,TRUE,TRUE
17,207274,"CP314753","CP356733","CP116581","CP069100","CP314753","CP069100","CP356733","CP116581",4,TRUE,TRUE,TRUE,TRUE
17,207292,"CP314754","CP356734","CP116558","CP069102","CP314754","CP069102","CP356734","CP116558",4,TRUE,TRUE,TRUE,TRUE
17,207308,"CP314755","CP356686","CP116559","CP069103","CP314755","CP069103","CP356686","CP116559",4,TRUE,TRUE,TRUE,TRUE
17,207322,"CP314756","CP356687","CP116560","CP069104","CP314756","CP069104","CP356687","CP116560",4,TRUE,TRUE,TRUE,TRUE
17,207342,"CP314679","CP356818","CP116561","CP069138","CP314679","CP069138","CP356818","CP116561",4,TRUE,TRUE,TRUE,TRUE
17,207371,"CP314681","CP356688","CP116530","CP069105","CP314681","CP069105","CP356688","CP116530",4,TRUE,TRUE,TRUE,TRUE
17,207571,"CP314687","CP356738","CP116565","CP069112","CP314687","CP069112","CP356738","CP116565",4,TRUE,TRUE,TRUE,TRUE
17,207586,"CP314688","CP355859","CP116533","CP069073","CP314688","CP069073","CP355859","CP116533",4,TRUE,TRUE,TRUE,TRUE
18,218860,"CP337212","CP379897","CP125239","CP073895","CP337212","CP073895","CP379897","CP125239",4,TRUE,TRUE,TRUE,TRUE
18,222882,"CP336941","CP379536","CP125240","CP073923","CP336941","CP073923","CP379536","CP125240",4,TRUE,TRUE,TRUE,TRUE
18,223326,"CP329277","CP371842","CP122248","CP071827","CP329277","CP071827","CP371842","CP122248",4,TRUE,TRUE,TRUE,TRUE
18,223727,"CP325979","CP369752","CP121297","CP071430","CP325979","CP071430","CP369752","CP121297",4,TRUE,TRUE,TRUE,TRUE
18,223838,"CP338175","CP379975","CP125274","CP073896","CP338175","CP073896","CP379975","CP125274",4,TRUE,TRUE,TRUE,TRUE
18,225226,"CP329047","CP371904","CP121843","CP071804","CP329047","CP071804","CP371904","CP121843",4,TRUE,TRUE,TRUE,TRUE
18,225526,"CP329235","CP371843","CP122199","CP071844","CP329235","CP071844","CP371843","CP122199",4,TRUE,TRUE,TRUE,TRUE
18,225693,"CP329212","CP371830","CP122173","CP071828","CP329212","CP071828","CP371830","CP122173",4,TRUE,TRUE,TRUE,TRUE
18,226426,"CP336595","CP379371","CP125169","CP073899","CP336595","CP073899","CP379371","CP125169",4,TRUE,TRUE,TRUE,TRUE
18,228149,"CP336943","CP379978","CP125213","CP073956","CP336943","CP073956","CP379978","CP125213",4,TRUE,TRUE,TRUE,TRUE
18,228570,"CP329339","CP372906","CP121860","CP071829","CP329339","CP071829","CP372906","CP121860",4,TRUE,TRUE,TRUE,TRUE
18,229072,"CP341024","CP374270","CP122266","CP071838","CP341024","CP071838","CP374270","CP122266",4,TRUE,TRUE,TRUE,TRUE
18,234382,"CP338790","CP382486","CP125262","CP073927","CP338790","CP073927","CP382486","CP125262",4,TRUE,TRUE,TRUE,TRUE
18,235960,"CP337015","CP380903","CP125141","CP073902","CP337015","CP073902","CP380903","CP125141",4,TRUE,TRUE,TRUE,TRUE
18,238193,"CP328565","CP375946","CP121844","CP071817","CP328565","CP071817","CP375946","CP121844",4,TRUE,TRUE,TRUE,TRUE
18,238226,"CP336992","CP379707","CP125199","CP073930","CP336992","CP073930","CP379707","CP125199",4,TRUE,TRUE,TRUE,TRUE
18,238437,"CP329050","CP371632","CP121862","CP071818","CP329050","CP071818","CP371632","CP121862",4,TRUE,TRUE,TRUE,TRUE
18,241609,"CP329220","CP371833","CP122123","CP071839","CP329220","CP071839","CP371833","CP122123",4,TRUE,TRUE,TRUE,TRUE
18,241635,"CP329200","CP375958","CP121878","CP071845","CP329200","CP071845","CP375958","CP121878",4,TRUE,TRUE,TRUE,TRUE
18,241668,"CP329213","CP371818","CP122264","CP071831","CP329213","CP071831","CP371818","CP122264",4,TRUE,TRUE,TRUE,TRUE
18,241669,"CP326398","CP369948","CP121364","CP071445","CP326398","CP071445","CP369948","CP121364",4,TRUE,TRUE,TRUE,TRUE
18,241851,"CP336793","CP382353","CP125116","CP073906","CP336793","CP073906","CP382353","CP125116",4,TRUE,TRUE,TRUE,TRUE
18,241931,"CP337018","CP379520","CP125245","CP073959","CP337018","CP073959","CP379520","CP125245",4,TRUE,TRUE,TRUE,TRUE
18,241966,"CP329221","CP381002","CP122278","CP071852","CP329221","CP071852","CP381002","CP122278",4,TRUE,TRUE,TRUE,TRUE
18,241980,"CP339983","CP383115","CP126733","CP071915","CP339983","CP071915","CP383115","CP126733",4,TRUE,TRUE,TRUE,TRUE
18,241999,"CP329409","CP374304","CP122352","CP071857","CP329409","CP071857","CP374304","CP122352",4,TRUE,TRUE,TRUE,TRUE
18,242042,"CP332543","CP374305","CP122517","CP071855","CP332543","CP071855","CP374305","CP122517",4,TRUE,TRUE,TRUE,TRUE
18,242090,"CP331069","CP371872","CP122250","CP071820","CP331069","CP071820","CP371872","CP122250",4,TRUE,TRUE,TRUE,TRUE
18,242091,"CP327609","CP368661","CP121750","CP071448","CP327609","CP071448","CP368661","CP121750",4,TRUE,TRUE,TRUE,TRUE
18,242158,"CP337308","CP382537","CP125347","CP074131","CP337308","CP074131","CP382537","CP125347",4,TRUE,TRUE,TRUE,TRUE
18,242178,"CP333980","CP375970","CP123887","CP073074","CP333980","CP073074","CP375970","CP123887",4,TRUE,TRUE,TRUE,TRUE
18,242227,"CP337186","CP381011","CP125264","CP073976","CP337186","CP073976","CP381011","CP125264",4,TRUE,TRUE,TRUE,TRUE
18,242380,"CP329129","CP374325","CP121847","CP071846","CP329129","CP071846","CP374325","CP121847",4,TRUE,TRUE,TRUE,TRUE
18,242441,"CP325610","CP367345","CP121153","CP071373","CP325610","CP071373","CP367345","CP121153",4,TRUE,TRUE,TRUE,TRUE
18,242530,"CP329594","CP374121","CP122409","CP071858","CP329594","CP071858","CP374121","CP122409",4,TRUE,TRUE,TRUE,TRUE
18,242614,"CP329203","CP371570","CP122202","CP071809","CP329203","CP071809","CP371570","CP122202",4,TRUE,TRUE,TRUE,TRUE
18,242724,"CP336950","CP380067","CP125221","CP073938","CP336950","CP073938","CP380067","CP125221",4,TRUE,TRUE,TRUE,TRUE
18,243051,"CP336996","CP381147","CP125177","CP073909","CP336996","CP073909","CP381147","CP125177",4,TRUE,TRUE,TRUE,TRUE
18,243122,"CP337277","CP381166","CP125246","CP073978","CP337277","CP073978","CP381166","CP125246",4,TRUE,TRUE,TRUE,TRUE
18,243198,"CP325878","CP375991","CP121382","CP071440","CP325878","CP071440","CP375991","CP121382",4,TRUE,TRUE,TRUE,TRUE
18,243230,"CP329081","CP373002","CP121865","CP071841","CP329081","CP071841","CP373002","CP121865",4,TRUE,TRUE,TRUE,TRUE
18,243273,"CP329137","CP374350","CP121848","CP071842","CP329137","CP071842","CP374350","CP121848",4,TRUE,TRUE,TRUE,TRUE
18,243287,"CP332350","CP374352","CP123250","CP072306","CP332350","CP072306","CP374352","CP123250",4,TRUE,TRUE,TRUE,TRUE
18,243289,"CP329365","CP374349","CP122360","CP071861","CP329365","CP071861","CP374349","CP122360",4,TRUE,TRUE,TRUE,TRUE
18,243312,"CP325980","CP369882","CP121300","CP071449","CP325980","CP071449","CP369882","CP121300",4,TRUE,TRUE,TRUE,TRUE
18,243365,"CP336952","CP380071","CP125223","CP073939","CP336952","CP073939","CP380071","CP125223",4,TRUE,TRUE,TRUE,TRUE
18,243447,"CP337045","CP381196","CP125202","CP073964","CP337045","CP073964","CP381196","CP125202",4,TRUE,TRUE,TRUE,TRUE
18,243628,"CP337071","CP381201","CP125224","CP073965","CP337071","CP073965","CP381201","CP125224",4,TRUE,TRUE,TRUE,TRUE
18,243638,"CP331229","CP374360","CP123173","CP072308","CP331229","CP072308","CP374360","CP123173",4,TRUE,TRUE,TRUE,TRUE
18,243921,"CP325388","CP367183","CP121000","CP071366","CP325388","CP071366","CP367183","CP121000",4,TRUE,TRUE,TRUE,TRUE
18,243975,"CP326006","CP369981","CP122274","CP071461","CP326006","CP071461","CP369981","CP122274",4,TRUE,TRUE,TRUE,TRUE
18,244016,"CP329230","CP374388","CP121883","CP071853","CP329230","CP071853","CP374388","CP121883",4,TRUE,TRUE,TRUE,TRUE
18,244017,"CP326226","CP369982","CP121383","CP071441","CP326226","CP071441","CP369982","CP121383",4,TRUE,TRUE,TRUE,TRUE
18,244028,"CP336954","CP380446","CP125247","CP073967","CP336954","CP073967","CP380446","CP125247",4,TRUE,TRUE,TRUE,TRUE
18,244063,"CP328834","CP371599","CP121840","CP071824","CP328834","CP071824","CP371599","CP121840",4,TRUE,TRUE,TRUE,TRUE
18,244116,"CP336884","CP380549","CP125181","CP073941","CP336884","CP073941","CP380549","CP125181",4,TRUE,TRUE,TRUE,TRUE
18,244298,"CP337050","CP381282","CP125248","CP073943","CP337050","CP073943","CP381282","CP125248",4,TRUE,TRUE,TRUE,TRUE
18,244457,"CP332332","CP374392","CP123175","CP072409","CP332332","CP072409","CP374392","CP123175",4,TRUE,TRUE,TRUE,TRUE
18,244532,"CP327785","CP374401","CP122203","CP071744","CP327785","CP071744","CP374401","CP122203",4,TRUE,TRUE,TRUE,TRUE
18,244596,"CP329174","CP374407","CP121841","CP071833","CP329174","CP071833","CP374407","CP121841",4,TRUE,TRUE,TRUE,TRUE
18,244601,"CP325515","CP369988","CP121060","CP071375","CP325515","CP071375","CP369988","CP121060",4,TRUE,TRUE,TRUE,TRUE
18,244665,"CP336955","CP380554","CP126009","CP073980","CP336955","CP073980","CP380554","CP126009",4,TRUE,TRUE,TRUE,TRUE
18,244823,"CP330584","CP382716","CP122850","CP072124","CP330584","CP072124","CP382716","CP122850",4,TRUE,TRUE,TRUE,TRUE
18,244842,"CP337000","CP382713","CP125148","CP073947","CP337000","CP073947","CP382713","CP125148",4,TRUE,TRUE,TRUE,TRUE
18,244854,"CP337088","CP382732","CP126137","CP073981","CP337088","CP073981","CP382732","CP126137",4,TRUE,TRUE,TRUE,TRUE
18,245031,"CP331061","CP374869","CP123253","CP072283","CP331061","CP072283","CP374869","CP123253",4,TRUE,TRUE,TRUE,TRUE
18,245043,"CP335440","CP378711","CP124437","CP073461","CP335440","CP073461","CP378711","CP124437",4,TRUE,TRUE,TRUE,TRUE
18,245147,"CP332688","CP377643","CP123572","CP072618","CP332688","CP072618","CP377643","CP123572",4,TRUE,TRUE,TRUE,TRUE
18,245149,"CP332357","CP374415","CP123265","CP072412","CP332357","CP072412","CP374415","CP123265",4,TRUE,TRUE,TRUE,TRUE
18,245300,"CP330927","CP372937","CP122721","CP071997","CP330927","CP071997","CP372937","CP122721",4,TRUE,TRUE,TRUE,TRUE
18,245308,"CP323827","CP366433","CP120203","CP071112","CP323827","CP071112","CP366433","CP120203",4,TRUE,TRUE,TRUE,TRUE
18,245373,"CP332858","CP375300","CP123546","CP072706","CP332858","CP072706","CP375300","CP123546",4,TRUE,TRUE,TRUE,TRUE
18,245431,"CP332689","CP374949","CP123537","CP072610","CP332689","CP072610","CP374949","CP123537",4,TRUE,TRUE,TRUE,TRUE
18,245472,"CP332643","CP374945","CP123506","CP072604","CP332643","CP072604","CP374945","CP123506",4,TRUE,TRUE,TRUE,TRUE
18,245538,"CP336958","CP381327","CP125184","CP073970","CP336958","CP073970","CP381327","CP125184",4,TRUE,TRUE,TRUE,TRUE
18,245704,"CP329579","CP374878","CP122492","CP071909","CP329579","CP071909","CP374878","CP122492",4,TRUE,TRUE,TRUE,TRUE
18,245795,"CP332351","CP374437","CP123177","CP072448","CP332351","CP072448","CP374437","CP123177",4,TRUE,TRUE,TRUE,TRUE
18,246055,"CP336959","CP380598","CP125185","CP073950","CP336959","CP073950","CP380598","CP125185",4,TRUE,TRUE,TRUE,TRUE
18,246184,"CP328257","CP371655","CP122205","CP071749","CP328257","CP071749","CP371655","CP122205",4,TRUE,TRUE,TRUE,TRUE
18,246210,"CP331769","CP374221","CP123052","CP072315","CP331769","CP072315","CP374221","CP123052",4,TRUE,TRUE,TRUE,TRUE
18,246361,"CP332310","CP374448","CP123269","CP072316","CP332310","CP072316","CP374448","CP123269",4,TRUE,TRUE,TRUE,TRUE
18,246399,"CP328258","CP371433","CP122206","CP071751","CP328258","CP071751","CP371433","CP122206",4,TRUE,TRUE,TRUE,TRUE
18,246543,"CP332644","CP376058","CP123476","CP072619","CP332644","CP072619","CP376058","CP123476",4,TRUE,TRUE,TRUE,TRUE
18,246773,"CP333973","CP376062","CP123856","CP073084","CP333973","CP073084","CP376062","CP123856",4,TRUE,TRUE,TRUE,TRUE
18,246835,"CP325805","CP370023","CP121256","CP071399","CP325805","CP071399","CP370023","CP121256",4,TRUE,TRUE,TRUE,TRUE
18,246967,"CP336155","CP382601","CP124891","CP073710","CP336155","CP073710","CP382601","CP124891",4,TRUE,TRUE,TRUE,TRUE
18,246983,"CP328373","CP371807","CP122255","CP071753","CP328373","CP071753","CP371807","CP122255",4,TRUE,TRUE,TRUE,TRUE
18,247033,"CP328359","CP377657","CP122208","CP071789","CP328359","CP071789","CP377657","CP122208",4,TRUE,TRUE,TRUE,TRUE
18,247182,"CP335989","CP380454","CP124766","CP073656","CP335989","CP073656","CP380454","CP124766",4,TRUE,TRUE,TRUE,TRUE
18,247242,"CP325864","CP370042","CP121348","CP071438","CP325864","CP071438","CP370042","CP121348",4,TRUE,TRUE,TRUE,TRUE
18,247262,"CP334208","CP376536","CP123981","CP073145","CP334208","CP073145","CP376536","CP123981",4,TRUE,TRUE,TRUE,TRUE
18,247271,"CP337387","CP382333","CP125277","CP074074","CP337387","CP074074","CP382333","CP125277",4,TRUE,TRUE,TRUE,TRUE
18,247311,"CP337062","CP380519","CP125268","CP073987","CP337062","CP073987","CP380519","CP125268",4,TRUE,TRUE,TRUE,TRUE
18,247476,"CP332334","CP382657","CP123304","CP072477","CP332334","CP072477","CP382657","CP123304",4,TRUE,TRUE,TRUE,TRUE
18,247486,"CP337073","CP382656","CP124903","CP073713","CP337073","CP073713","CP382656","CP124903",4,TRUE,TRUE,TRUE,TRUE
18,247488,"CP337074","CP382662","CP125078","CP073831","CP337074","CP073831","CP382662","CP125078",4,TRUE,TRUE,TRUE,TRUE
18,247532,"CP336511","CP380177","CP125045","CP073808","CP336511","CP073808","CP380177","CP125045",4,TRUE,TRUE,TRUE,TRUE
18,247675,"CP332123","CP374465","CP123232","CP072415","CP332123","CP072415","CP374465","CP123232",4,TRUE,TRUE,TRUE,TRUE
18,247693,"CP328304","CP371907","CP122279","CP071755","CP328304","CP071755","CP371907","CP122279",4,TRUE,TRUE,TRUE,TRUE
18,247908,"CP334016","CP376083","CP123916","CP073106","CP334016","CP073106","CP376083","CP123916",4,TRUE,TRUE,TRUE,TRUE
18,247944,"CP338059","CP381375","CP125686","CP074368","CP338059","CP074368","CP381375","CP125686",4,TRUE,TRUE,TRUE,TRUE
18,248015,"CP338452","CP381398","CP124938","CP073736","CP338452","CP073736","CP381398","CP124938",4,TRUE,TRUE,TRUE,TRUE
18,248075,"CP337558","CP380580","CP125402","CP073982","CP337558","CP073982","CP380580","CP125402",4,TRUE,TRUE,TRUE,TRUE
18,248147,"CP340123","CP382304","CP125443","CP074153","CP340123","CP074153","CP382304","CP125443",4,TRUE,TRUE,TRUE,TRUE
18,248209,"CP338177","CP380732","CP125307","CP074021","CP338177","CP074021","CP380732","CP125307",4,TRUE,TRUE,TRUE,TRUE
18,248278,"CP335664","CP382050","CP124701","CP073620","CP335664","CP073620","CP382050","CP124701",4,TRUE,TRUE,TRUE,TRUE
18,248369,"CP334513","CP377211","CP124017","CP073199","CP334513","CP073199","CP377211","CP124017",4,TRUE,TRUE,TRUE,TRUE
18,248406,"CP332283","CP374467","CP123057","CP072321","CP332283","CP072321","CP374467","CP123057",4,TRUE,TRUE,TRUE,TRUE
18,248426,"CP334514","CP376983","CP124048","CP073200","CP334514","CP073200","CP376983","CP124048",4,TRUE,TRUE,TRUE,TRUE
18,248694,"CP335936","CP380667","CP124742","CP073650","CP335936","CP073650","CP380667","CP124742",4,TRUE,TRUE,TRUE,TRUE
18,248730,"CP337281","CP380106","CP125350","CP074023","CP337281","CP074023","CP380106","CP125350",4,TRUE,TRUE,TRUE,TRUE
18,248764,"CP338146","CP378787","CP124579","CP073511","CP338146","CP073511","CP378787","CP124579",4,TRUE,TRUE,TRUE,TRUE
18,248768,"CP338153","CP374480","CP121386","CP071443","CP338153","CP071443","CP374480","CP121386",4,TRUE,TRUE,TRUE,TRUE
18,248785,"CP334142","CP377681","CP123909","CP073141","CP334142","CP073141","CP377681","CP123909",4,TRUE,TRUE,TRUE,TRUE
18,248837,"CP336194","CP378363","CP124828","CP073724","CP336194","CP073724","CP378363","CP124828",4,TRUE,TRUE,TRUE,TRUE
18,248857,"CP334061","CP376096","CP123899","CP073090","CP334061","CP073090","CP376096","CP123899",4,TRUE,TRUE,TRUE,TRUE
18,249110,"CP333442","CP380399","CP123670","CP072790","CP333442","CP072790","CP380399","CP123670",4,TRUE,TRUE,TRUE,TRUE
18,249128,"CP333637","CP375787","CP123714","CP072909","CP333637","CP072909","CP375787","CP123714",4,TRUE,TRUE,TRUE,TRUE
18,217837,"CP333639","CP376100","CP123805","CP073018","CP333639","CP073018","CP376100","CP123805",4,TRUE,TRUE,TRUE,TRUE
18,218012,"CP330934","CP374487","CP122612","CP072090","CP330934","CP072090","CP374487","CP122612",4,TRUE,TRUE,TRUE,TRUE
18,218057,"CP336221","CP378418","CP124820","CP073648","CP336221","CP073648","CP378418","CP124820",4,TRUE,TRUE,TRUE,TRUE
18,218093,"CP341344","CP383309","CP127037","CP074689","CP341344","CP074689","CP383309","CP127037",4,TRUE,TRUE,TRUE,TRUE
18,218095,"CP329257","CP377692","CP122350","CP071874","CP329257","CP071874","CP377692","CP122350",4,TRUE,TRUE,TRUE,TRUE
18,218109,"CP337444","CP383311","CP125412","CP073719","CP337444","CP073719","CP383311","CP125412",4,TRUE,TRUE,TRUE,TRUE
18,218144,"CP326016","CP369699","CP121308","CP071450","CP326016","CP071450","CP369699","CP121308",4,TRUE,TRUE,TRUE,TRUE
18,218217,"CP335527","CP377700","CP124376","CP073453","CP335527","CP073453","CP377700","CP124376",4,TRUE,TRUE,TRUE,TRUE
18,218295,"CP335626","CP377991","CP124329","CP073448","CP335626","CP073448","CP377991","CP124329",4,TRUE,TRUE,TRUE,TRUE
18,218296,"CP329611","CP370208","CP121816","CP071471","CP329611","CP071471","CP370208","CP121816",4,TRUE,TRUE,TRUE,TRUE
18,218359,"CP326237","CP370074","CP121330","CP071447","CP326237","CP071447","CP370074","CP121330",4,TRUE,TRUE,TRUE,TRUE
18,218496,"CP332234","CP374123","CP123060","CP072324","CP332234","CP072324","CP374123","CP123060",4,TRUE,TRUE,TRUE,TRUE
18,218530,"CP335375","CP378800","CP124517","CP073506","CP335375","CP073506","CP378800","CP124517",4,TRUE,TRUE,TRUE,TRUE
18,218597,"CP333730","CP377361","CP123818","CP072992","CP333730","CP072992","CP377361","CP123818",4,TRUE,TRUE,TRUE,TRUE
18,218789,"CP340518","CP382779","CP126591","CP074691","CP340518","CP074691","CP382779","CP126591",4,TRUE,TRUE,TRUE,TRUE
18,218794,"CP332406","CP382796","CP122924","CP071905","CP332406","CP071905","CP382796","CP122924",4,TRUE,TRUE,TRUE,TRUE
18,218803,"CP335807","CP382784","CP124801","CP073662","CP335807","CP073662","CP382784","CP124801",4,TRUE,TRUE,TRUE,TRUE
18,218864,"CP331114","CP374514","CP122568","CP071868","CP331114","CP071868","CP374514","CP122568",4,TRUE,TRUE,TRUE,TRUE
18,218914,"CP333947","CP383045","CP123671","CP072977","CP333947","CP072977","CP383045","CP123671",4,TRUE,TRUE,TRUE,TRUE
18,218920,"CP325535","CP383070","CP121192","CP071401","CP325535","CP071401","CP383070","CP121192",4,TRUE,TRUE,TRUE,TRUE
18,218968,"CP325497","CP367354","CP121091","CP071383","CP325497","CP071383","CP367354","CP121091",4,TRUE,TRUE,TRUE,TRUE
18,219028,"CP329507","CP374516","CP122294","CP071860","CP329507","CP071860","CP374516","CP122294",4,TRUE,TRUE,TRUE,TRUE
18,219030,"CP334985","CP377733","CP124310","CP073365","CP334985","CP073365","CP377733","CP124310",4,TRUE,TRUE,TRUE,TRUE
18,219032,"CP335578","CP378807","CP124696","CP073561","CP335578","CP073561","CP378807","CP124696",4,TRUE,TRUE,TRUE,TRUE
18,219071,"CP329208","CP371778","CP122184","CP071837","CP329208","CP071837","CP371778","CP122184",4,TRUE,TRUE,TRUE,TRUE
18,219168,"CP333948","CP376390","CP123862","CP073040","CP333948","CP073040","CP376390","CP123862",4,TRUE,TRUE,TRUE,TRUE
18,219225,"CP330972","CP374517","CP122855","CP072110","CP330972","CP072110","CP374517","CP122855",4,TRUE,TRUE,TRUE,TRUE
18,219245,"CP328201","CP370632","CP122152","CP071757","CP328201","CP071757","CP370632","CP122152",4,TRUE,TRUE,TRUE,TRUE
18,219273,"CP339719","CP382365","CP126958","CP074752","CP339719","CP074752","CP382365","CP126958",4,TRUE,TRUE,TRUE,TRUE
18,219412,"CP333787","CP377740","CP123778","CP072993","CP333787","CP072993","CP377740","CP123778",4,TRUE,TRUE,TRUE,TRUE
18,219457,"CP333076","CP375846","CP123674","CP072914","CP333076","CP072914","CP375846","CP123674",4,TRUE,TRUE,TRUE,TRUE
18,219458,"CP336765","CP380299","CP125204","CP073920","CP336765","CP073920","CP380299","CP125204",4,TRUE,TRUE,TRUE,TRUE
18,219588,"CP332756","CP375343","CP123560","CP072705","CP332756","CP072705","CP375343","CP123560",4,TRUE,TRUE,TRUE,TRUE
18,219657,"CP329622","CP372656","CP122536","CP071970","CP329622","CP071970","CP372656","CP122536",4,TRUE,TRUE,TRUE,TRUE
18,219717,"CP325704","CP367229","CP121175","CP071377","CP325704","CP071377","CP367229","CP121175",4,TRUE,TRUE,TRUE,TRUE
18,219840,"CP333789","CP376145","CP123779","CP072981","CP333789","CP072981","CP376145","CP123779",4,TRUE,TRUE,TRUE,TRUE
18,220091,"CP332321","CP376155","CP123184","CP072480","CP332321","CP072480","CP376155","CP123184",4,TRUE,TRUE,TRUE,TRUE
18,220157,"CP331078","CP374529","CP122916","CP072136","CP331078","CP072136","CP374529","CP122916",4,TRUE,TRUE,TRUE,TRUE
18,220225,"CP332914","CP377750","CP123626","CP072741","CP332914","CP072741","CP377750","CP123626",4,TRUE,TRUE,TRUE,TRUE
18,220226,"CP332549","CP374534","CP123416","CP072551","CP332549","CP072551","CP374534","CP123416",4,TRUE,TRUE,TRUE,TRUE
18,220280,"CP332434","CP374536","CP123308","CP072501","CP332434","CP072501","CP374536","CP123308",4,TRUE,TRUE,TRUE,TRUE
18,220340,"CP332360","CP378857","CP123309","CP072462","CP332360","CP072462","CP378857","CP123309",4,TRUE,TRUE,TRUE,TRUE
18,220389,"CP332239","CP374152","CP123255","CP072419","CP332239","CP072419","CP374152","CP123255",4,TRUE,TRUE,TRUE,TRUE
18,220522,"CP335644","CP378864","CP126206","CP073409","CP335644","CP073409","CP378864","CP126206",4,TRUE,TRUE,TRUE,TRUE
18,220736,"CP325596","CP373043","CP121141","CP071384","CP325596","CP071384","CP373043","CP121141",4,TRUE,TRUE,TRUE,TRUE
18,220744,"CP336157","CP382863","CP124898","CP073679","CP336157","CP073679","CP382863","CP124898",4,TRUE,TRUE,TRUE,TRUE
18,220745,"CP337873","CP382861","CP125440","CP074078","CP337873","CP074078","CP382861","CP125440",4,TRUE,TRUE,TRUE,TRUE
18,220750,"CP332924","CP376170","CP123612","CP072730","CP332924","CP072730","CP376170","CP123612",4,TRUE,TRUE,TRUE,TRUE
18,220785,"CP337403","CP381475","CP125431","CP074054","CP337403","CP074054","CP381475","CP125431",4,TRUE,TRUE,TRUE,TRUE
18,220952,"CP332337","CP374548","CP123393","CP072420","CP332337","CP072420","CP374548","CP123393",4,TRUE,TRUE,TRUE,TRUE
18,221002,"CP331837","CP374247","CP123186","CP072142","CP331837","CP072142","CP374247","CP123186",4,TRUE,TRUE,TRUE,TRUE
18,221056,"CP331046","CP374553","CP122917","CP072111","CP331046","CP072111","CP374553","CP122917",4,TRUE,TRUE,TRUE,TRUE
18,221146,"CP337098","CP381490","CP125088","CP073832","CP337098","CP073832","CP381490","CP125088",4,TRUE,TRUE,TRUE,TRUE
18,221218,"CP332647","CP376182","CP123411","CP072552","CP332647","CP072552","CP376182","CP123411",4,TRUE,TRUE,TRUE,TRUE
18,221308,"CP337892","CP380339","CP125637","CP074295","CP337892","CP074295","CP380339","CP125637",4,TRUE,TRUE,TRUE,TRUE
18,221321,"CP333991","CP375874","CP123848","CP072997","CP333991","CP072997","CP375874","CP123848",4,TRUE,TRUE,TRUE,TRUE
18,221455,"CP333828","CP376200","CP123820","CP072985","CP333828","CP072985","CP376200","CP123820",4,TRUE,TRUE,TRUE,TRUE
18,221585,"CP334278","CP380494","CP124013","CP073164","CP334278","CP073164","CP380494","CP124013",4,TRUE,TRUE,TRUE,TRUE
18,221586,"CP335515","CP380490","CP124645","CP073557","CP335515","CP073557","CP380490","CP124645",4,TRUE,TRUE,TRUE,TRUE
18,221632,"CP335516","CP377992","CP124664","CP073528","CP335516","CP073528","CP377992","CP124664",4,TRUE,TRUE,TRUE,TRUE
18,221769,"CP331846","CP374933","CP123064","CP072138","CP331846","CP072138","CP374933","CP123064",4,TRUE,TRUE,TRUE,TRUE
18,221772,"CP340494","CP382310","CP126419","CP074659","CP340494","CP074659","CP382310","CP126419",4,TRUE,TRUE,TRUE,TRUE
18,221812,"CP331025","CP372997","CP122913","CP072121","CP331025","CP072121","CP372997","CP122913",4,TRUE,TRUE,TRUE,TRUE
18,221857,"CP332583","CP376217","CP123331","CP072511","CP332583","CP072511","CP376217","CP123331",4,TRUE,TRUE,TRUE,TRUE
18,221864,"CP339756","CP382314","CP127088","CP074660","CP339756","CP074660","CP382314","CP127088",4,TRUE,TRUE,TRUE,TRUE
18,221901,"CP332491","CP374847","CP123324","CP072482","CP332491","CP072482","CP374847","CP123324",4,TRUE,TRUE,TRUE,TRUE
18,222205,"CP336855","CP378915","CP125151","CP073871","CP336855","CP073871","CP378915","CP125151",4,TRUE,TRUE,TRUE,TRUE
18,222434,"CP335118","CP377933","CP124330","CP073446","CP335118","CP073446","CP377933","CP124330",4,TRUE,TRUE,TRUE,TRUE
18,222487,"CP335302","CP377789","CP124391","CP073454","CP335302","CP073454","CP377789","CP124391",4,TRUE,TRUE,TRUE,TRUE
18,222542,"CP335119","CP377790","CP124355","CP073451","CP335119","CP073451","CP377790","CP124355",4,TRUE,TRUE,TRUE,TRUE
18,222610,"CP335103","CP377792","CP124338","CP073452","CP335103","CP073452","CP377792","CP124338",4,TRUE,TRUE,TRUE,TRUE
18,222733,"CP328432","CP371541","CP122217","CP071793","CP328432","CP071793","CP371541","CP122217",4,TRUE,TRUE,TRUE,TRUE
18,222863,"CP334780","CP377796","CP124187","CP073324","CP334780","CP073324","CP377796","CP124187",4,TRUE,TRUE,TRUE,TRUE
18,222919,"CP334776","CP377351","CP124178","CP073314","CP334776","CP073314","CP377351","CP124178",4,TRUE,TRUE,TRUE,TRUE
