"sample","consensus_id","chrom_peak_id_afekta","chrom_peak_id_icl","chrom_peak_id_cembio","chrom_peak_id_hmgu","idx_afekta","idx_hmgu","idx_icl","idx_cembio","n_labs_matched","afekta_detected","hmgu_detected","icl_detected","cembio_detected"
8,765365,"CP133932","CP130918","CP051336","CP033454","CP133932","CP033454","CP130918","CP051336",4,TRUE,TRUE,TRUE,TRUE
8,765637,"CP133849","CP130417","CP051578","CP033294","CP133849","CP033294","CP130417","CP051578",4,TRUE,TRUE,TRUE,TRUE
8,765664,"CP131366","CP130156","CP051269","CP033290","CP131366","CP033290","CP130156","CP051269",4,TRUE,TRUE,TRUE,TRUE
8,765735,"CP131206","CP130100","CP049812","CP033288","CP131206","CP033288","CP130100","CP049812",4,TRUE,TRUE,TRUE,TRUE
8,765784,"CP128601","CP128305","CP048313","CP032242","CP128601","CP032242","CP128305","CP048313",4,TRUE,TRUE,TRUE,TRUE
8,766164,"CP133991","CP132980","CP051584","CP033470","CP133991","CP033470","CP132980","CP051584",4,TRUE,TRUE,TRUE,TRUE
8,766192,"CP132702","CP131211","CP050561","CP033726","CP132702","CP033726","CP131211","CP050561",4,TRUE,TRUE,TRUE,TRUE
8,766429,"CP131568","CP130217","CP051585","CP033292","CP131568","CP033292","CP130217","CP051585",4,TRUE,TRUE,TRUE,TRUE
8,766453,"CP131199","CP130130","CP051035","CP033287","CP131199","CP033287","CP130130","CP051035",4,TRUE,TRUE,TRUE,TRUE
8,766921,"CP132663","CP130947","CP051175","CP033471","CP132663","CP033471","CP130947","CP051175",4,TRUE,TRUE,TRUE,TRUE
8,767217,"CP131207","CP130106","CP049815","CP033281","CP131207","CP033281","CP130106","CP049815",4,TRUE,TRUE,TRUE,TRUE
8,767665,"CP131801","CP130458","CP050063","CP033427","CP131801","CP033427","CP130458","CP050063",4,TRUE,TRUE,TRUE,TRUE
8,767863,"CP131337","CP130132","CP049811","CP033303","CP131337","CP033303","CP130132","CP049811",4,TRUE,TRUE,TRUE,TRUE
8,768405,"CP131200","CP130120","CP049801","CP033275","CP131200","CP033275","CP130120","CP049801",4,TRUE,TRUE,TRUE,TRUE
9,809950,"CP150643","CP168238","CP057248","CP038721","CP150643","CP038721","CP168238","CP057248",4,TRUE,TRUE,TRUE,TRUE
9,792005,"CP150491","CP168516","CP056500","CP038727","CP150491","CP038727","CP168516","CP056500",4,TRUE,TRUE,TRUE,TRUE
9,796006,"CP152715","CP168506","CP057166","CP038716","CP152715","CP038716","CP168506","CP057166",4,TRUE,TRUE,TRUE,TRUE
9,796561,"CP151020","CP180811","CP057254","CP038860","CP151020","CP038860","CP180811","CP057254",4,TRUE,TRUE,TRUE,TRUE
9,808939,"CP152087","CP170073","CP057023","CP038728","CP152087","CP038728","CP170073","CP057023",4,TRUE,TRUE,TRUE,TRUE
9,802925,"CP152779","CP168778","CP057305","CP038805","CP152779","CP038805","CP168778","CP057305",4,TRUE,TRUE,TRUE,TRUE
9,803665,"CP152786","CP168825","CP057310","CP038768","CP152786","CP038768","CP168825","CP057310",4,TRUE,TRUE,TRUE,TRUE
9,804485,"CP150202","CP167189","CP056483","CP038807","CP150202","CP038807","CP167189","CP056483",4,TRUE,TRUE,TRUE,TRUE
9,805000,"CP163006","CP178129","CP061104","CP039646","CP163006","CP039646","CP178129","CP061104",4,TRUE,TRUE,TRUE,TRUE
9,805209,"CP162579","CP177471","CP061346","CP039404","CP162579","CP039404","CP177471","CP061346",4,TRUE,TRUE,TRUE,TRUE
9,805214,"CP150299","CP167053","CP056496","CP038792","CP150299","CP038792","CP167053","CP056496",4,TRUE,TRUE,TRUE,TRUE
9,806217,"CP162623","CP177543","CP060857","CP039457","CP162623","CP039457","CP177543","CP060857",4,TRUE,TRUE,TRUE,TRUE
9,806736,"CP162220","CP180362","CP060624","CP039391","CP162220","CP039391","CP180362","CP060624",4,TRUE,TRUE,TRUE,TRUE
9,806793,"CP163292","CP178633","CP061288","CP039633","CP163292","CP039633","CP178633","CP061288",4,TRUE,TRUE,TRUE,TRUE
9,807428,"CP158735","CP183145","CP059310","CP039463","CP158735","CP039463","CP183145","CP059310",4,TRUE,TRUE,TRUE,TRUE
9,807878,"CP167754","CP182643","CP063079","CP040198","CP167754","CP040198","CP182643","CP063079",4,TRUE,TRUE,TRUE,TRUE
9,808008,"CP166841","CP181661","CP062760","CP040480","CP166841","CP040480","CP181661","CP062760",4,TRUE,TRUE,TRUE,TRUE
9,808971,"CP163448","CP178998","CP061584","CP039722","CP163448","CP039722","CP178998","CP061584",4,TRUE,TRUE,TRUE,TRUE
9,809232,"CP162636","CP180380","CP060930","CP039460","CP162636","CP039460","CP180380","CP060930",4,TRUE,TRUE,TRUE,TRUE
9,809627,"CP156946","CP172464","CP058558","CP039238","CP156946","CP039238","CP172464","CP058558",4,TRUE,TRUE,TRUE,TRUE
9,809801,"CP151437","CP168593","CP056769","CP038754","CP151437","CP038754","CP168593","CP056769",4,TRUE,TRUE,TRUE,TRUE
9,781524,"CP159046","CP173215","CP059468","CP039253","CP159046","CP039253","CP173215","CP059468",4,TRUE,TRUE,TRUE,TRUE
9,781738,"CP151920","CP168540","CP057062","CP038773","CP151920","CP038773","CP168540","CP057062",4,TRUE,TRUE,TRUE,TRUE
9,781824,"CP164792","CP180416","CP063311","CP040069","CP164792","CP040069","CP180416","CP063311",4,TRUE,TRUE,TRUE,TRUE
9,782960,"CP164139","CP179779","CP061605","CP039939","CP164139","CP039939","CP179779","CP061605",4,TRUE,TRUE,TRUE,TRUE
9,783245,"CP162395","CP177022","CP060691","CP039396","CP162395","CP039396","CP177022","CP060691",4,TRUE,TRUE,TRUE,TRUE
9,783892,"CP164577","CP182995","CP061920","CP040100","CP164577","CP040100","CP182995","CP061920",4,TRUE,TRUE,TRUE,TRUE
9,785808,"CP164828","CP183009","CP062048","CP040116","CP164828","CP040116","CP183009","CP062048",4,TRUE,TRUE,TRUE,TRUE
9,786392,"CP168173","CP180472","CP063372","CP040164","CP168173","CP040164","CP180472","CP063372",4,TRUE,TRUE,TRUE,TRUE
9,786641,"CP164852","CP180476","CP063381","CP040152","CP164852","CP040152","CP180476","CP063381",4,TRUE,TRUE,TRUE,TRUE
9,787227,"CP168251","CP182153","CP063416","CP040187","CP168251","CP040187","CP182153","CP063416",4,TRUE,TRUE,TRUE,TRUE
9,787705,"CP168254","CP180495","CP063420","CP040064","CP168254","CP040064","CP180495","CP063420",4,TRUE,TRUE,TRUE,TRUE
9,788929,"CP163871","CP179731","CP061466","CP039879","CP163871","CP039879","CP179731","CP061466",4,TRUE,TRUE,TRUE,TRUE
9,788967,"CP163872","CP179608","CP061456","CP039874","CP163872","CP039874","CP179608","CP061456",4,TRUE,TRUE,TRUE,TRUE
9,789546,"CP168378","CP182309","CP063456","CP040105","CP168378","CP040105","CP182309","CP063456",4,TRUE,TRUE,TRUE,TRUE
9,789594,"CP168395","CP179880","CP063458","CP040077","CP168395","CP040077","CP179880","CP063458",4,TRUE,TRUE,TRUE,TRUE
9,789832,"CP158198","CP171834","CP059294","CP039242","CP158198","CP039242","CP171834","CP059294",4,TRUE,TRUE,TRUE,TRUE
9,790051,"CP168408","CP180525","CP063460","CP040170","CP168408","CP040170","CP180525","CP063460",4,TRUE,TRUE,TRUE,TRUE
9,790490,"CP168425","CP182362","CP063469","CP040201","CP168425","CP040201","CP182362","CP063469",4,TRUE,TRUE,TRUE,TRUE
9,791019,"CP168467","CP182950","CP063474","CP040106","CP168467","CP040106","CP182950","CP063474",4,TRUE,TRUE,TRUE,TRUE
9,791389,"CP166123","CP180887","CP062441","CP040483","CP166123","CP040483","CP180887","CP062441",4,TRUE,TRUE,TRUE,TRUE
9,791807,"CP168499","CP180548","CP063493","CP040236","CP168499","CP040236","CP180548","CP063493",4,TRUE,TRUE,TRUE,TRUE
9,791979,"CP164485","CP179724","CP061695","CP040050","CP164485","CP040050","CP179724","CP061695",4,TRUE,TRUE,TRUE,TRUE
9,792247,"CP167381","CP179890","CP063498","CP040082","CP167381","CP040082","CP179890","CP063498",4,TRUE,TRUE,TRUE,TRUE
9,792270,"CP164675","CP179877","CP063014","CP040072","CP164675","CP040072","CP179877","CP063014",4,TRUE,TRUE,TRUE,TRUE
9,792440,"CP158666","CP171975","CP059369","CP039251","CP158666","CP039251","CP171975","CP059369",4,TRUE,TRUE,TRUE,TRUE
9,792916,"CP166850","CP182465","CP063506","CP040237","CP166850","CP040237","CP182465","CP063506",4,TRUE,TRUE,TRUE,TRUE
9,792946,"CP165770","CP180598","CP062894","CP040209","CP165770","CP040209","CP180598","CP062894",4,TRUE,TRUE,TRUE,TRUE
9,792955,"CP166070","CP180919","CP062469","CP040486","CP166070","CP040486","CP180919","CP062469",4,TRUE,TRUE,TRUE,TRUE
9,793054,"CP164314","CP179726","CP061683","CP040051","CP164314","CP040051","CP179726","CP061683",4,TRUE,TRUE,TRUE,TRUE
9,793223,"CP166546","CP182690","CP062904","CP040461","CP166546","CP040461","CP182690","CP062904",4,TRUE,TRUE,TRUE,TRUE
9,793331,"CP164940","CP179957","CP063140","CP040055","CP164940","CP040055","CP179957","CP063140",4,TRUE,TRUE,TRUE,TRUE
9,793633,"CP166004","CP180775","CP062402","CP040506","CP166004","CP040506","CP180775","CP062402",4,TRUE,TRUE,TRUE,TRUE
9,793682,"CP166018","CP180902","CP062436","CP040477","CP166018","CP040477","CP180902","CP062436",4,TRUE,TRUE,TRUE,TRUE
9,794008,"CP165870","CP180572","CP063144","CP040208","CP165870","CP040208","CP180572","CP063144",4,TRUE,TRUE,TRUE,TRUE
9,794030,"CP165230","CP180574","CP062905","CP040202","CP165230","CP040202","CP180574","CP062905",4,TRUE,TRUE,TRUE,TRUE
9,794385,"CP164540","CP179859","CP061686","CP040070","CP164540","CP040070","CP179859","CP061686",4,TRUE,TRUE,TRUE,TRUE
9,794648,"CP165871","CP180773","CP062374","CP040542","CP165871","CP040542","CP180773","CP062374",4,TRUE,TRUE,TRUE,TRUE
9,795569,"CP165784","CP180771","CP062368","CP040556","CP165784","CP040556","CP180771","CP062368",4,TRUE,TRUE,TRUE,TRUE
10,45428,"CP174842","CP188065","CP065370","CP041106","CP174842","CP041106","CP188065","CP065370",4,TRUE,TRUE,TRUE,TRUE
10,30522,"CP175292","CP190396","CP065372","CP041089","CP175292","CP041089","CP190396","CP065372",4,TRUE,TRUE,TRUE,TRUE
10,32756,"CP179450","CP191614","CP067415","CP042853","CP179450","CP042853","CP191614","CP067415",4,TRUE,TRUE,TRUE,TRUE
10,37045,"CP183183","CP192095","CP069449","CP041505","CP183183","CP041505","CP192095","CP069449",4,TRUE,TRUE,TRUE,TRUE
10,37114,"CP175668","CP188227","CP065403","CP041094","CP175668","CP041094","CP188227","CP065403",4,TRUE,TRUE,TRUE,TRUE
10,38167,"CP172448","CP186663","CP064593","CP040831","CP172448","CP040831","CP186663","CP064593",4,TRUE,TRUE,TRUE,TRUE
10,39075,"CP182849","CP191943","CP068526","CP041893","CP182849","CP041893","CP191943","CP068526",4,TRUE,TRUE,TRUE,TRUE
10,39602,"CP169049","CP186727","CP063661","CP040856","CP169049","CP040856","CP186727","CP063661",4,TRUE,TRUE,TRUE,TRUE
10,40189,"CP182162","CP192212","CP067957","CP042130","CP182162","CP042130","CP192212","CP067957",4,TRUE,TRUE,TRUE,TRUE
10,40281,"CP169118","CP183985","CP063664","CP040847","CP169118","CP040847","CP183985","CP063664",4,TRUE,TRUE,TRUE,TRUE
10,40468,"CP180267","CP192071","CP067839","CP042009","CP180267","CP042009","CP192071","CP067839",4,TRUE,TRUE,TRUE,TRUE
10,41389,"CP182939","CP192795","CP068834","CP042293","CP182939","CP042293","CP192795","CP068834",4,TRUE,TRUE,TRUE,TRUE
10,41399,"CP170824","CP186820","CP064329","CP040829","CP170824","CP040829","CP186820","CP064329",4,TRUE,TRUE,TRUE,TRUE
10,41815,"CP179023","CP191220","CP067035","CP041435","CP179023","CP041435","CP191220","CP067035",4,TRUE,TRUE,TRUE,TRUE
10,42497,"CP180415","CP192111","CP067855","CP042090","CP180415","CP042090","CP192111","CP067855",4,TRUE,TRUE,TRUE,TRUE
10,42541,"CP184049","CP194729","CP069428","CP042302","CP184049","CP042302","CP194729","CP069428",4,TRUE,TRUE,TRUE,TRUE
10,42776,"CP175241","CP188320","CP065266","CP041165","CP175241","CP041165","CP188320","CP065266",4,TRUE,TRUE,TRUE,TRUE
10,43281,"CP178868","CP191360","CP066987","CP041412","CP178868","CP041412","CP191360","CP066987",4,TRUE,TRUE,TRUE,TRUE
10,43525,"CP179827","CP191924","CP067806","CP041781","CP179827","CP041781","CP191924","CP067806",4,TRUE,TRUE,TRUE,TRUE
10,21460,"CP184182","CP193185","CP069508","CP042212","CP184182","CP042212","CP193185","CP069508",4,TRUE,TRUE,TRUE,TRUE
10,21517,"CP180419","CP193193","CP067832","CP042054","CP180419","CP042054","CP193193","CP067832",4,TRUE,TRUE,TRUE,TRUE
10,23892,"CP184391","CP193310","CP069664","CP042227","CP184391","CP042227","CP193310","CP069664",4,TRUE,TRUE,TRUE,TRUE
10,24447,"CP184395","CP193339","CP069666","CP042280","CP184395","CP042280","CP193339","CP069666",4,TRUE,TRUE,TRUE,TRUE
10,25352,"CP177630","CP190182","CP066166","CP041260","CP177630","CP041260","CP190182","CP066166",4,TRUE,TRUE,TRUE,TRUE
10,25503,"CP184454","CP193359","CP069707","CP042223","CP184454","CP042223","CP193359","CP069707",4,TRUE,TRUE,TRUE,TRUE
10,25535,"CP184458","CP192428","CP069513","CP042200","CP184458","CP042200","CP192428","CP069513",4,TRUE,TRUE,TRUE,TRUE
10,25670,"CP180775","CP195342","CP068287","CP042206","CP180775","CP042206","CP195342","CP068287",4,TRUE,TRUE,TRUE,TRUE
10,25944,"CP184490","CP193363","CP069708","CP042279","CP184490","CP042279","CP193363","CP069708",4,TRUE,TRUE,TRUE,TRUE
10,25983,"CP184508","CP193369","CP068796","CP042257","CP184508","CP042257","CP193369","CP068796",4,TRUE,TRUE,TRUE,TRUE
10,26871,"CP184557","CP193397","CP069729","CP042216","CP184557","CP042216","CP193397","CP069729",4,TRUE,TRUE,TRUE,TRUE
10,27820,"CP181168","CP192191","CP068023","CP042167","CP181168","CP042167","CP192191","CP068023",4,TRUE,TRUE,TRUE,TRUE
10,28077,"CP184606","CP196086","CP069750","CP042199","CP184606","CP042199","CP196086","CP069750",4,TRUE,TRUE,TRUE,TRUE
10,28103,"CP181362","CP192437","CP069520","CP042189","CP181362","CP042189","CP192437","CP069520",4,TRUE,TRUE,TRUE,TRUE
10,28293,"CP177102","CP189501","CP066456","CP041242","CP177102","CP041242","CP189501","CP066456",4,TRUE,TRUE,TRUE,TRUE
10,28918,"CP181299","CP192192","CP067919","CP042144","CP181299","CP042144","CP192192","CP067919",4,TRUE,TRUE,TRUE,TRUE
10,29143,"CP182155","CP193454","CP069769","CP042196","CP182155","CP042196","CP193454","CP069769",4,TRUE,TRUE,TRUE,TRUE
10,29165,"CP180967","CP192411","CP069480","CP042186","CP180967","CP042186","CP192411","CP069480",4,TRUE,TRUE,TRUE,TRUE
10,29729,"CP183029","CP193469","CP069775","CP042300","CP183029","CP042300","CP193469","CP069775",4,TRUE,TRUE,TRUE,TRUE
10,29752,"CP181717","CP193472","CP069170","CP042312","CP181717","CP042312","CP193472","CP069170",4,TRUE,TRUE,TRUE,TRUE
10,29841,"CP180604","CP192178","CP067895","CP042175","CP180604","CP042175","CP192178","CP067895",4,TRUE,TRUE,TRUE,TRUE
10,30016,"CP181377","CP192480","CP069556","CP042169","CP181377","CP042169","CP192480","CP069556",4,TRUE,TRUE,TRUE,TRUE
10,30535,"CP181578","CP193484","CP069496","CP042316","CP181578","CP042316","CP193484","CP069496",4,TRUE,TRUE,TRUE,TRUE
10,30835,"CP180889","CP192405","CP067911","CP042187","CP180889","CP042187","CP192405","CP067911",4,TRUE,TRUE,TRUE,TRUE
10,31482,"CP182688","CP195755","CP069192","CP042525","CP182688","CP042525","CP195755","CP069192",4,TRUE,TRUE,TRUE,TRUE
10,31528,"CP180712","CP192336","CP067941","CP042185","CP180712","CP042185","CP192336","CP067941",4,TRUE,TRUE,TRUE,TRUE
10,32138,"CP180713","CP192322","CP067930","CP042179","CP180713","CP042179","CP192322","CP067930",4,TRUE,TRUE,TRUE,TRUE
11,64878,"CP186148","CP198614","CP069969","CP042919","CP186148","CP042919","CP198614","CP069969",4,TRUE,TRUE,TRUE,TRUE
11,71233,"CP198329","CP198751","CP071121","CP043165","CP198329","CP043165","CP198751","CP071121",4,TRUE,TRUE,TRUE,TRUE
11,49851,"CP198988","CP197071","CP074288","CP042922","CP198988","CP042922","CP197071","CP074288",4,TRUE,TRUE,TRUE,TRUE
11,64091,"CP186097","CP198522","CP069935","CP043141","CP186097","CP043141","CP198522","CP069935",4,TRUE,TRUE,TRUE,TRUE
11,64921,"CP192735","CP202024","CP072832","CP043531","CP192735","CP043531","CP202024","CP072832",4,TRUE,TRUE,TRUE,TRUE
11,65327,"CP200358","CP196507","CP075166","CP042923","CP200358","CP042923","CP196507","CP075166",4,TRUE,TRUE,TRUE,TRUE
11,65597,"CP200079","CP204454","CP074398","CP044139","CP200079","CP044139","CP204454","CP074398",4,TRUE,TRUE,TRUE,TRUE
11,66280,"CP197277","CP206057","CP073809","CP044192","CP197277","CP044192","CP206057","CP073809",4,TRUE,TRUE,TRUE,TRUE
11,67833,"CP194884","CP203833","CP072982","CP043749","CP194884","CP043749","CP203833","CP072982",4,TRUE,TRUE,TRUE,TRUE
11,68148,"CP200281","CP207124","CP074894","CP044506","CP200281","CP044506","CP207124","CP074894",4,TRUE,TRUE,TRUE,TRUE
11,69339,"CP197553","CP206265","CP073923","CP044330","CP197553","CP044330","CP206265","CP073923",4,TRUE,TRUE,TRUE,TRUE
11,69407,"CP201481","CP207135","CP075493","CP044518","CP201481","CP044518","CP207135","CP075493",4,TRUE,TRUE,TRUE,TRUE
11,69758,"CP194987","CP203917","CP073150","CP043683","CP194987","CP043683","CP203917","CP073150",4,TRUE,TRUE,TRUE,TRUE
11,70190,"CP194299","CP203006","CP072736","CP043608","CP194299","CP043608","CP203006","CP072736",4,TRUE,TRUE,TRUE,TRUE
11,70301,"CP197716","CP210099","CP074439","CP044403","CP197716","CP044403","CP210099","CP074439",4,TRUE,TRUE,TRUE,TRUE
11,70475,"CP195597","CP204466","CP073821","CP044001","CP195597","CP044001","CP204466","CP073821",4,TRUE,TRUE,TRUE,TRUE
11,45902,"CP200385","CP210091","CP075578","CP045207","CP200385","CP045207","CP210091","CP075578",4,TRUE,TRUE,TRUE,TRUE
11,46050,"CP198913","CP207186","CP075583","CP044398","CP198913","CP044398","CP207186","CP075583",4,TRUE,TRUE,TRUE,TRUE
11,47155,"CP197582","CP206424","CP073938","CP044256","CP197582","CP044256","CP206424","CP073938",4,TRUE,TRUE,TRUE,TRUE
11,48849,"CP198248","CP206849","CP074267","CP044440","CP198248","CP044440","CP206849","CP074267",4,TRUE,TRUE,TRUE,TRUE
11,48924,"CP194164","CP203389","CP072620","CP043587","CP194164","CP043587","CP203389","CP072620",4,TRUE,TRUE,TRUE,TRUE
11,50291,"CP195489","CP204305","CP073368","CP044016","CP195489","CP044016","CP204305","CP073368",4,TRUE,TRUE,TRUE,TRUE
11,50542,"CP201888","CP210338","CP075653","CP044499","CP201888","CP044499","CP210338","CP075653",4,TRUE,TRUE,TRUE,TRUE
11,50870,"CP197443","CP206174","CP075659","CP044269","CP197443","CP044269","CP206174","CP075659",4,TRUE,TRUE,TRUE,TRUE
11,51084,"CP201931","CP207333","CP075671","CP044539","CP201931","CP044539","CP207333","CP075671",4,TRUE,TRUE,TRUE,TRUE
11,51515,"CP201949","CP207352","CP075678","CP044395","CP201949","CP044395","CP207352","CP075678",4,TRUE,TRUE,TRUE,TRUE
11,52036,"CP202002","CP207358","CP075682","CP044485","CP202002","CP044485","CP207358","CP075682",4,TRUE,TRUE,TRUE,TRUE
11,52489,"CP199188","CP207382","CP074095","CP044250","CP199188","CP044250","CP207382","CP074095",4,TRUE,TRUE,TRUE,TRUE
11,52528,"CP197576","CP207393","CP073864","CP044194","CP197576","CP044194","CP207393","CP073864",4,TRUE,TRUE,TRUE,TRUE
11,53080,"CP202068","CP207406","CP075696","CP044442","CP202068","CP044442","CP207406","CP075696",4,TRUE,TRUE,TRUE,TRUE
11,53107,"CP202072","CP206658","CP075697","CP044410","CP202072","CP044410","CP206658","CP075697",4,TRUE,TRUE,TRUE,TRUE
11,53234,"CP197317","CP206443","CP073791","CP044193","CP197317","CP044193","CP206443","CP073791",4,TRUE,TRUE,TRUE,TRUE
11,53444,"CP197705","CP206594","CP073945","CP044388","CP197705","CP044388","CP206594","CP073945",4,TRUE,TRUE,TRUE,TRUE
11,53503,"CP202115","CP207432","CP075703","CP044474","CP202115","CP044474","CP207432","CP075703",4,TRUE,TRUE,TRUE,TRUE
11,53923,"CP202127","CP207438","CP075711","CP044578","CP202127","CP044578","CP207438","CP075711",4,TRUE,TRUE,TRUE,TRUE
11,53956,"CP202137","CP207439","CP075520","CP044568","CP202137","CP044568","CP207439","CP075520",4,TRUE,TRUE,TRUE,TRUE
11,54395,"CP202159","CP210000","CP075713","CP044421","CP202159","CP044421","CP210000","CP075713",4,TRUE,TRUE,TRUE,TRUE
11,54779,"CP202172","CP210344","CP075722","CP044500","CP202172","CP044500","CP210344","CP075722",4,TRUE,TRUE,TRUE,TRUE
11,55139,"CP202181","CP209604","CP075728","CP045014","CP202181","CP045014","CP209604","CP075728",4,TRUE,TRUE,TRUE,TRUE
11,55141,"CP202174","CP207448","CP075727","CP044569","CP202174","CP044569","CP207448","CP075727",4,TRUE,TRUE,TRUE,TRUE
11,55167,"CP200612","CP209612","CP075485","CP044561","CP200612","CP044561","CP209612","CP075485",4,TRUE,TRUE,TRUE,TRUE
11,55276,"CP198003","CP206357","CP073977","CP044380","CP198003","CP044380","CP206357","CP073977",4,TRUE,TRUE,TRUE,TRUE
11,55500,"CP200927","CP206821","CP075733","CP044408","CP200927","CP044408","CP206821","CP075733",4,TRUE,TRUE,TRUE,TRUE
11,55523,"CP198019","CP206627","CP075454","CP044402","CP198019","CP044402","CP206627","CP075454",4,TRUE,TRUE,TRUE,TRUE
11,55816,"CP202223","CP210116","CP075734","CP044502","CP202223","CP044502","CP210116","CP075734",4,TRUE,TRUE,TRUE,TRUE
11,56091,"CP199676","CP207775","CP074793","CP044872","CP199676","CP044872","CP207775","CP074793",4,TRUE,TRUE,TRUE,TRUE
11,56101,"CP200631","CP207460","CP075739","CP044540","CP200631","CP044540","CP207460","CP075739",4,TRUE,TRUE,TRUE,TRUE
11,56124,"CP198840","CP207462","CP075386","CP044537","CP198840","CP044537","CP207462","CP075386",4,TRUE,TRUE,TRUE,TRUE
11,56133,"CP199711","CP207768","CP074778","CP044864","CP199711","CP044864","CP207768","CP074778",4,TRUE,TRUE,TRUE,TRUE
11,56224,"CP197834","CP206341","CP073962","CP044383","CP197834","CP044383","CP206341","CP073962",4,TRUE,TRUE,TRUE,TRUE
11,56429,"CP198338","CP206811","CP075393","CP044405","CP198338","CP044405","CP206811","CP075393",4,TRUE,TRUE,TRUE,TRUE
11,56455,"CP197943","CP206610","CP075282","CP044399","CP197943","CP044399","CP206610","CP075282",4,TRUE,TRUE,TRUE,TRUE
11,56681,"CP198418","CP207472","CP075742","CP044496","CP198418","CP044496","CP207472","CP075742",4,TRUE,TRUE,TRUE,TRUE
11,56914,"CP198786","CP209675","CP075368","CP044538","CP198786","CP044538","CP209675","CP075368",4,TRUE,TRUE,TRUE,TRUE
11,57672,"CP198712","CP207476","CP074304","CP044535","CP198712","CP044535","CP207476","CP074304",4,TRUE,TRUE,TRUE,TRUE
11,57880,"CP200090","CP209790","CP075234","CP044822","CP200090","CP044822","CP209790","CP075234",4,TRUE,TRUE,TRUE,TRUE
12,91634,"CP203268","CP212247","CP075984","CP045602","CP203268","CP045602","CP212247","CP075984",4,TRUE,TRUE,TRUE,TRUE
12,93467,"CP205702","CP213378","CP076700","CP045430","CP205702","CP045430","CP213378","CP076700",4,TRUE,TRUE,TRUE,TRUE
12,81067,"CP209978","CP215295","CP078449","CP046635","CP209978","CP046635","CP215295","CP078449",4,TRUE,TRUE,TRUE,TRUE
12,91374,"CP217177","CP226066","CP081722","CP047322","CP217177","CP047322","CP226066","CP081722",4,TRUE,TRUE,TRUE,TRUE
12,91419,"CP212421","CP222760","CP079532","CP047316","CP212421","CP047316","CP222760","CP079532",4,TRUE,TRUE,TRUE,TRUE
12,93225,"CP216763","CP222210","CP080941","CP047830","CP216763","CP047830","CP222210","CP080941",4,TRUE,TRUE,TRUE,TRUE
12,93254,"CP213731","CP222171","CP079975","CP047826","CP213731","CP047826","CP222171","CP079975",4,TRUE,TRUE,TRUE,TRUE
12,93798,"CP213846","CP222378","CP080035","CP047896","CP213846","CP047896","CP222378","CP080035",4,TRUE,TRUE,TRUE,TRUE
12,94031,"CP211166","CP218013","CP078639","CP046919","CP211166","CP046919","CP218013","CP078639",4,TRUE,TRUE,TRUE,TRUE
12,94452,"CP215497","CP222771","CP080299","CP048040","CP215497","CP048040","CP222771","CP080299",4,TRUE,TRUE,TRUE,TRUE
12,94530,"CP202715","CP211004","CP075884","CP045405","CP202715","CP045405","CP211004","CP075884",4,TRUE,TRUE,TRUE,TRUE
12,94643,"CP210621","CP218022","CP078472","CP046939","CP210621","CP046939","CP218022","CP078472",4,TRUE,TRUE,TRUE,TRUE
12,95555,"CP213132","CP221605","CP079716","CP047724","CP213132","CP047724","CP221605","CP079716",4,TRUE,TRUE,TRUE,TRUE
12,95824,"CP216990","CP223485","CP081069","CP048253","CP216990","CP048253","CP223485","CP081069",4,TRUE,TRUE,TRUE,TRUE
12,96196,"CP205581","CP212876","CP076090","CP045476","CP205581","CP045476","CP212876","CP076090",4,TRUE,TRUE,TRUE,TRUE
12,97771,"CP205478","CP212773","CP076365","CP045536","CP205478","CP045536","CP212773","CP076365",4,TRUE,TRUE,TRUE,TRUE
12,98139,"CP212138","CP220143","CP079132","CP047189","CP212138","CP047189","CP220143","CP079132",4,TRUE,TRUE,TRUE,TRUE
12,72309,"CP216740","CP225530","CP082024","CP048874","CP216740","CP048874","CP225530","CP082024",4,TRUE,TRUE,TRUE,TRUE
12,74199,"CP216675","CP223108","CP080603","CP048252","CP216675","CP048252","CP223108","CP080603",4,TRUE,TRUE,TRUE,TRUE
12,74994,"CP208028","CP213585","CP077015","CP045947","CP208028","CP045947","CP213585","CP077015",4,TRUE,TRUE,TRUE,TRUE
12,75161,"CP210773","CP216394","CP078514","CP046951","CP210773","CP046951","CP216394","CP078514",4,TRUE,TRUE,TRUE,TRUE
12,75227,"CP214901","CP223350","CP082082","CP048220","CP214901","CP048220","CP223350","CP082082",4,TRUE,TRUE,TRUE,TRUE
12,75736,"CP204118","CP212480","CP076212","CP045502","CP204118","CP045502","CP212480","CP076212",4,TRUE,TRUE,TRUE,TRUE
12,75962,"CP209507","CP214681","CP077656","CP046649","CP209507","CP046649","CP214681","CP077656",4,TRUE,TRUE,TRUE,TRUE
12,76455,"CP218319","CP222968","CP082102","CP048104","CP218319","CP048104","CP222968","CP082102",4,TRUE,TRUE,TRUE,TRUE
12,76486,"CP214809","CP225476","CP081139","CP048169","CP214809","CP048169","CP225476","CP081139",4,TRUE,TRUE,TRUE,TRUE
12,76527,"CP214702","CP222949","CP080493","CP048156","CP214702","CP048156","CP222949","CP080493",4,TRUE,TRUE,TRUE,TRUE
12,76747,"CP209751","CP214711","CP077780","CP046556","CP209751","CP046556","CP214711","CP077780",4,TRUE,TRUE,TRUE,TRUE
12,76912,"CP210615","CP216322","CP078431","CP046914","CP210615","CP046914","CP216322","CP078431",4,TRUE,TRUE,TRUE,TRUE
