"chrom_peak_id","lab","consensus_id","sample","mzMin","mzMax","rtMin","rtMax","mz","polarity","mixture","into","intb","maxo"
"CP018829","icl",46,1,204.046243854451,204.086643737638,29.0948283770683,60.444046967281,204.066454791322,1,"1_1",4842842.76772362,4835565.97849353,526826.723999023
"CP018843","hmgu",2113,4,469.292205451504,469.334326310566,560.413551743879,569.029001134138,469.313239412766,1,"1_4",1298.26183946041,1264.20035732897,516.165949489513
"CP018859","icl",76,1,377.912844904424,378.011925231857,69.7276042583547,79.6559474797243,377.965393617351,1,"1_1",3325.99713832958,2642.26050396898,1077.11693572998
"CP018890","hmgu",2129,4,584.450515943914,584.492498609919,565.713928063916,575.831191161932,584.471777162066,1,"1_4",1658.82226382969,1435.045541498,585.435682282071
"CP018898","hmgu",2109,4,413.307092345707,413.354301671733,569.813334448655,577.7414121407,413.332118830922,1,"1_4",634.688513863091,606.166568013821,226.44339487162
"CP018904","icl",74,1,348.006080236831,348.059047370702,68.1237019297884,80.7952154378085,348.035686831881,1,"1_1",26106.1704757744,21883.6983703948,5548.1044921875
"CP018905","hmgu",2122,4,540.424742523463,540.468161793313,565.029001134138,578.463076301534,540.44601485368,1,"1_4",2119.89993507521,1809.68844693172,473.286980596083
"CP018939","icl",57,1,283.021717983993,283.068367486752,68.3511133427617,81.0236746684674,283.043934303544,1,"1_1",57753.588131819,55051.4094511537,11535.1134033203
"CP018941","icl",50,1,240.963138567133,241.015817999518,22.2647448560748,34.4614195411969,240.989303740183,1,"1_1",15887.2704217941,13665.492432103,2857.68606567383
"CP018980","icl",69,1,327.014560115209,327.073900969997,67.6678763478957,81.25112892045,327.045710227973,1,"1_1",20271.9094035087,18522.2158262286,3900.30419921875
"CP019120","hmgu",2138,4,728.561339105034,728.604990968964,608.535439838233,618.087839838233,728.583519787572,1,"1_4",919.306214664315,902.911000005876,310.557411982228
"CP019132","cembio",1837,3,402.337059566894,402.381203139727,432.517356978302,443.976682805304,402.357487226849,1,"1_3",23130.9772813905,21943.2547445887,9299.6455078125
"CP019153","cembio",1831,3,313.214980944868,313.259006007141,450.215237785309,463.111260060562,313.235664506916,1,"1_3",38187.2739407044,34604.4847147357,8115
"CP019158","hmgu",2121,4,524.43122770276,524.471836771162,614.758239838225,622.155039838265,524.45151534819,1,"1_4",534.331210391478,531.335473931064,267.018322505112
"CP019369","hmgu",2186,4,391.263313355108,391.303681635299,625.818639838249,646.560439838249,391.283624920607,1,"1_4",31681.1206540811,30447.0492942452,14663.1113268971
"CP019372","icl",60,1,298.066051155203,298.118736926358,23.1752934376482,34.0058850769649,298.09379952485,1,"1_1",64381.764664112,62938.038897176,23955.3193359375
"CP019382","hmgu",2173,4,312.304162859833,312.345194458996,644.255639838265,651.413839838249,312.324690751296,1,"1_4",648.754372339757,646.235972339741,397.185580380014
"CP019391","hmgu",2189,4,393.276383992034,393.316935642358,630.462039838225,647.583439838249,393.296728719428,1,"1_4",34410.3082987896,32531.9831439706,16901.0471178425
"CP019410","cembio",1826,3,228.205574810151,228.252614614065,487.15934037529,498.022818067741,228.231717352288,1,"1_3",15739.3318655875,12152.8590632562,6041.44091796875
"CP019425","hmgu",2179,4,338.3211105924,338.361626706205,644.255639838265,655.291239838241,338.341321161709,1,"1_4",71316.1904971882,70541.3932568102,32280.6568091769
"CP019474","hmgu",2140,4,149.002930267872,149.043181768018,485.503172182094,493.604627244319,149.023054004088,1,"1_4",15808.1047774253,15136.7595721651,6468.97836392511
"CP019497","hmgu",2176,4,328.984704948282,329.024908594209,385.292585079897,404.224915004154,329.00482535419,1,"1_4",53309.716430324,50901.6376315543,15278.2965810441
"CP019572","icl",32,1,564.274957233597,564.383495158597,204.133773880148,213.86147860893,564.351693587333,1,"1_1",4646.90194933563,3984.45360876696,2211.21118164062
"CP019575","icl",2,1,393.175662545763,393.275144479877,178.294823323073,187.751668797303,393.216678465357,1,"1_1",6194.67512267903,4207.29501289304,2065.73568725586
"CP019580","icl",33,1,569.261808909792,569.339000277195,204.362367731922,212.944552112747,569.307492663953,1,"1_1",4639.00687606118,4019.70983511873,2202.0546875
"CP019669","cembio",1812,3,125.965797350114,126.006706303069,17.2318096893336,27.3228096893536,125.986124014163,1,"1_3",128148.393518717,126508.508924904,52104.87109375
"CP019767","cembio",1842,3,425.193657577553,425.235430679982,515.319246595396,531.003473803645,425.21466976019,1,"1_3",114417.509567094,109817.607961944,45544.2890625
"CP019821","cembio",1801,3,488.341183570053,488.386215000526,522.192192096933,538.562863091504,488.36400104221,1,"1_3",26253.2860019868,21790.8330008391,6767.01318359375
"CP020103","cembio",1811,3,612.479010984019,612.526108679943,598.845950050034,610.966950050034,612.503647263303,1,"1_3",8363.6350114517,7260.35443588419,2663.45336914062
"CP020321","icl",70,1,328.979262307485,329.04133033218,391.897786521123,400.469151893037,329.007895041311,1,"1_1",1765.45863145723,1361.0864672746,1331.02294921875
"CP020499","icl",68,1,326.339297605187,326.406954476214,452.794057489057,461.825065951081,326.377658911703,1,"1_1",2995.17820935181,2467.54404162504,1497.763671875
"CP020588","icl",49,1,228.200477602454,228.255290527344,467.434269661479,478.059650097198,228.23099785553,1,"1_1",4735.39145602977,3438.64489407354,3074.15199279785
"CP020600","cembio",1835,3,391.262895123984,391.306555418586,621.855950050034,638.039150050038,391.284177411635,1,"1_3",17732.5113006606,14195.122439751,6045.2978515625
"CP020615","icl",75,1,354.251080148836,354.322445055086,421.247959157587,432.809994033317,354.289551194203,1,"1_1",5997.73979595322,5989.97234579402,1237.03857421875
"CP020714","cembio",1814,3,684.533270863347,684.583765968263,636.746150050034,646.160150050038,684.560029686377,1,"1_3",3777.61752930579,3506.20821187278,1659.69226074219
"CP020774","icl",31,1,561.365115826208,561.423837958347,478.715702092443,487.713799114614,561.396225622161,1,"1_1",9648.61847556537,8873.8081926373,4173.14733886719
"CP020794","icl",30,1,557.380864050462,557.474756579609,485.999238218609,494.111974790406,557.43636102641,1,"1_1",2952.57422149075,1998.99732524834,1484.13299560547
"CP020946","icl",40,1,644.449478676024,644.595255646534,506.807485495328,516.304786340814,644.503975705908,1,"1_1",2259.6720591421,1487.02896030823,778.586059570312
"CP020993","cembio",1813,3,672.503207837335,672.546687416554,542.124311451517,556.441291694565,672.525301990732,1,"1_3",52859.5814978305,50734.6757002223,11396.857421875
"CP021094","cembio",1833,3,338.320642793898,338.362179459462,630.655150050038,646.160150050038,338.341536286483,1,"1_3",40865.096949032,32366.6138932146,4835.10302734375
"CP021131","cembio",1836,3,399.287996548669,399.328671224177,524.941676840264,542.686842803895,399.308206123276,1,"1_3",225464.869248925,222401.361570775,53346.69140625
"CP021192","cembio",1799,3,457.329769136525,457.370675090003,546.938604698098,572.265201632609,457.350216661422,1,"1_3",262045.192511097,254044.19825852,45461.12890625
"CP021196","cembio",1800,3,468.369416181081,468.409941950323,492.648825696578,511.078210366794,468.389696220776,1,"1_3",360514.805710608,353387.865709425,96049.4375
"CP021215","cembio",1802,3,512.395330449178,512.436033021134,494.022818067741,509.016578603675,512.415734171276,1,"1_3",272419.477260635,268591.233214759,72936.671875
"CP021221","cembio",1803,3,526.411054143741,526.451756822307,521.504561782019,549.562653967254,526.431498765892,1,"1_3",885592.728084286,868521.614077576,156430.65625
"CP021249","cembio",1809,3,600.446935481845,600.488495539485,489.903061969276,505.580621283769,600.468013662004,1,"1_3",115744.566356265,113720.761888912,30718.68359375
"CP021343","afekta",22,1,497.16008170447,497.205561969193,20.0775378352082,27.6685378352082,497.183403447773,1,"1_1",12543.1067452698,12540.1142452698,7600.41015625
"CP021353","cembio",2155,4,230.869379051132,230.910319870966,17.9649811379361,25.3487811379321,230.889886156407,1,"1_4",3338.56058818359,3335.85338818359,2120.50439453125
"CP021385","icl",7,1,424.299244464634,424.396108438873,530.35618658624,542.683180735672,424.356767043079,1,"1_1",4014.12980404484,4005.59625409171,1023.74444580078
"CP021419","icl",12,1,468.364149035498,468.412858424796,480.515116784676,491.598556706108,468.389287122327,1,"1_1",29822.7867642733,27974.8721900701,10860.8993530273
"CP021437","icl",19,1,482.370553059225,482.428295311231,516.188710428916,524.988057150739,482.400010515969,1,"1_1",13075.0407804045,13070.0048405067,3932.88735961914
"CP021460","icl",37,1,614.441345689536,614.534525878045,524.187106740921,534.585263601941,614.492753729575,1,"1_1",6718.6502385084,6712.02582188461,1506.41162109375
"CP021469","icl",38,1,628.479373363287,628.531171313446,525.786598205403,538.012451592586,628.503244062285,1,"1_1",27495.3953757906,23135.1841420822,8033.8828125
"CP021507","cembio",2174,4,318.188868511859,318.238878528828,19.3187811379521,29.392916277216,318.213949760434,1,"1_4",6765.82568037432,6761.08823592986,2634.64697265625
"CP021540","icl",53,1,256.229570322578,256.286741134412,545.740766117265,554.325408809387,256.260246507526,1,"1_1",2968.36444944107,1563.68735956631,1235.98725891113
"CP021567","cembio",2142,4,159.063580822247,159.105593850962,20.6727811379121,28.7254088666635,159.083697646754,1,"1_4",147006.42558042,147003.042247087,100987.578125
"CP021620","icl",39,1,629.449113243821,629.609026972275,549.640184111066,561.178922328647,629.50793782988,1,"1_1",3168.40748435889,3160.63900249744,716.067504882812
"CP021634","icl",59,1,84.9372190497126,84.9805272655599,16.3237448713548,26.7199604351448,84.959646743271,1,"1_1",51022.4548334889,49683.6108343904,33653.5275268555
"CP021641","cembio",2118,4,510.060784668416,510.111807087591,20.6727811379121,28.7254088666635,510.082634827038,1,"1_4",6818.73960279741,6815.35626946411,4379.01318359375
"CP021679","afekta",45,1,161.060311069904,161.101461401311,21.8735378352415,28.8655378352082,161.080779467425,1,"1_1",9166.8245881587,9102.37950989869,5908.37890625
"CP021686","cembio",2157,4,242.537807243415,242.581788538626,21.3487811379321,30.0607371083502,242.560438132189,1,"1_4",5226.5736134777,5101.45743404253,2346.14575195312
"CP021701","cembio",2153,4,84.0600875673405,84.1008797062084,19.3187811379521,30.7281857549057,84.0804146802049,1,"1_4",26344.2088402613,26018.0048618951,10464.7109375
"CP021717","cembio",2167,4,283.023511376828,283.066742733573,20.6727811379121,30.7281857549057,283.045203793378,1,"1_4",113602.90731939,113597.493097168,59385.14453125
"CP021720","afekta",67,1,320.052025376718,320.098754311051,20.0775378352082,28.8655378352082,320.078357470071,1,"1_1",83368.5282744598,83364.3387744598,49561.94140625
"CP021754","cembio",2166,4,279.969281895942,280.013737234309,22.0257811379121,31.3945263786306,279.992987359251,1,"1_4",63963.8710307085,63932.3366559889,28322.5703125
"CP021762","cembio",2182,4,354.031979050249,354.078643908628,23.3797811379321,31.3945263786306,354.053121540192,1,"1_4",15962.8584957655,15912.3232282465,8795.9912109375
"CP021880","cembio",2170,4,298.549180387995,298.595940777201,23.3797811379321,33.3979139108553,298.571396430686,1,"1_4",6987.58019723432,6725.14653472432,2993.2177734375
"CP021895","cembio",2114,4,475.031467172233,475.074188913285,26.0607371083502,34.7328528684063,475.052847750161,1,"1_4",2804.03548684256,2800.65191541399,1337.35974121094
"CP021915","cembio",2137,4,666.040573665834,666.092798407585,23.3797811379321,33.3979139108553,666.069717381846,1,"1_4",5159.04513148328,5086.36256012402,2016.47277832031
"CP021921","cembio",2161,4,89.9853302096458,90.0266448790775,26.0607371083502,35.4006981882066,90.0061971150376,1,"1_4",4791.86625288147,4641.9461330493,1979.80224609375
"CP021928","cembio",2143,4,163.989329186464,164.03298757283,24.7254088666635,34.064935521881,164.0109978141,1,"1_4",3769.08785568552,3764.35060739446,1532.19006347656
"CP021935","afekta",52,1,251.075666184029,251.119307752324,19.4795378352415,29.4587967142712,251.097605245991,1,"1_1",11370.6359872667,11138.3060508267,3636.259765625
"CP021976","cembio",2160,4,250.012180443161,250.054415667909,23.3797811379321,34.7328528684063,250.032319566232,1,"1_4",52746.274529716,52739.5072569887,23005.62109375
"CP021981","afekta",11,1,457.102628880901,457.155281763267,21.2745378352082,29.4587967142712,457.128734976483,1,"1_1",16039.1431485184,15910.7892625377,9097.3798828125
"CP021987","cembio",2111,4,431.942052836268,431.987304225464,26.7281857549057,34.7328528684063,431.963550266281,1,"1_4",2601.16056377421,2584.2493105887,1194.33874511719
"CP022020","cembio",2112,4,456.999227904307,457.044529556385,24.7254088666635,35.4006981882066,457.022930603717,1,"1_4",6393.03131953125,6386.94011953125,2480.99560546875
"CP022021","cembio",2116,4,485.096006337959,485.142803725948,22.0257811379121,35.4006981882066,485.120109120549,1,"1_4",8480.83625697234,8242.8000857255,2458.16064453125
"CP022034","cembio",2141,4,149.922633087211,149.963821944538,23.3797811379321,36.0684827975117,149.94320926913,1,"1_4",38636.5618215211,38628.4405907518,8466.20703125
"CP022061","cembio",2135,4,615.138485419817,615.181389645865,22.7027811379521,36.0684827975117,615.159068930539,1,"1_4",32128.4246742927,32119.6264600069,15252.37890625
"CP022066","cembio",2187,4,114.045710084794,114.086201526108,20.6727811379121,36.7362199395928,114.066122536813,1,"1_4",860079.296286539,858515.210216676,471770.5625
"CP022070","cembio",2145,4,173.055195514139,173.099303332617,26.0607371083502,36.7362199395928,173.078806434445,1,"1_4",7697.14882910157,5565.86285147095,3306.26782226562
"CP022098","cembio",2124,4,130.028472106787,130.070337017729,21.3487811379321,37.4029366090222,130.04945399248,1,"1_4",52451.5131121921,47503.0680593572,14170.912109375
"CP022161","cembio",2148,4,185.054741418938,185.096730269539,20.6727811379121,36.0684827975117,185.076265626083,1,"1_4",140278.403292335,139574.379377524,58734.16796875
"CP022171","afekta",56,1,282.012736813859,282.056247438646,19.4795378352415,30.0533887908105,282.034584034978,1,"1_1",133133.992339262,132902.193997651,69735.96875
"CP022172","cembio",2165,4,275.545493335277,275.590985800373,23.3797811379321,34.7328528684063,275.567564274002,1,"1_4",14056.004750637,13677.1640517738,6380.931640625
"CP022173","afekta",62,1,300.071508143198,300.114027829201,19.4795378352415,30.0533887908105,300.092503098978,1,"1_1",35482.5535102603,34216.7965451145,15289.642578125
"CP022198","cembio",2134,4,614.134740961598,614.182467466355,21.3487811379321,39.4059724556213,614.161797835359,1,"1_4",63945.4489240008,63557.131814337,27666.248046875
"CP022200","cembio",2168,4,97.9745040504849,98.0152075126686,23.3797811379321,43.4109338816622,97.9949514009082,1,"1_4",98368.3889759216,98352.8237259216,13756.697265625
"CP022220","cembio",2177,4,333.056942213123,333.098795404519,22.7027811379521,34.064935521881,333.077917861885,1,"1_4",134630.805878512,134479.187005738,58746.2421875
"CP022230","cembio",2125,4,130.065731108058,130.107439428308,18.6417811379121,38.0706185673986,130.085981960238,1,"1_4",448563.5518009,436993.574874319,175170.4375
"CP022244","cembio",2185,4,113.014198303758,113.054843503585,23.3797811379321,48.0882508851229,113.034651261937,1,"1_4",541800.100331869,539097.738073035,191573.671875
"CP022261","afekta",59,1,84.9389586631057,84.9799289062647,17.6836489463215,30.6470688052759,84.9595200124487,1,"1_1",56688.7516808412,43608.6528345226,29139.787109375
"CP022264","cembio",2156,4,240.967203301407,241.008109129386,23.3797811379321,43.4109338816622,240.987586029405,1,"1_4",108136.828589096,107106.917700758,17032.958984375
"CP022271","cembio",2130,4,589.021770577509,589.065134570431,20.6727811379121,34.7328528684063,589.043859294981,1,"1_4",15946.0455351513,15314.7425064584,2888.0673828125
"CP022311","cembio",2139,4,147.092342752953,147.133140026495,18.6417811379121,42.0760244178949,147.112729198143,1,"1_4",2031300.85246791,2027310.54015454,836902.875
"CP022325","cembio",2132,4,613.138287407751,613.179591048737,22.7027811379521,48.0882508851229,613.159137762833,1,"1_4",253760.247570348,251620.948734497,113575.5234375
"CP022328","afekta",61,1,299.078932657737,299.120198845587,18.8805378352082,30.6470688052759,299.099350540675,1,"1_1",78696.7915290391,75668.2047695558,31292.98828125
"CP022330","cembio",2149,4,189.114108264754,189.154822102931,19.3187811379521,41.4081904507577,189.134479709358,1,"1_4",4233288.94664596,4231010.20500651,1913463.5
"CP022336","cembio",2181,4,349.053019595774,349.093858326045,22.7027811379521,43.4109338816622,349.07334702617,1,"1_4",157744.008678544,155241.632290541,45262.02734375
"CP022365","cembio",2169,4,287.958944081153,288.002431940563,23.3797811379321,47.4198044320557,287.980179442168,1,"1_4",71611.0108966153,68937.3319467608,7890.572265625
"CP022373","cembio",2147,4,178.925174472668,178.966359444741,22.7027811379521,47.4198044320557,178.946029001119,1,"1_4",300121.615854148,294171.967212971,32463.076171875
"CP022396","cembio",2146,4,79.0013560459842,79.0418135564748,22.7027811379521,63.4620904224444,79.0215580262896,1,"1_4",25522368.414627,25505142.6097298,7504434.5
"CP022421","cembio",2133,4,614.050901177559,614.100745026811,165.845572895488,173.191115347877,614.078199048186,1,"1_4",986.799763476558,984.092563476558,474.169006347656
"CP022491","cembio",2184,4,383.061105524038,383.104739558025,165.176650837138,174.529728630021,383.081632811466,1,"1_4",18967.990842444,18963.253592444,8752.6923828125
"CP022492","cembio",2190,4,397.050157281314,397.094596645123,165.176650837138,174.529728630021,397.071425025981,1,"1_4",5484.99212414051,5480.25487414053,2522.8876953125
"CP022493","cembio",2191,4,398.048481280288,398.096507136143,166.51461632132,174.529728630021,398.070375109244,1,"1_4",1420.29481537565,1416.9114820423,708.302978515625
"CP022497","cembio",2128,4,576.100596274584,576.150470326356,165.845572895488,174.529728630021,576.127685844319,1,"1_4",4399.05623151724,4394.99594580296,1952.80004882812
"CP022512","cembio",2178,4,106.016258469841,106.059011599007,164.507845106507,175.869957579537,106.037113961554,1,"1_4",39330.8558874822,39303.3376166155,14434.9912109375
"CP022518","cembio",2108,4,413.019448675467,413.063771972833,164.507845106507,175.869957579537,413.04231970426,1,"1_4",18990.5272550806,18983.7590732624,8432.08203125
"CP022521","cembio",2180,4,348.050167245093,348.092366029448,21.3487811379321,46.0829589450836,348.070700033175,1,"1_4",1244923.59782196,1239532.7966423,357023
"CP022522","cembio",2144,4,77.0184043479652,77.0595174936248,163.840138316259,177.21006061289,77.0387328263946,1,"1_4",87300.6308391723,86627.9495402313,29109.04296875
"CP022525","cembio",2150,4,202.027235489076,202.068192069633,164.507845106507,177.880573084572,202.047395666407,1,"1_4",75438.8467122172,75430.0484979315,33914.6328125
"CP022551","cembio",2175,4,105.013498909666,105.054090375588,163.171549968861,181.236555215075,105.033767687532,1,"1_4",476896.944323838,476323.716337912,158663.15625
"CP022565","icl",58,1,284.267292639139,284.336361536052,578.665948543267,587.005948695827,284.296393964589,1,"1_1",4853.16244104312,4202.87163977751,2445.68243408203
"CP022698","cembio",2152,4,84.0238006432878,84.064517432579,172.540319599264,182.580520788561,84.0443345180479,1,"1_4",28021.2275121566,28015.8132899343,10690.5966796875
"CP022756","cembio",2164,4,91.0340374914808,91.0754256428759,171.19976226965,183.924361194772,91.0543481980496,1,"1_4",25524.0950548529,25515.9738240836,8119.5966796875
"CP022768","cembio",2127,4,131.032294329343,131.074295579042,171.19976226965,184.597116085771,131.053063181607,1,"1_4",35090.0436277858,35004.6344719229,12263.8935546875
"CP022787","cembio",2159,4,248.072162011271,248.113370702465,171.19976226965,187.963478777843,248.092376517379,1,"1_4",113597.231766777,113203.767613521,42162.1328125
"CP022825","cembio",2188,4,393.188169463159,393.231388450652,183.963478777843,194.039361386601,393.209838153903,1,"1_4",10481.0801951231,10385.3394563963,3247.09985351562
"CP022908","cembio",2158,4,247.087748647029,247.13054265789,207.051109362717,217.892455938484,247.10845836397,1,"1_4",9592.68765102539,9059.35946088867,4384.18994140625
"CP022914","cembio",2115,4,476.286270030931,476.328493474233,202.951390004937,215.839754419618,476.3069803884,1,"1_4",150639.633003521,150631.511772751,49152.015625
"CP022952","cembio",2172,4,302.097783957524,302.140807746383,213.20783365555,221.315120800454,302.119115761603,1,"1_4",3220.75535050395,3217.3711838373,1904.86376953125
"CP023057","icl",17,1,480.307893749196,480.4355251219,584.604917201707,596.599931392367,480.381386733944,1,"1_1",6170.33907052008,6162.1146268119,1503.1259765625
"CP023174","icl",28,1,527.35485694983,527.483824807187,520.988057150739,534.35618658624,527.424417743593,1,"1_1",7753.1028981811,7743.49308495608,1602.08317565918
"CP023243","icl",36,1,600.420105940368,600.548674597176,502.450487824298,518.133234020453,600.4796604265,1,"1_1",6540.34268458319,6528.46428277078,986.141418457031
"CP023296","icl",41,1,672.466803548543,672.603342245315,552.382101034742,562.777948054967,672.524243065868,1,"1_1",3897.26382323258,3890.63833985594,1173.32682800293
"CP023442","afekta",35,1,592.0176054437,592.071430555141,23.0695378352282,34.2096440589466,592.043787272153,1,"1_1",11529.3786609779,11522.7951591876,4552.27313232422
"CP023510","icl",6,1,411.204063262939,411.342653035567,608.646951350887,619.731931361867,411.293504910647,1,"1_1",4364.63541260346,2979.60650085228,1211.05676269531
"CP023548","icl",3,1,393.232271106113,393.341890530412,603.392968806967,617.443914088907,393.289514087792,1,"1_1",11599.839426166,9624.91235471524,5052.18017578125
"CP023567","afekta",25,1,110.050727285755,110.091824242124,18.8805378352082,32.4279809628161,110.07098799158,1,"1_1",365923.528009227,364190.976149896,169720.90625
"CP023608","afekta",54,1,257.93934734635,257.983433345013,24.8655378352082,35.397870599128,257.962258361593,1,"1_1",29071.7091661428,28967.1440332843,13121.6201171875
"CP023723","cembio",2163,4,261.088012840125,261.136091862837,320.120555193848,330.905535883283,261.110706946352,1,"1_4",9899.66659965825,9773.44698539171,3442.4619140625
"CP023778","afekta",66,1,318.977967589166,319.022253262617,25.4587967142712,37.7744509691861,319.001090626211,1,"1_1",20889.5683802733,20518.1002692647,5339.3671875
"CP023805","afekta",65,1,310.066517325308,310.109661536772,24.2665378352282,38.3693531392697,310.08872700906,1,"1_1",139812.608779241,138592.600931243,59429.37890625
"CP023825","afekta",50,1,240.967060539826,241.00816719191,24.2665378352282,38.9632671737796,240.987719937711,1,"1_1",82721.2338607202,82076.7237221367,21715.380859375
"CP023831","icl",71,1,338.311833308401,338.362227261484,610.930963191727,625.683946284947,338.34022906474,1,"1_1",121133.531377702,120049.677270344,66622.4691772461
"CP023853","afekta",72,1,340.0424279255,340.083744926795,23.6685378352082,36.5857646529432,340.063377096792,1,"1_1",90654.8741097656,83765.1437321501,35977.2265625
"CP023854","afekta",5,1,401.121835662576,401.164581198232,19.4795378352415,36.5857646529432,401.143169294522,1,"1_1",143203.904909781,141292.088641519,55146.052734375
"CP023888","afekta",21,1,490.096766414245,490.138725508565,20.6765378352415,34.8031372098288,490.117321362455,1,"1_1",224873.641097513,223335.634527212,79326.734375
"CP023896","icl",8,1,425.194628529501,425.257117236976,495.137871372229,505.308215499668,425.216482277545,1,"1_1",79234.3463255983,77317.8986267006,49879.0919036865
"CP023938","afekta",77,1,378.049177958604,378.093559871205,20.6765378352415,32.4279809628161,378.07170826951,1,"1_1",37736.4458298763,37009.6058759585,12569.7470703125
"CP023997","afekta",9,1,102.034414260404,102.075200571372,18.8805378352082,31.8347924832151,102.054732274296,1,"1_1",381520.412453853,377301.871211197,136880.890625
"CP024012","afekta",64,1,309.073434517343,309.115087728033,23.0695378352282,35.991760227148,309.094421966319,1,"1_1",306581.693272676,305329.016358776,137662.203125
"CP024032","icl",73,1,341.221994308746,341.286448655772,490.339977403993,501.651405937331,341.261571411784,1,"1_1",37254.5303518578,35871.6992117824,15272.7739257812
"CP024042","cembio",2151,4,214.232053158214,214.27430545371,358.770476713405,370.221500210858,214.252828157867,1,"1_4",25790.8538369472,24978.194722475,8579.767578125
"CP024098","cembio",2176,4,328.983806413787,329.027207816143,380.444412222027,393.240937143306,329.00573525206,1,"1_4",8432.26823218792,8252.00161613211,2541.11279296875
"CP024101","icl",29,1,556.411395616338,556.478532315484,485.313089754291,494.111974790406,556.443568326759,1,"1_1",7906.39732378077,7005.44553150586,2737.96032714844
"CP024171","icl",55,1,261.089431819129,261.141365245617,302.993777790955,314.549088877627,261.112487752204,1,"1_1",19245.3544595439,15647.5922291944,9172.41137695312
"CP024206","afekta",34,1,586.06298242245,586.106853795054,23.0695378352282,36.5857646529432,586.084902453532,1,"1_1",47908.4580217791,44450.5480470735,11901.6418457031
"CP024251","cembio",2154,4,230.226780182509,230.269064483415,341.827217859755,357.350055684138,230.247873361287,1,"1_4",464803.817886079,461479.642327342,219851.0625
"CP024295","icl",24,1,512.388415429869,512.441722686311,486.912417889019,497.767572764097,512.414497923321,1,"1_1",12161.1063756416,10611.6595403353,3349.11114501953
"CP024315","icl",10,1,443.293888296144,443.35184573972,531.270492315011,539.397977241433,443.322865921293,1,"1_1",13676.1851031088,11949.6120727006,3850.34155273438
"CP024356","icl",51,1,251.026701024969,251.068062369137,510.02025419826,523.388616686307,251.047534297667,1,"1_1",907452.479566702,904894.310275197,647417.955429077
"CP024496","afekta",23,1,507.024598461004,507.073806550432,36.1521037714083,47.2845899841255,507.051857453978,1,"1_1",11904.5741267651,11311.7602385416,3858.97930908203
"CP024497","afekta",26,1,523.06656407276,523.110109500627,21.8735378352415,47.2845899841255,523.088253235494,1,"1_1",52503.7633981755,48591.2879207725,7428.3232421875
"CP024521","afekta",43,1,148.055267391408,148.096477411827,38.5298404083081,47.8795811440718,148.075821614292,1,"1_1",38410.5250566205,38335.7040182742,17812.125
"CP024545","cembio",2183,4,365.106900890917,365.151413009454,483.734907290697,491.161326346403,365.129243140439,1,"1_4",1565.13761147462,1562.43041147462,826.974975585938
"CP024566","afekta",18,1,482.10936174064,482.154272385097,38.5298404083081,48.4735851501785,482.131753575836,1,"1_1",24887.1080961625,24827.8406038544,8578.3203125
"CP024588","afekta",44,1,160.054969446018,160.096663055418,36.1521037714083,49.0685887086473,160.075379213136,1,"1_1",37872.5132416147,37304.5284950874,14695.42578125
"CP024659","cembio",2123,4,546.377347784609,546.422521149765,487.161326346403,502.146397957234,546.399617198413,1,"1_4",14590.8636659168,13078.8781670976,2937.39868164062
"CP024744","cembio",2171,4,301.120821463643,301.162318322682,479.625696459958,497.337208309351,301.141213973296,1,"1_4",123379.639039834,118694.244233173,39314.5703125
"CP024757","cembio",2110,4,429.29732043334,429.33995765104,496.084642383706,512.45196504971,429.318730443975,1,"1_4",86156.924086342,83597.4626839121,24439.486328125
"CP024771","afekta",48,1,227.093675370888,227.134294209428,18.8805378352082,41.9349015343456,227.113885851805,1,"1_1",2259346.55099513,2254911.57306785,718372.1875
"CP024811","afekta",1,1,379.958337788963,380.000115450373,41.5016393544539,51.4457967163233,379.979412921451,1,"1_1",42001.4604419495,41899.1181502262,20946.611328125
"CP024817","afekta",42,1,147.092553121304,147.133147067703,17.6836489463215,40.1521037714083,147.112750455762,1,"1_1",3505639.68509161,3500839.00134835,1378193.625
"CP024819","hmgu",2249,5,70.0442438554128,70.0845070071737,20.2985773784415,28.2963773784055,70.06435635188,1,"1_5",651.540897691895,603.526617131962,292.852407914695
"CP024820","hmgu",2236,5,105.045043754383,105.085161853173,20.2985773784415,27.6035773784215,105.065083511366,1,"1_5",621.244541409193,613.917966217312,327.438602710513
"CP024821","hmgu",2227,5,197.079567599406,197.120463820254,20.2985773784415,27.6035773784215,197.100162473867,1,"1_5",1472.99355079006,1470.30075079006,957.50914672862
"CP024832","afekta",47,1,205.048291121435,205.089861964745,38.5298404083081,52.6347714703616,205.068726434675,1,"1_1",227980.019614843,227757.347750031,98780.5859375
"CP024837","afekta",4,1,399.124507102617,399.165160909192,18.8805378352082,41.3409613277063,399.144904229264,1,"1_1",1890109.04027391,1886911.75015538,689144.8125
"CP024840","hmgu",2223,5,84.0235904313086,84.0637257399899,21.5437773784215,31.1177265514231,84.0436721505182,1,"1_5",1827.06073601276,1820.29817125391,769.2503981664
"CP024844","hmgu",2203,5,130.029146367258,130.069393721724,22.1911773784095,31.1177265514231,130.049271051315,1,"1_5",3366.34097734095,3339.08462842408,1351.28018848717
"CP024845","hmgu",2232,5,245.075377493011,245.116279650807,23.6035773784215,31.8362647841454,245.095633257964,1,"1_5",1676.07761224143,1672.54177890813,955.368060868574
