"pass","lab","mix","inchikey_2d","rank"
"primary","afekta","2_3","UCTWMZQNUQWSLP",1
"primary","afekta","2_3","UFFBMTHBGFGIHF",1
"primary","afekta","2_3","VGONTNSXDCQUGY",1
"primary","afekta","2_3","WGQKYBSKWIADBV",12
"primary","afekta","2_3","WXCMHFPAUCOJIG",14
"primary","afekta","2_3","WXNXCEHXYPACJF",1
"primary","afekta","2_3","XQXPVVBIMDBYFF",4
"primary","afekta","2_3","YHGNXQAFNHCBTK",5
"primary","afekta","2_3","ZDXPYRJPNDTMRX",2
"primary","afekta","2_4","AFBPFSWMIHJQDM",10
"primary","afekta","2_4","DDRJAANPRJIHGJ",1
"primary","afekta","2_4","DKMROQRQHGEIOW",10
"primary","afekta","2_4","DLFVBJFMPXGRIB",8
"primary","afekta","2_4","DOIRQSBPFJWKBE",3
"primary","afekta","2_4","DRLFMBDRBRZALE",1
"primary","afekta","2_4","FOYHNROGBXVLLX",6
"primary","afekta","2_4","GFFGJBXGBJISGV",1
"primary","afekta","2_4","HNEGQIOMVPPMNR",1
"primary","afekta","2_4","IHCCAYCGZOLTEU",10
"primary","afekta","2_4","JFCQEDHGNNZCLN",1
"primary","afekta","2_4","JLSKPBDKNIXMBS",1
"primary","afekta","2_4","JLTDJTHDQAWBAV",1
"primary","afekta","2_4","JMOXSQYGVIXBBZ",2
"primary","afekta","2_4","JTEJPPKMYBDEMY",1
"primary","afekta","2_4","JYGXADMDTFJGBT",1
"primary","afekta","2_4","KDCGOANMDULRCW",1
"primary","afekta","2_4","KIWQWJKWBHZMDT",2
"primary","afekta","2_4","KPGXRSRHYNQIFN",1
"primary","afekta","2_4","KWIUHFFTVRNATP",1
"primary","afekta","2_4","KZSNJWFQEVHDMF",10
"primary","afekta","2_4","LJUQGASMPRMWIW",1
"primary","afekta","2_4","LRTFPLFDLJYEKT",11
"primary","afekta","2_4","LVHBHZANLOWSRM",1
"primary","afekta","2_4","MOTZDAYCYVMXPC",1
"primary","afekta","2_4","MVAWJSIDNICKHF",19
"primary","afekta","2_4","NMHMNPHRMNGLLB",1
"primary","afekta","2_4","OGHAROSJZRTIOK",13
"primary","afekta","2_4","OISVCGZHLKNMSJ",1
"primary","afekta","2_4","OLXZPDWKRNYJJZ",1
"primary","afekta","2_4","OVRNDRQMDRJTHS",1
"primary","afekta","2_4","PHIQHXFUZVPYII",1
"primary","afekta","2_4","QVWAEZJXDYOKEH",5
"primary","afekta","2_4","RNVCVTLRINQCPJ",6
"primary","afekta","2_4","SGNZYJXNUURYCH",10
"primary","afekta","2_4","SMEROWZSTRWXGI",1
"primary","afekta","2_4","SMNDYUVBFMFKNZ",12
"primary","afekta","2_4","TUHVEAJXIMEOSA",1
"primary","afekta","2_4","UDSFAEKRVUSQDD",1
"primary","afekta","2_4","UFFBMTHBGFGIHF",1
"primary","afekta","2_4","UKFXDFUAPNAMPJ",5
"primary","afekta","2_4","WGQKYBSKWIADBV",12
"primary","afekta","2_4","WXUAQHNMJWJLTG",2
"primary","afekta","2_4","YFTGOBNOJKXZJC",1
"primary","afekta","2_4","ZFAHNWWNDFHPOH",1
"primary","afekta","2_4","ZHMMPVANGNPCBW",13
"primary","afekta","2_5","AFBPFSWMIHJQDM",11
"primary","afekta","2_5","ASWBNKHCZGQVJV",3
"primary","afekta","2_5","BEJNERDRQOWKJM",7
"primary","afekta","2_5","CLFRCXCBWIQVRN",8
"primary","afekta","2_5","DCXYFEDJOCDNAF",6
"primary","afekta","2_5","DUUGKQCEGZLZNO",1
"primary","afekta","2_5","DWRXFEITVBNRMK",1
"primary","afekta","2_5","FBZONXHGGPHHIY",1
"primary","afekta","2_5","FDGQSTZJBFJUBT",1
"primary","afekta","2_5","FJKROLUGYXJWQN",2
"primary","afekta","2_5","FOYHNROGBXVLLX",3
"primary","afekta","2_5","HAPOVYFOVVWLRS",7
"primary","afekta","2_5","HUDBDWIQSIGUDI",7
"primary","afekta","2_5","HXACOUQIXZGNBF",20
"primary","afekta","2_5","IHYJTAOFMMMOPX",1
"primary","afekta","2_5","IJFXRHURBJZNAO",3
"primary","afekta","2_5","JDTWZSUNGHMMJM",2
"primary","afekta","2_5","JJMDCOVWQOJGCB",2
"primary","afekta","2_5","JLTDJTHDQAWBAV",2
"primary","afekta","2_5","JMOXSQYGVIXBBZ",1
"primary","afekta","2_5","JSJWCHRYRHKBBW",1
"primary","afekta","2_5","JTEDVYBZBROSJT",1
"primary","afekta","2_5","KDCGOANMDULRCW",1
"primary","afekta","2_5","KPGXRSRHYNQIFN",6
"primary","afekta","2_5","KTHDTJVBEPMMGL",20
"primary","afekta","2_5","KWIUHFFTVRNATP",1
"primary","afekta","2_5","KZSNJWFQEVHDMF",4
"primary","afekta","2_5","LRTFPLFDLJYEKT",17
"primary","afekta","2_5","MOTZDAYCYVMXPC",1
"primary","afekta","2_5","NHZMQXZHNVQTQA",1
"primary","afekta","2_5","ODHCTXKNWHHXJC",1
"primary","afekta","2_5","OFCNXPDARWKPPY",9
"primary","afekta","2_5","OISVCGZHLKNMSJ",1
"primary","afekta","2_5","OJUGVDODNPJEEC",2
"primary","afekta","2_5","PCSKKIUURRTAEM",1
"primary","afekta","2_5","PMMYEEVYMWASQN",1
"primary","afekta","2_5","PPBRXRYQALVLMV",1
"primary","afekta","2_5","PVNIIMVLHYAWGP",2
"primary","afekta","2_5","RADKZDMFGJYCBB",1
"primary","afekta","2_5","RBNPOMFGQQGHHO",1
"primary","afekta","2_5","RNVCVTLRINQCPJ",10
"primary","afekta","2_5","RWQNBRDOKXIBIV",1
"primary","afekta","2_5","SEOVTRFCIGRIMH",12
"primary","afekta","2_5","SIOXPEMLGUPBBT",1
"primary","afekta","2_5","SNDPXSYFESPGGJ",1
"primary","afekta","2_5","TWBYWOBDOCUKOW",3
"primary","afekta","2_5","TXXHDPDFNKHHGW",8
"primary","afekta","2_5","UBQKCCHYAOITMY",1
"primary","afekta","2_5","UFFBMTHBGFGIHF",1
"primary","afekta","2_5","UGQMRVRMYYASKQ",1
"primary","afekta","2_5","WBYWAXJHAXSJNI",11
"primary","afekta","2_5","WGQKYBSKWIADBV",13
"primary","afekta","2_5","WXNXCEHXYPACJF",8
"primary","afekta","2_5","YGSDEFSMJLZEOE",1
"primary","afekta","2_5","YMAWOPBAYDPSLA",10
"primary","afekta","2_5","ZGXJTSGNIOSYLO",3
"primary","afekta","2_5","ZRQXMKMBBMNNQC",14
"primary","afekta","2_6","AFBPFSWMIHJQDM",9
"primary","afekta","2_6","AFENDNXGAFYKQO",2
"primary","afekta","2_6","BEJNERDRQOWKJM",5
"primary","afekta","2_6","BSYNRYMUTXBXSQ",17
"primary","afekta","2_6","BWLBGMIXKSTLSX",1
"primary","afekta","2_6","CBQJSKKFNMDLON",8
"primary","afekta","2_6","CFFZDZCDUFSOFZ",17
"primary","afekta","2_6","DHMQDGOQFOQNFH",1
"primary","afekta","2_6","DLFVBJFMPXGRIB",10
"primary","afekta","2_6","DUHQIGLHYXLKAE",1
"primary","afekta","2_6","FCCDDURTIIUXBY",1
"primary","afekta","2_6","FOYHNROGBXVLLX",4
"primary","afekta","2_6","FUZZWVXGSFPDMH",12
"primary","afekta","2_6","GNMSLDIYJOSUSW",1
"primary","afekta","2_6","HCZHHEIFKROPDY",1
"primary","afekta","2_6","HGINADPHJQTSKN",9
"primary","afekta","2_6","HNJBEVLQSNELDL",16
"primary","afekta","2_6","HUDBDWIQSIGUDI",7
"primary","afekta","2_6","HVAMZGADVCBITI",13
"primary","afekta","2_6","HXNFUBHNUDHIGC",5
"primary","afekta","2_6","IAVREABSGIHHMO",2
"primary","afekta","2_6","IGIDLTISMCAULB",4
"primary","afekta","2_6","IGMNYECMUMZDDF",2
"primary","afekta","2_6","IWUCXVSUMQZMFG",2
"primary","afekta","2_6","IZZIWIAOVZOBLF",1
"primary","afekta","2_6","JDBGXEHEIRGOBU",1
"primary","afekta","2_6","JFCQEDHGNNZCLN",5
"primary","afekta","2_6","JHIVVAPYMSGYDF",11
"primary","afekta","2_6","JJMDCOVWQOJGCB",1
"primary","afekta","2_6","JLTDJTHDQAWBAV",1
"primary","afekta","2_6","JMOXSQYGVIXBBZ",1
"primary","afekta","2_6","JTEDVYBZBROSJT",1
"primary","afekta","2_6","JYVXNLLUYHCIIH",3
"primary","afekta","2_6","KDCGOANMDULRCW",1
"primary","afekta","2_6","KKADPXVIOXHVKN",1
"primary","afekta","2_6","KPGXRSRHYNQIFN",1
"primary","afekta","2_6","KVQGGLZHHFGHPU",16
"primary","afekta","2_6","KWIUHFFTVRNATP",1
"primary","afekta","2_6","KZSNJWFQEVHDMF",17
"primary","afekta","2_6","LPEKGGXMPWTOCB",6
"primary","afekta","2_6","LRFVTYWOQMYALW",1
"primary","afekta","2_6","LRTFPLFDLJYEKT",16
"primary","afekta","2_6","LVRFTAZAXQPQHI",5
"primary","afekta","2_6","MOTZDAYCYVMXPC",1
"primary","afekta","2_6","NRSCPTLHWVWLLH",4
"primary","afekta","2_6","OISVCGZHLKNMSJ",1
"primary","afekta","2_6","OXQGTIUCKGYOAA",2
"primary","afekta","2_6","PCSKKIUURRTAEM",3
"primary","afekta","2_6","PVNIIMVLHYAWGP",2
"primary","afekta","2_6","QAIPRVGONGVQAS",3
"primary","afekta","2_6","RGHHSNMVTDWUBI",1
"primary","afekta","2_6","RNVCVTLRINQCPJ",4
"primary","afekta","2_6","SIOXPEMLGUPBBT",3
"primary","afekta","2_6","SMQUZDBALVYZAC",6
"primary","afekta","2_6","SYEOWUNSTUDKGM",1
"primary","afekta","2_6","TWBYWOBDOCUKOW",1
"primary","afekta","2_6","TXXHDPDFNKHHGW",13
"primary","afekta","2_6","UBORTCNDUKBEOP",1
"primary","afekta","2_6","UFFBMTHBGFGIHF",4
"primary","afekta","2_6","UKFXDFUAPNAMPJ",1
"primary","afekta","2_6","UOBSVARXACCLLH",13
"primary","afekta","2_6","UTYVDVLMYQPLQB",1
"primary","afekta","2_6","UYTPUPDQBNUYGX",1
"primary","afekta","2_6","VZIRCHXYMBFNFD",6
"primary","afekta","2_6","WGQKYBSKWIADBV",13
"primary","afekta","2_6","WLJVNTCWHIRURA",5
"primary","afekta","2_6","WPYMKLBDIGXBTP",1
"primary","afekta","2_6","WSWCOQWTEOXDQX",3
"primary","afekta","2_6","WXUAQHNMJWJLTG",2
"primary","afekta","2_6","XHCADAYNFIFUHF",1
"primary","afekta","2_6","XUWHAWMETYGRKB",6
"primary","afekta","2_6","YOEBAVRJHRCKRE",2
"primary","afekta","2_7","AFBPFSWMIHJQDM",7
"primary","afekta","2_7","AGPKZVBTJJNPAG",1
"primary","afekta","2_7","AVFZOVWCLRSYKC",36
"primary","afekta","2_7","CCVYRRGZDBSHFU",12
"primary","afekta","2_7","CKOMXBHMKXXTNW",1
"primary","afekta","2_7","DRLFMBDRBRZALE",1
"primary","afekta","2_7","DUHQIGLHYXLKAE",1
"primary","afekta","2_7","FOYHNROGBXVLLX",3
"primary","afekta","2_7","FSASIHFSFGAIJM",2
"primary","afekta","2_7","FVMDYYGIDFPZAX",4
"primary","afekta","2_7","HVRZYSHVZOELOH",13
"primary","afekta","2_7","HXACOUQIXZGNBF",1
"primary","afekta","2_7","IJCKBIINTQEGLY",1
"primary","afekta","2_7","INCSQLZZXBPATR",9
"primary","afekta","2_7","JDTWZSUNGHMMJM",1
"primary","afekta","2_7","JFLIEFSWGNOPJJ",21
"primary","afekta","2_7","JJMDCOVWQOJGCB",15
"primary","afekta","2_7","JLTDJTHDQAWBAV",1
"primary","afekta","2_7","JMOXSQYGVIXBBZ",2
"primary","afekta","2_7","KDCGOANMDULRCW",1
"primary","afekta","2_7","KPGXRSRHYNQIFN",5
"primary","afekta","2_7","KVQGGLZHHFGHPU",12
"primary","afekta","2_7","KWIUHFFTVRNATP",1
"primary","afekta","2_7","KZSNJWFQEVHDMF",13
"primary","afekta","2_7","LRQKBLKVPFOOQJ",2
"primary","afekta","2_7","LRTFPLFDLJYEKT",15
"primary","afekta","2_7","OISVCGZHLKNMSJ",1
"primary","afekta","2_7","OPTASPLRGRRNAP",1
"primary","afekta","2_7","OVRNDRQMDRJTHS",1
"primary","afekta","2_7","PHIQHXFUZVPYII",1
"primary","afekta","2_7","QCHPKSFMDHPSNR",10
"primary","afekta","2_7","QPHLRCUCFDXGLY",9
"primary","afekta","2_7","RNVCVTLRINQCPJ",6
"primary","afekta","2_7","ROHFNLRQFUQHCH",2
"primary","afekta","2_7","SLXKOJJOQWFEFD",4
"primary","afekta","2_7","SMEROWZSTRWXGI",1
"primary","afekta","2_7","SULYEHHGGXARJS",6
"primary","afekta","2_7","SYEOWUNSTUDKGM",3
"primary","afekta","2_7","UFAHZIUFPNSHSL",1
"primary","afekta","2_7","UFFBMTHBGFGIHF",1
"primary","afekta","2_7","UZCXPYDBYUEZCV",1
"primary","afekta","2_7","UZTFMUBKZQVKLK",1
"primary","afekta","2_7","WGQKYBSKWIADBV",14
"primary","afekta","2_7","WLJVNTCWHIRURA",18
"primary","afekta","2_7","WXNXCEHXYPACJF",1
"primary","afekta","2_7","XQCZBXHVTFVIFE",3
"primary","afekta","2_7","XQXPVVBIMDBYFF",5
"primary","afekta","2_7","YBJHBAHKTGYVGT",5
"primary","afekta","2_7","YPTJKHVBDCRKNF",10
"primary","afekta","2_7","YTFVRYKNXDADBI",1
"primary","afekta","2_8","AFBPFSWMIHJQDM",8
"primary","afekta","2_8","AGPKZVBTJJNPAG",1
"primary","afekta","2_8","BJEPYKJPYRNKOW",1
"primary","afekta","2_8","CFFZDZCDUFSOFZ",1
"primary","afekta","2_8","CKTSBUTUHBMZGZ",1
"primary","afekta","2_8","CQRYARSYNCAZFO",8
"primary","afekta","2_8","DTUQWGWMVIHBKE",5
"primary","afekta","2_8","FBTSQILOGYXGMD",1
"primary","afekta","2_8","FOYHNROGBXVLLX",7
"primary","afekta","2_8","FXLOVSHXALFLKQ",4
"primary","afekta","2_8","GJAWHXHKYYXBSV",11
"primary","afekta","2_8","HNEGQIOMVPPMNR",1
"primary","afekta","2_8","IAVREABSGIHHMO",2
"primary","afekta","2_8","IGMNYECMUMZDDF",2
"primary","afekta","2_8","IHCCAYCGZOLTEU",11
"primary","afekta","2_8","IQFYYKKMVGJFEH",1
"primary","afekta","2_8","JLTDJTHDQAWBAV",1
"primary","afekta","2_8","JMOXSQYGVIXBBZ",1
"primary","afekta","2_8","JYPHNHPXFNEZBR",1
"primary","afekta","2_8","JZKXXXDKRQWDET",7
"primary","afekta","2_8","KDCGOANMDULRCW",1
"primary","afekta","2_8","KKSDGJDHHZEWEP",3
"primary","afekta","2_8","KLIDCXVFHGNTTM",19
"primary","afekta","2_8","KPGXRSRHYNQIFN",5
"primary","afekta","2_8","KWIUHFFTVRNATP",1
"primary","afekta","2_8","KWOLFJPFCHCOCG",1
"primary","afekta","2_8","KZSNJWFQEVHDMF",1
"primary","afekta","2_8","LRQKBLKVPFOOQJ",5
"primary","afekta","2_8","LRTFPLFDLJYEKT",16
"primary","afekta","2_8","LVHBHZANLOWSRM",2
"primary","afekta","2_8","MOTZDAYCYVMXPC",1
"primary","afekta","2_8","NGSWKAQJJWESNS",6
"primary","afekta","2_8","NYPYHUZRZVSYKL",1
"primary","afekta","2_8","OISVCGZHLKNMSJ",1
"primary","afekta","2_8","OKVJCVWFVRATSG",1
"primary","afekta","2_8","OPTASPLRGRRNAP",1
"primary","afekta","2_8","OUYCCCASQSFEME",3
"primary","afekta","2_8","RGHHSNMVTDWUBI",1
"primary","afekta","2_8","RNVCVTLRINQCPJ",10
"primary","afekta","2_8","ROHFNLRQFUQHCH",2
"primary","afekta","2_8","RWQNBRDOKXIBIV",1
"primary","afekta","2_8","SMNDYUVBFMFKNZ",14
"primary","afekta","2_8","SMQUZDBALVYZAC",4
"primary","afekta","2_8","SNDPXSYFESPGGJ",15
"primary","afekta","2_8","SOYKEARSMXGVTM",1
"primary","afekta","2_8","SUMDYPCJJOFFON",1
"primary","afekta","2_8","UFFBMTHBGFGIHF",7
"primary","afekta","2_8","VZIRCHXYMBFNFD",11
"primary","afekta","2_8","WGQKYBSKWIADBV",12
"primary","afekta","2_8","WJJMNDUMQPNECX",20
"primary","afekta","2_8","WPYMKLBDIGXBTP",14
"primary","afekta","2_8","XQCZBXHVTFVIFE",3
"primary","afekta","2_8","XQDNFAMOIPNVES",4
"primary","afekta","2_8","YHXHKYRQLYQUIH",5
"primary","afekta","2_8","ZBCATMYQYDCTIZ",2
"primary","afekta","2_8","ZHSOTLOTTDYIIK",1
"primary","afekta","2_9","AFBPFSWMIHJQDM",10
"primary","afekta","2_9","AGPKZVBTJJNPAG",1
"primary","afekta","2_9","ALRHLSYJTWAHJZ",9
"primary","afekta","2_9","AVFZOVWCLRSYKC",32
"primary","afekta","2_9","CCVYRRGZDBSHFU",9
"primary","afekta","2_9","CFFZDZCDUFSOFZ",2
"primary","afekta","2_9","CQRYARSYNCAZFO",10
"primary","afekta","2_9","DBZAKQWXICEWNW",20
"primary","afekta","2_9","DFPAKSUCGFBDDF",1
"primary","afekta","2_9","FEWJPZIEWOKRBE",1
"primary","afekta","2_9","FFEARJCKVFRZRR",1
"primary","afekta","2_9","FOYHNROGBXVLLX",6
"primary","afekta","2_9","FVMDYYGIDFPZAX",12
"primary","afekta","2_9","IAVREABSGIHHMO",10
"primary","afekta","2_9","IGMNYECMUMZDDF",1
"primary","afekta","2_9","INGSNVSERUZOAK",1
"primary","afekta","2_9","JDTWZSUNGHMMJM",2
"primary","afekta","2_9","JLTDJTHDQAWBAV",1
"primary","afekta","2_9","JMOXSQYGVIXBBZ",1
"primary","afekta","2_9","JVTAAEKCZFNVCJ",1
"primary","afekta","2_9","JVTZFYYHCGSXJV",4
"primary","afekta","2_9","KDCGOANMDULRCW",1
"primary","afekta","2_9","KWIUHFFTVRNATP",1
"primary","afekta","2_9","KZNQNBZMBZJQJO",1
"primary","afekta","2_9","KZSNJWFQEVHDMF",14
"primary","afekta","2_9","LHGVFZTZFXWLCP",1
"primary","afekta","2_9","LRQKBLKVPFOOQJ",8
"primary","afekta","2_9","LRTFPLFDLJYEKT",16
"primary","afekta","2_9","LTFHNKUKQYVHDX",2
"primary","afekta","2_9","LXNHXLLTXMVWPM",3
"primary","afekta","2_9","MBIZFBDREVRUHY",1
"primary","afekta","2_9","MNQZXJOMYWMBOU",2
"primary","afekta","2_9","MOTZDAYCYVMXPC",1
"primary","afekta","2_9","MWOOGOJBHIARFG",1
"primary","afekta","2_9","OISVCGZHLKNMSJ",1
"primary","afekta","2_9","OKVJCVWFVRATSG",9
"primary","afekta","2_9","OLXZPDWKRNYJJZ",1
"primary","afekta","2_9","ONIBWKKTOPOVIA",1
"primary","afekta","2_9","OSWPMRLSEDHDFF",10
"primary","afekta","2_9","OVBPIULPVIDEAO",2
"primary","afekta","2_9","PKZJLOCLABXVMC",5
"primary","afekta","2_9","PVNIIMVLHYAWGP",1
"primary","afekta","2_9","QYPPJABKJHAVHS",1
"primary","afekta","2_9","RGHHSNMVTDWUBI",14
"primary","afekta","2_9","RNVCVTLRINQCPJ",7
"primary","afekta","2_9","ROHFNLRQFUQHCH",2
"primary","afekta","2_9","RWQNBRDOKXIBIV",1
"primary","afekta","2_9","RXKJFZQQPQGTFL",10
"primary","afekta","2_9","SFLSHLFXELFNJZ",1
"primary","afekta","2_9","SIOXPEMLGUPBBT",3
"primary","afekta","2_9","SMQUZDBALVYZAC",11
"primary","afekta","2_9","TWBYWOBDOCUKOW",2
"primary","afekta","2_9","UFFBMTHBGFGIHF",3
"primary","afekta","2_9","UFIVEPVSAGBUSI",1
"primary","afekta","2_9","UJVLDDZCTMKXJK",27
"primary","afekta","2_9","VZCYOOQTPOCHFL",1
"primary","afekta","2_9","VZIRCHXYMBFNFD",5
"primary","afekta","2_9","WGQKYBSKWIADBV",11
"primary","afekta","2_9","WPYMKLBDIGXBTP",17
"primary","afekta","2_9","WXNXCEHXYPACJF",1
"primary","afekta","2_9","XNCRUNXWPDJHGV",17
"primary","afekta","2_9","XOAAWQZATWQOTB",1
"primary","afekta","2_9","XUYPXLNMDZIRQH",1
"primary","afekta","2_9","YHXHKYRQLYQUIH",11
"primary","afekta","2_9","ZBCATMYQYDCTIZ",8
"primary","afekta","2_9","ZRSNZINYAWTAHE",2
"primary","afekta","3_1","AFBPFSWMIHJQDM",9
"primary","afekta","3_1","AWDRATDZQPNJFN",2
"primary","afekta","3_1","BHTRKEVKTKCXOH",1
"primary","afekta","3_1","DGABKXLVXPYZII",6
"primary","afekta","3_1","DLFVBJFMPXGRIB",9
"primary","afekta","3_1","DXNCZXXFRKPEPY",2
"primary","afekta","3_1","FJLGEFLZQAZZCD",1
"primary","afekta","3_1","FOYHNROGBXVLLX",4
"primary","afekta","3_1","HQHCYKULIHKCEB",1
"primary","afekta","3_1","JIRKNEAMPYVPTD",3
"primary","afekta","3_1","JJMDCOVWQOJGCB",12
"primary","afekta","3_1","JLTDJTHDQAWBAV",1
"primary","afekta","3_1","JMOXSQYGVIXBBZ",1
"primary","afekta","3_1","KDCGOANMDULRCW",1
"primary","afekta","3_1","KPGXRSRHYNQIFN",4
"primary","afekta","3_1","KVQGGLZHHFGHPU",20
"primary","afekta","3_1","KWIUHFFTVRNATP",1
"primary","afekta","3_1","KXGVEGMKQFWNSR",1
"primary","afekta","3_1","KZSNJWFQEVHDMF",10
"primary","afekta","3_1","LRTFPLFDLJYEKT",8
"primary","afekta","3_1","LWBHHRRTOZQPDM",1
"primary","afekta","3_1","MOTZDAYCYVMXPC",1
"primary","afekta","3_1","NEZDNQCXEZDCBI",1
"primary","afekta","3_1","OBKXEAXTFZPCHS",1
"primary","afekta","3_1","OFJWFSNDPCAWDK",20
"primary","afekta","3_1","OISVCGZHLKNMSJ",1
"primary","afekta","3_1","PAFZNILMFXTMIY",30
"primary","afekta","3_1","RNVCVTLRINQCPJ",9
"primary","afekta","3_1","RUDATBOHQWOJDD",3
"primary","afekta","3_1","SMEROWZSTRWXGI",2
"primary","afekta","3_1","SMWDFEZZVXVKRB",2
"primary","afekta","3_1","UFFBMTHBGFGIHF",1
"primary","afekta","3_1","WGQKYBSKWIADBV",11
"primary","afekta","3_1","XUIIKFGFIJCVMT",1
"primary","afekta","3_2","AFBPFSWMIHJQDM",8
"primary","afekta","3_2","AWDRATDZQPNJFN",2
"primary","afekta","3_2","BHQCQFFYRZLCQQ",1
"primary","afekta","3_2","BHTRKEVKTKCXOH",1
"primary","afekta","3_2","CITHEXJVPOWHKC",1
"primary","afekta","3_2","DGABKXLVXPYZII",2
"primary","afekta","3_2","DLFVBJFMPXGRIB",8
"primary","afekta","3_2","FOYHNROGBXVLLX",6
"primary","afekta","3_2","JLTDJTHDQAWBAV",1
"primary","afekta","3_2","JMOXSQYGVIXBBZ",1
"primary","afekta","3_2","JOXIMZWYDAKGHI",1
"primary","afekta","3_2","KDCGOANMDULRCW",1
"primary","afekta","3_2","KPGXRSRHYNQIFN",5
"primary","afekta","3_2","KWIUHFFTVRNATP",1
"primary","afekta","3_2","KXGVEGMKQFWNSR",4
"primary","afekta","3_2","KZSNJWFQEVHDMF",17
"primary","afekta","3_2","LEGGANXCVQPIAI",21
"primary","afekta","3_2","LRTFPLFDLJYEKT",8
"primary","afekta","3_2","NCYCYZXNIZJOKI",1
"primary","afekta","3_2","OISVCGZHLKNMSJ",1
"primary","afekta","3_2","PAFZNILMFXTMIY",39
"primary","afekta","3_2","PSQYTAPXSHCGMF",12
"primary","afekta","3_2","QQHJDPROMQRDLA",1
"primary","afekta","3_2","RNVCVTLRINQCPJ",7
"primary","afekta","3_2","RUDATBOHQWOJDD",1
"primary","afekta","3_2","SHGAZHPCJJPHSC",3
"primary","afekta","3_2","SMWDFEZZVXVKRB",2
"primary","afekta","3_2","UFFBMTHBGFGIHF",1
"primary","afekta","3_2","WBWWGRHZICKQGZ",1
"primary","afekta","3_2","WGQKYBSKWIADBV",11
"primary","afekta","3_2","WZKXBGJNNCGHIC",1
"primary","afekta","3_3","AFBPFSWMIHJQDM",10
"primary","afekta","3_3","AGBQKNBQESQNJD",1
"primary","afekta","3_3","AVFZOVWCLRSYKC",38
"primary","afekta","3_3","CITHEXJVPOWHKC",1
"primary","afekta","3_3","DNXHEGUUPJUMQT",1
"primary","afekta","3_3","FOYHNROGBXVLLX",4
"primary","afekta","3_3","GHMLBKRAJCXXBS",15
"primary","afekta","3_3","JJMDCOVWQOJGCB",15
"primary","afekta","3_3","JKRDADVRIYVCCY",1
"primary","afekta","3_3","JLTDJTHDQAWBAV",1
"primary","afekta","3_3","JMOXSQYGVIXBBZ",1
"primary","afekta","3_3","KDCGOANMDULRCW",1
"primary","afekta","3_3","KPGXRSRHYNQIFN",5
"primary","afekta","3_3","KWIUHFFTVRNATP",1
"primary","afekta","3_3","LRTFPLFDLJYEKT",20
"primary","afekta","3_3","NKOUWLLFHNBUDW",1
"primary","afekta","3_3","OISVCGZHLKNMSJ",1
"primary","afekta","3_3","QIGBRXMKCJKVMJ",13
"primary","afekta","3_3","RJKFOVLPORLFTN",1
"primary","afekta","3_3","RNVCVTLRINQCPJ",8
"primary","afekta","3_3","UFFBMTHBGFGIHF",1
"primary","afekta","3_3","WGQKYBSKWIADBV",13
"primary","afekta","3_3","YCIMNLLNPGFGHC",14
"primary","afekta","3_3","ZDQWESQEGGJUCH",2
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ACWBBAGYTKWBCD",4
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AEFLONBTGZFSGQ",24
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AFBPFSWMIHJQDM",14
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AGPKZVBTJJNPAG",29
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AHLPHDHHMVZTML",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AIONOLUJZLIMTK",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ALHUZKCOMYUFRB",7
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","APGLTERDKORUHK",62
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","ASWBNKHCZGQVJV",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AVFZOVWCLRSYKC",48
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AYEKOFBPNLCAJY",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","AYFVYJQAPQTCCC",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BAWFJGJZGIEFAR",3
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BBZCPUCZKLTAJQ",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BDJRBEYXGGNYIS",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BHHGXPLMPWCGHP",13
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BJJQJLOZWBZEGA",8
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BKAYIFDRRZZKNF",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BOPGDPNILDQYTO",1
"primary","sirius_full_all_labs_all_mixtures.csv","sirius_full_all_labs_all_mixtures","BPYKTIZUTYGOLE",5
