"mixture","lab","polarity","compound","adduct","source","areaUnderTic","xicFwhm","maxIntensity","apex_rt","snr","baseline","noise","n_scans_in_shape","prior_kind","detection"
"2.5","afekta","pos","N-acetyl-L-valine","[M + H]+","consensus",11980152.3242378,2.39399999999999,3735452,126.48,29632.711231454,370.4931640625,126.045891571045,5,"consensus","detected"
"2.5","afekta","pos","N-acetyl-L-valine","[M + Na]+","consensus",373054.932464035,2.99200000001998,101628.953125,125.88100000002,1772.63109744254,255.010986328125,57.1884033203125,5,"consensus","detected"
"2.5","afekta","pos","N-carbamoyl-beta-alanine","[M + H]+","own",579409.274595875,0.597999999960003,280881.53125,29.53300000002,5346.63785273936,246.350364685059,52.4881595901489,4,"consensus","detected"
"2.5","afekta","pos","N-carbamoyl-beta-alanine","[M + Na]+","consensus",50938.5617826337,NA,16031.857421875,29.53300000002,648.728068702275,235.328948974609,24.35,3,"consensus","detected"
"2.5","afekta","pos","Phenylglyoxal","[M + H]+","consensus",33846.8594662037,1.19600000003999,13528.859375,155.205,42.7332069156581,733.548706054688,299.423132324219,5,"consensus","detected"
"2.5","afekta","pos","Phenylglyoxal","[M + Na]+","consensus",33846.8594662037,1.19600000003999,13528.859375,155.205,41.2455128137528,733.548706054688,310.223095703125,5,"consensus","detected"
"2.5","afekta","pos","cis-4-hydroxy-D-proline","[M + H]+","consensus",13708494.1102568,1.19599999998,6270970,25.94200000002,43968.8175749074,381.608581542969,142.614442172241,5,"consensus","detected"
"2.5","afekta","pos","cis-4-hydroxy-D-proline","[M + Na]+","own",401215.734317592,0.598999999980002,276879.9375,25.344,33960.4323370926,196.738410949707,8.1472225189209,3,"own","detected"
"2.5","afekta","pos","hypoxanthine","[M + H]+","own",21923101.5304326,1.197,7019050.5,31.32799999998,24204.3214667609,1397.94494628906,289.933868408203,5,"own","detected"
"2.5","afekta","pos","inosine","[M + H]+","consensus",2627153.90792278,3.59100000000001,623938.375,37.911,9333.7283192125,245.12491607666,66.821448916626,5,"consensus","detected"
"2.5","afekta","pos","picolinic acid","[M + H]+","consensus",6350537.60435959,0.597999999960003,2213259.25,29.53300000002,2950.07872537272,4031.19848632812,748.870880126953,4,"consensus","detected"
"2.5","afekta","pos","picolinic acid","[M + Na]+","consensus",28119.3578785014,3.591,4027.59387207031,25.94200000002,162.720767253222,264.014678955078,23.1290649414063,4,"consensus","detected"
"2.5","afekta","pos","pyridin-2-ol","[M + H]+","consensus",3176061.04295428,1.79600000004,1479085.875,42.10000000002,9091.30773778276,332.905624389648,162.655693991089,4,"consensus","detected"
"2.5","afekta","pos","pyridoxal","[M + H]+","consensus",16015742.5418919,2.394,3788647.25,29.53300000002,5276.07834183027,2455.77526855469,717.61471862793,4,"consensus","detected"
"2.5","afekta","pos","trans-cinnamic acid","[M + H]+","consensus",76126.9640419126,1.19699999999995,33617.05859375,347.90299999998,116.136650623897,589.527801513672,284.385080978394,5,"consensus","detected"
"2.5","afekta","pos","xanthurenic acid","[M + H]+","own",2385775.3980524,17.355,76228.90625,160.59100000002,13.3669389816158,5849.11669921875,5265.21364746094,5,"consensus","detected"
"2.6","afekta","pos","3-methyladipic acid","[M + H]+","own",291195.803109693,1.197,123882.328125,173.844,7826.26756654084,251.934997558594,15.7968523406982,4,"consensus","detected"
"2.6","afekta","pos","3-methyladipic acid","[M + Na]+","consensus",121756.270369529,1.79599999998001,49408.41015625,173.844,791.421050367584,293.368408203125,62.0593067687988,5,"consensus","detected"
"2.6","afekta","pos","4-hydroxy-4-methyloxan-2-one","[M + H]+","consensus",3964952.78457571,66.42699999996,3311.93627929688,76.29799999998,14.0559748679887,522.14949798584,198.4769329422,5,"consensus","detected"
"2.6","afekta","pos","5-aminopentanoic acid","[M + H]+","consensus",353307.931010822,2.99200000002,62045.78125,154.095,8.45639982864803,45420.64453125,1965.9828125,5,"consensus","detected"
"2.6","afekta","pos","5-aminopentanoic acid","[M + Na]+","consensus",1434.49826406526,NA,1652.00952148438,163.07200000002,5.34296636975616,593.1845703125,198.171741668701,4,"consensus","detected"
"2.6","afekta","pos","5-hydroxymethyluracil","[M + H]+","consensus",16803.1552736793,3.591,2592.52661132812,39.79300000002,87.9056973578437,254.183822631836,26.6005828857422,4,"consensus","detected"
"2.6","afekta","pos","5-hydroxymethyluracil","[M + Na]+","consensus",18673.6996931404,14.36300000004,2161.6572265625,30.21799999998,48.3468756311373,255.389251708984,39.4289796386719,3,"consensus","detected"
"2.6","afekta","pos","esculin","[M + H]+","consensus",13593.7001398833,1.19699999999997,786.152282714844,154.69399999998,35.4682108562127,241.016662597656,15.3696960449219,3,"consensus","detected"
"2.6","afekta","pos","esculin","[M + K]+","consensus",103531.01370806,1.79599999997998,34988.28125,153.49699999998,661.264984855618,269.788467407227,52.5031471160889,5,"consensus","detected"
"2.6","afekta","pos","esculin","[M + Na]+","consensus",103531.01370806,1.79599999997998,34988.28125,153.49699999998,661.264984855618,269.788467407227,52.5031471160889,5,"consensus","detected"
"2.6","afekta","pos","guanine","[M + H]+","consensus",3971957.10061177,1.197,1818526.25,27.82399999998,5620.16898912158,846.385772705078,323.420855804443,4,"consensus","detected"
"2.6","afekta","pos","indole-3-butyric acid","[M + H]+","consensus",3083978.86094799,1.79500000002002,1374465.125,305.50000000002,23729.709936633,307.606964111328,57.9087364196778,4,"consensus","detected"
"2.6","afekta","pos","indole-3-butyric acid","[M + K]+","consensus",3083978.86094799,1.79500000002002,1374465.125,305.50000000002,23729.709936633,307.606964111328,57.9087364196778,4,"consensus","detected"
"2.6","afekta","pos","isonicotinic acid","[M + H]+","consensus",11773124.1573294,2.394,1589041.375,29.02099999998,3627.84712934757,2354.54956054688,437.363198852539,4,"consensus","detected"
"2.6","afekta","pos","lipoamide","[M + H]+","consensus",3874603.80764752,1.197,1569449,267.19999999998,14552.8359536854,374.223037719727,107.819175723267,5,"consensus","detected"
"2.6","afekta","pos","lipoamide","[M + Na]+","own",375840.68873134,1.79600000003995,132174.953125,267.19999999998,6339.01465384484,300.814514160156,20.8035705566406,5,"own","detected"
"2.6","afekta","pos","phenylacetylglycine","[M + H]+","consensus",7231546.44941445,1.197,3341045.75,191.79700000002,48393.6597602392,307.185287475586,69.0325671020508,4,"consensus","detected"
"2.6","afekta","pos","phenylacetylglycine","[M + Na]+","consensus",236333.272118183,1.197,123011.9140625,191.79700000002,1588.14731153077,242.265625,77.303690625,3,"consensus","detected"
"2.6","afekta","pos","pyrimidine","[M + H]+","consensus",NA,NA,NA,NA,NA,NA,NA,0,"consensus","no_data"
"2.6","afekta","pos","pyrrolidin-2-one","[M + H]+","consensus",4504718.61986413,20.34700000002,3032.84814453125,54.75400000002,40.3906269128435,275.535766601562,68.2661446151733,5,"consensus","detected"
"2.6","afekta","pos","xanthosine","[M + H]+","consensus",NA,NA,NA,58.34500000002,0.674490759476595,199.145835876465,33.3276087295532,3,"consensus","below_detection"
"2.6","afekta","pos","xanthosine","[M + K]+","consensus",285226.79702503,13.764,1119.33978271484,54.75400000002,15.8214376051961,304.269973754883,51.5167982391357,3,"consensus","detected"
"2.6","afekta","pos","xanthosine","[M + Na]+","consensus",285226.79702503,13.764,1119.33978271484,54.75400000002,15.8214376051961,304.269973754883,51.5167982391357,3,"consensus","detected"
"2.7","afekta","pos","3,3-dimethylglutaric acid","[M + H]+","consensus",2422.65570228815,NA,552.890930175781,173.20000000002,8.55536340926116,231.721160888672,37.540166784668,5,"consensus","detected"
"2.7","afekta","pos","3,3-dimethylglutaric acid","[M + Na]+","consensus",84114.0818477906,1.79499999996,20868.55078125,174.39700000002,940.750403117068,215.163467407227,21.9541625976562,5,"consensus","detected"
"2.7","afekta","pos","3,4,5-Trimethoxycinnamic acid","[M + H]+","consensus",2669654.43765952,1.19700000000006,1128998,282.714,20671.5397112977,305.089294433594,54.6012985229492,5,"consensus","detected"
"2.7","afekta","pos","3-hydroxyphenylacetic acid","[M + H]+","consensus",37776.9002836435,69.41899999998,678.227111816406,185.76700000002,11.2769720705582,219.027160644531,40.7201461791992,5,"consensus","detected"
"2.7","afekta","pos","3-hydroxyphenylacetic acid","[M + Na]+","consensus",42504.0350783341,16.75600000002,560.041137695312,196.539,16.5871760971125,224.911590576172,20.2041351196289,5,"consensus","detected"
"2.7","afekta","pos","4-acetamidobutanoic acid","[M + H]+","own",3742993.32454056,1.79500000002,1475157.25,42.141,8272.52181132607,423.924438476562,178.268895410156,5,"own","detected"
"2.7","afekta","pos","4-acetamidobutanoic acid","[M + Na]+","consensus",223480.201745316,50.26900000002,1806.59448242188,60.09400000002,20.7344485352971,263.332809448242,74.4298393249512,3,"consensus","detected"
"2.7","afekta","pos","4-pyridoxic acid","[M + H]+","consensus",4329258.166324,5.98400000004,130885.2734375,45.13300000002,464.719974618893,903.079376220703,279.700036926269,5,"consensus","detected"
"2.7","afekta","pos","4-pyridoxic acid","[M + Na]+","consensus",47714.4406238075,4.78700000004,2509.7734375,45.13300000002,87.8029193098056,208.75,26.2066848754883,4,"consensus","detected"
"2.7","afekta","pos","6-methyladenine","[M + H]+","consensus",29473441.5438772,41.89099999998,16241.69140625,62.48800000002,10.7273229037091,3997.14306640625,1141.43560791016,5,"consensus","detected"
"2.7","afekta","pos","Methyl 3-aminopropanoate","[M + H]+","own",750314.2275125,19.15000000002,4678.49462890625,43.338,39.5138308694368,256.752868652344,111.903646469116,5,"consensus","detected"
"2.7","afekta","pos","N(4)-acetylcytosine","[M + H]+","consensus",10108369.0236015,1.197,4613792.5,42.141,21825.3389522602,489.75,211.373704669189,4,"consensus","detected"
"2.7","afekta","pos","N(4)-acetylcytosine","[M + Na]+","consensus",10108369.0236015,1.197,4613792.5,42.141,21825.3389522602,489.75,211.373704669189,4,"consensus","detected"
"2.7","afekta","pos","N-acetyl-L-isoleucine","[M + H]+","consensus",3264.99789275128,4.78799999999998,675.563659667969,233.04400000002,7.21274699105626,330.817977905273,47.7967246307373,5,"consensus","detected"
"2.7","afekta","pos","N-acetyl-L-isoleucine","[M + Na]+","consensus",266144.287085395,42.489,580.846618652344,204.31900000002,33.4502481706684,247.24626159668,9.9730308532715,5,"consensus","detected"
"2.7","afekta","pos","N-acetyl-beta-D-mannosamine","[M + H]+","consensus",488332.694956798,1.79599999998,197662.515625,26.58199999998,5971.97458190294,218.142852783203,33.0618240356445,4,"consensus","detected"
"2.7","afekta","pos","N-acetyl-beta-D-mannosamine","[M + Na]+","own",535068.252788743,1.197,232796.09375,26.58199999998,6170.35063788776,211.347229003906,37.6939270019531,5,"own","detected"
"2.7","afekta","pos","O-propanoyl-L-carnitine","[M + H]+","consensus",34509977.3775681,65.22999999996,4560.78881835938,76.25200000002,13.2609078475002,781.441040039062,284.99917364502,5,"consensus","detected"
"2.7","afekta","pos","beta-alanine","[M + H]+","consensus",36197.2324401414,4.78700000004,5811.9443359375,28.97599999998,73.8728211825407,240.820350646973,75.4150700637817,5,"consensus","detected"
"2.7","afekta","pos","ethanolamine","[M + H]+","consensus",30793.3233328616,3.591,7596.95751953125,28.97599999998,96.2566490712301,276.396728515625,76.0525206481934,4,"consensus","detected"
"2.7","afekta","pos","melatonin","[M + H]+","consensus",24355796.5155537,14.961,64192.26171875,259.97298437502,41.7811400790527,3642.98608398438,1449.20113525391,5,"consensus","detected"
"2.7","afekta","pos","melatonin","[M + K]+","consensus",24355796.5155537,14.961,64192.26171875,259.97298437502,41.7811400790527,3642.98608398438,1449.20113525391,5,"consensus","detected"
"2.7","afekta","pos","melatonin","[M + Na]+","own",1800575.39361762,1.79499999995997,676839.125,249.79999999998,6895.36574866776,349.096420288086,98.1079254150391,4,"own","detected"
"2.8","afekta","pos","2'-deoxycytidine","[M + H]+","own",3025610.37723762,1.79500000002,1123909.625,27.61300000002,4957.25700660021,546.002700805664,226.609921737671,4,"own","detected"
"2.8","afekta","pos","3-amino-3-(4-hydroxyphenyl)propanoic acid","[M + H]+","own",367590.187382697,1.79500000002,107600.9765625,31.20400000002,2573.67857359208,279.367431640625,41.6996940612793,4,"consensus","detected"
"2.8","afekta","pos","L-isoleucine","[M + H]+","consensus",2815.09623031825,2.99199999996003,947.041442871094,214.93000000002,7.79496531692472,302.670501708984,82.6650170928955,3,"consensus","detected"
"2.8","afekta","pos","cytosine","[M + Na]+","consensus",NA,NA,NA,58.134,4.59856465741046,290.204559326172,123.072148132324,5,"consensus","below_detection"
"2.8","afekta","pos","phenyl acetate","[M + H]+","consensus",9431.95101069417,18.552,491.918579101562,193.386,7.49414841663388,244.119186401367,33.0657172668457,5,"consensus","detected"
"2.9","afekta","pos","(R)-noradrenaline","[M + H]+","consensus",334932.080270112,1.197,146466.875,25.77400000002,3092.32546386424,268.512924194336,47.277805581665,4,"consensus","detected"
"2.9","afekta","pos","D-leucine","[M + H]+","consensus",39801.7442595379,18.552,6373.119140625,268.74100000002,78.8478680856816,316.53125,76.813591003418,5,"consensus","detected"
"2.9","afekta","pos","D-proline","[M + H]+","consensus",19046216.2810318,1.79499999996,8003401,26.373,41343.0070544695,744.787902832031,193.567347473145,4,"consensus","detected"
"2.9","afekta","pos","Gly-Pro","[M + H]+","own",14268699.567089,1.197,7208120.5,28.16800000002,58996.7387735036,361.603576660156,122.172158093262,4,"own","detected"
"2.9","afekta","pos","N-acetyl-L-methionine","[M + H]+","consensus",7484470.89656489,2.39400781248,2171010.25,129.903,38915.0160664103,250.776374816895,55.7820526123047,5,"consensus","detected"
"2.9","afekta","pos","N-acetyl-L-methionine","[M + Na]+","own",337540.487422214,2.39400781248,101393.0546875,129.903,2304.40922347862,259.5625,43.8869499206543,5,"own","detected"
"2.9","afekta","pos","agmatine","[M + H]+","consensus",7956036.72194316,30.52099999998,6764.81787109375,42.52999999998,11.6891366356483,1938.30871582031,412.905529785156,5,"consensus","detected"
"2.9","afekta","pos","agmatine","[M + Na]+","consensus",NA,NA,NA,49.71199999998,-0.122593409088166,210.424728393555,38.6831098571777,5,"consensus","below_detection"
"2.9","afekta","pos","diethyl 2-methyl-3-oxosuccinate","[M + H]+","consensus",NA,NA,NA,256.77199999998,3.26142490146808,7663.4736328125,1042.52685546875,5,"consensus","below_detection"
"2.9","afekta","pos","diethyl 2-methyl-3-oxosuccinate","[M + Na]+","consensus",17709.179076162,10.77200000004,2332.80310058594,251.38600000002,5.44365317289402,616.782836914062,315.233209973145,4,"consensus","detected"
"2.9","afekta","pos","fumaric acid","[M + H]+","consensus",24786.8270545343,28.12699999998,399.969268798828,53.901,10.0506118765927,213.059204101562,18.5968841491699,4,"consensus","detected"
"2.9","afekta","pos","homogentisic acid","[M + H]+","consensus",357949.534248905,1.79500390625999,132438.09375,64.67299609374,4422.58146711843,212.30492401123,29.8978752136231,5,"consensus","detected"
"2.9","afekta","pos","nicotinamide","[M + H]+","own",14466509.7855488,36.50499999996,14362.693359375,64.07399609376,16.3067875657913,356.152404785156,858.939315795898,5,"consensus","detected"
"2.9","afekta","pos","nicotinamide","[M + Na]+","consensus",5708.80949188638,1.197,3574.18994140625,60.48400000002,6.83987309813934,1218.90850830078,344.345779418945,4,"consensus","detected"
"2.9","afekta","pos","nicotinic acid","[M + H]+","consensus",3803719.23649812,8.976,22776.6796875,37.14499999998,88.4128582745929,547.70654296875,251.422401428223,5,"consensus","detected"
"2.9","afekta","pos","ritalinic acid","[M + H]+","consensus",47429324.6460191,7.18099999998003,292810,201.117,831.194323843663,1051.04162597656,351.011730957031,5,"consensus","detected"
"2.9","afekta","pos","ritalinic acid","[M + Na]+","consensus",47428520.8456686,7.18099999998003,292810,201.117,748.298033777588,950.410583496094,390.031212487793,5,"consensus","detected"
"2.9","afekta","pos","taurine","[M + Na]+","consensus",781454.548626138,1.197,519099.40625,25.176,48224.7595920515,258.654357910156,10.7588043212891,3,"consensus","detected"
"2.9","afekta","pos","thymine","[M + H]+","consensus",1745501.77282763,1.197,847863.6875,41.334,13222.5280954811,242.692306518555,64.1043066101074,4,"consensus","detected"
"2.9","afekta","pos","thymine","[M + Na]+","consensus",11284.6568014602,23.33900390622,982.887573242188,41.93200000002,34.3842427791592,235.101875305176,21.7479181594849,2,"consensus","detected"
"2.9","afekta","pos","vanillin","[M + H]+","consensus",2766976.51462721,1.197,1265384.125,208.29799999998,14679.2076234183,380.584365844727,86.1765548309326,4,"consensus","detected"
"2.9","afekta","pos","vanillin","[M + Na]+","consensus",2766976.51462721,1.197,1265384.125,208.29799999998,14679.2076234183,380.584365844727,86.1765548309326,4,"consensus","detected"
"3.1","afekta","pos","(3S,5R)-fluvastatin","[M + Na]+","own",108961.936568718,0.598000000019965,66001.40625,398.62399999998,2082.06841115513,319.561370849609,31.5464393615723,3,"consensus","detected"
"3.1","afekta","pos","1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","[M + H]+","consensus",NA,NA,NA,551.232,2.23465846059476,380.443984985352,57.2730758666992,5,"consensus","below_detection"
"3.1","afekta","pos","L-thyroxine","[M + H]+","consensus",5612234.71112076,1.197,2563184.75,319.02700000002,6247.54057506215,897.226440429688,410.127392175293,5,"consensus","detected"
"3.1","afekta","pos","taurochenodeoxycholic acid","[M + H]+","consensus",1525645.22656977,1.79500000001997,558966.25,344.76400000002,9913.20754535117,289.480773925781,56.3568115234375,5,"consensus","detected"
"3.1","afekta","pos","taurochenodeoxycholic acid","[M + K]+","consensus",118656.976669478,10.77200000004,14401.5625,344.166,327.35526094108,266.125,43.180725,4,"consensus","detected"
"3.1","afekta","pos","taurochenodeoxycholic acid","[M + Na]+","consensus",1525645.22656977,1.79500000001997,558966.25,344.76400000002,9913.20754535117,289.480773925781,56.3568115234375,5,"consensus","detected"
"3.1","afekta","pos","taurodeoxycholic acid","[M + H]+","consensus",1525645.22656977,1.79500000001997,558966.25,344.76400000002,8143.24663049186,294.625,68.6055145263672,5,"consensus","detected"
"3.1","afekta","pos","taurodeoxycholic acid","[M + K]+","consensus",118656.976669478,10.77200000004,14401.5625,344.166,422.755167157809,276.894744873047,33.4109878540039,4,"consensus","detected"
"3.1","afekta","pos","undecanedioic acid","[M + Na]+","consensus",106857.257686563,1.79499999996005,35322.22265625,305.26300000002,555.263043818344,290.553771972656,63.0902223266602,4,"consensus","detected"
"3.2","afekta","pos","1,2-dioleoyl-sn-glycero-3-phosphocholine","[M + H]+","consensus",10576.9447680237,4.78799999999995,1235.37023925781,372.234,16.9220243172091,354.200012207031,52.0723886535645,5,"consensus","detected"
"3.2","afekta","pos","1-stearoyl-sn-glycerol","[M + H]+","consensus",NA,NA,NA,637.35499999998,-1.12222526495189,597.6943359375,260.816027832031,5,"consensus","below_detection"
"3.2","afekta","pos","1-stearoyl-sn-glycerol","[M + Na]+","consensus",NA,NA,NA,648.726,2.46515489641941,482.849044799805,114.89030456543,5,"consensus","below_detection"
"3.2","afekta","pos","Leucomalachite green","[M + H]+","consensus",17675122.4781131,1.79499999996,5855666.5,330.942,2394.12444190761,4409.5869140625,2444.00700759888,5,"consensus","detected"
"3.2","afekta","pos","all-trans-retinal","[M + H]+","consensus",18867703.1373882,2.39400000000012,6088239,566.733,12922.1652411148,1102.22229003906,471.061673034668,5,"consensus","detected"
"3.2","afekta","pos","cholest-4-en-3-one","[M + H]+","consensus",419601.107247881,2.99200000002008,101477.734375,685.82899999998,1692.23474214525,291.871505737305,59.7942237854004,5,"consensus","detected"
"3.2","afekta","pos","cholic acid","[M + Na]+","consensus",55339.9830805542,13.16500000002,8972.8505859375,371.63599999998,136.002323806333,313.866180419922,63.6679151000977,4,"consensus","detected"
"3.2","afekta","pos","gamma-terpinene","[M + H]+","consensus",147338.976643213,20.34699999996,4535.95336914062,584.68699999998,9.74626237207887,812.703186035156,382.018258996582,5,"consensus","detected"
"3.2","afekta","pos","gamma-terpinene","[M + Na]+","consensus",147338.976643213,20.34699999996,4535.95336914062,584.68699999998,9.74626237207887,812.703186035156,382.018258996582,5,"consensus","detected"
"3.2","afekta","pos","hexadecanedioic acid","[M + H]+","consensus",190946.918092766,1.197,83895.1875,424.29799999998,1187.81496978278,366.451934814453,70.3213359741211,4,"consensus","detected"
"3.2","afekta","pos","hexadecanedioic acid","[M + Na]+","consensus",42546.0331184317,1.197,21296.84375,424.29799999998,486.462429306705,352.737869262695,43.0539022521973,4,"consensus","detected"
"3.2","afekta","pos","hexanal","[M + Na]+","consensus",NA,NA,NA,82.584,2.18229954423946,260.00358581543,42.4624786376953,5,"consensus","below_detection"
"3.2","afekta","pos","hyodeoxycholic acid","[M + H]+","consensus",4704.25117747614,4.78800000000012,1220.58551025391,640.34800000002,6.89992118467105,370.846160888672,123.15203704834,4,"consensus","detected"
"3.2","afekta","pos","hyodeoxycholic acid","[M + Na]+","consensus",4704.25117747614,4.78800000000012,1220.58551025391,640.34800000002,6.89992118467105,370.846160888672,123.15203704834,4,"consensus","detected"
"3.2","afekta","pos","taurocholic acid","[M + H]+","consensus",174346.345539613,1.79500000002002,67187.3828125,305.802,896.878314104106,302.875793457031,74.5747845245361,5,"consensus","detected"
"3.2","afekta","pos","tauroursodeoxycholic acid","[M + H]+","consensus",39560.9789861858,4.78800000000001,3377.025390625,304.00699999998,46.788940018931,272.75,66.34635,4,"consensus","detected"
"3.2","afekta","pos","tauroursodeoxycholic acid","[M + Na]+","consensus",54813.8057797764,1.197,14991.0502929688,303.40900000002,168.089617150675,302.426605224609,87.3856692443848,3,"consensus","detected"
"3.3","afekta","pos","(S)-lipoic acid","[M + Na]+","consensus",NA,NA,NA,342.85099999998,0.269334120114824,430.9453125,56.8319869995117,5,"consensus","below_detection"
"3.3","afekta","pos","2-hydroxyoctanoic acid","[M + H]+","consensus",NA,NA,NA,454.161,4.63301515116802,598.000579833984,149.783320825195,5,"consensus","below_detection"
"3.3","afekta","pos","2-hydroxyoctanoic acid","[M + Na]+","consensus",10160.1869345908,17.95299999996,830.045593261719,446.98000000002,6.65761647711268,342.398529052734,73.2464938293457,5,"consensus","detected"
"3.3","afekta","pos","Dipropyl hexanedioate","[M + H]+","consensus",NA,NA,NA,439.79800000002,3.46074471429078,348.786834716797,75.0847676147461,3,"consensus","below_detection"
"3.3","afekta","pos","Dipropyl hexanedioate","[M + Na]+","consensus",979955.525106828,31.1189999999999,1448.4485168457,437.40499999998,13.5106216665942,349.187896728516,81.3626972351074,5,"consensus","detected"
"3.3","afekta","pos","bilirubin IXalpha","[M + H]+","consensus",35886.4959274767,1.197,11406.2875976562,315.318,201.870944685456,279.722229003906,55.117220489502,4,"consensus","detected"
"3.3","afekta","pos","progesterone","[M + H]+","consensus",9802294.02475637,28.725,7062.64477539062,446.98000000002,21.5936217340154,705.5,294.39919128418,5,"consensus","detected"
"3.3","afekta","pos","undecanoic acid","[M + H]+","consensus",19936.337551774,1.19700000000006,6963.66845703125,454.161,188.846002616409,385.573425292969,34.8331176757813,4,"consensus","detected"
"1.1","cembio","neg","5-hydroxy-L-tryptophan","[M - H]-","own",2745632.19623065,46.87699999998,1566.24426269531,62.598,16.6511451807623,297.448883056641,76.1986857879639,5,"own","detected"
"1.1","cembio","neg","D-alpha-aminobutyric acid","[M - H]-","own",8347.78444163121,16.45699999998,615.840026855469,72.57199999998,10.7014789594116,270.712799072266,32.2504234313965,5,"own","detected"
"1.1","cembio","neg","L-citrulline","[M - H]-","own",1919231.97792913,37.90100000004,1536.83203125,48.63400000002,29.9815491361864,236.217262268066,43.3805058929443,5,"own","detected"
"1.1","cembio","neg","L-homoserine","[M - H]-","own",1368411.10576866,28.42600000002,1269.01977539062,49.632,26.3578557626357,286.442672729492,37.278339767456,4,"own","detected"
"1.1","cembio","neg","L-lysine","[M - H]-","own",309261.934434231,14.961,1778.47448730469,30.681,137.840853730038,222.887962341309,11.2853808059692,5,"own","detected"
"1.1","cembio","neg","L-valine","[M - H]-","own",114164.366394255,12.468,1263.01721191406,34.17199999998,97.0198700047752,223.337837219238,10.7161489151001,5,"consensus","detected"
"1.1","cembio","neg","N(6)-acetyl-L-lysine","[M - H]-","own",1895217.66555663,26.93000000004,2456.001953125,44.14600000002,31.7775934699776,306.328125,67.6474708557129,5,"own","detected"
"1.1","cembio","neg","N-acetyl-L-cysteine","[M - H]-","own",NA,NA,NA,95.51200000002,1.01480645502623,361.344680786133,781.664283752441,5,"own","below_detection"
"1.1","cembio","neg","N-alpha-acetyl-L-asparagine","[M - H]-","consensus",8260189.60418928,1.49599999998,3446664,26.69200000002,24149.314819801,533.892028808594,142.700947570801,4,"consensus","detected"
"1.1","cembio","neg","O(4)-phospho-L-tyrosine","[M - H]-","own",3357303.4783141,39.89500390626,22777.595703125,51.627,9.29293155133739,3441.70751953125,2080.7092010498,5,"own","detected"
"1.1","cembio","neg","alpha-D-glucosamine 6-phosphate","[M - H]-","own",1544517.47776258,20.94499999998,12274.236328125,37.164,37.3130067605079,884.795471191406,305.24050045166,5,"own","detected"
"1.1","cembio","neg","carnosine","[M - H]-","own",2127071.37349234,2.49400000002,618855.5,22.203,12575.2916062977,276.472229003906,49.1900344848633,3,"own","detected"
"1.1","cembio","neg","glutathione","[M - H]-","own",2270511.2833358,3.49099999998,562110.0625,27.68899999998,7112.90193970684,336.4052734375,78.9795307159424,5,"own","detected"
"1.1","cembio","neg","guanosine 5'-monophosphate","[M - H]-","own",2045228.59902534,34.90900000002,13652.8466796875,52.125,8.29949178507394,2302.9990234375,1367.53526000977,5,"own","detected"
"1.1","cembio","neg","homocystine","[M - H]-","own",517114.776345228,0.997000000019998,243925.765625,25.19599999998,7171.88786488966,296.149993896484,33.9700815490723,3,"own","detected"
"1.1","cembio","neg","uridine 5'-monophosphate","[M - H]-","own",6312898.73467246,35.90600000004,43282.8828125,47.13799999998,28.0690426086373,485.356460571289,1524.72340965271,5,"own","detected"
"1.2","cembio","neg","(2R)-2-acetamidopropanoic acid","[M - H]-","consensus",NA,NA,NA,74.42500000002,2.67407183256203,271.56233215332,72.172538621521,5,"consensus","below_detection"
"1.2","cembio","neg","D-erythronic acid","[M - H]-","consensus",13420.4672501042,NA,1722.68322753906,26.05099999998,26.9455633381595,272.152923583984,53.8318789535522,4,"consensus","detected"
"1.2","cembio","neg","IMP","[M - H]-","consensus",167047.212935405,1.49600000003999,53471.12890625,41.511,761.899098972068,297.124374389648,69.7913996795654,4,"consensus","detected"
"1.2","cembio","neg","L-alpha-aminobutyric acid","[M - H]-","own",68479.0591656065,6.483,1986.78918457031,30.04099999998,43.9344255482502,244.551727294922,39.6554054260254,5,"own","detected"
"1.2","cembio","neg","L-homocitrulline","[M - H]-","consensus",NA,NA,NA,NA,NA,NA,NA,0,"consensus","no_data"
"1.2","cembio","neg","N-acetyl-L-aspartic acid","[M - H]-","own",733154.055493335,15.459,715.906311035156,43.00699999998,5.08432412508898,286.943771362305,84.36962890625,5,"own","detected"
"1.2","cembio","neg","N-acetyl-L-glutamine","[M - H]-","consensus",NA,NA,NA,NA,NA,NA,NA,0,"consensus","no_data"
"1.2","cembio","neg","NAD zwitterion","[M - H]-","consensus",1214.51141789851,0.497999999999998,652.689758300781,28.545,442.779090881348,209.910667419434,1,4,"consensus","detected"
"1.2","cembio","neg","cytidine 5'-monophosphate","[M - H]-","own",141055.027086085,25.434,1075.87939453125,40.01500000002,17.0242592017497,256.363502502441,48.1381235046387,5,"own","detected"
"1.3","cembio","neg","2-aminoisobutyric acid","[M - H]-","own",202544.431733111,10.48600000002,35549.87890625,29.883,1019.01039653158,265.114135742188,34.6265012512207,5,"consensus","detected"
"1.3","cembio","neg","D-alanine","[M - H]-","consensus",170860.016805283,4.494,36898.34765625,23.89099999998,2341.49425009721,231.112243652344,15.659758895874,2,"consensus","detected"
"1.3","cembio","neg","D-asparagine","[M - H]-","own",404831.503291988,19.473,1098.41845703125,40.368,10.0589799149034,274.250556945801,81.933546647644,5,"consensus","detected"
