"mixture","lab","polarity","compound","adduct","source","areaUnderTic","xicFwhm","maxIntensity","apex_rt","snr","baseline","noise","n_scans_in_shape","prior_kind","detection"
"1.1","afekta","neg","5-hydroxy-L-tryptophan","[M - H]-","consensus",1538623.77423042,1.79499999996,709043.5625,42.22099999998,10275.2469334267,285.470657348633,68.9772320251465,4,"consensus","detected"
"1.1","afekta","neg","D-alpha-aminobutyric acid","[M - H]-","consensus",NA,NA,NA,84.11200000002,-0.111693484934825,317.952117919922,83.3465366592407,5,"consensus","below_detection"
"1.1","afekta","neg","L-citrulline","[M - H]-","consensus",1080818.00038599,4.18899999996,19076.3203125,28.45699999998,1931.13115604978,250.75,9.74846801757815,5,"consensus","detected"
"1.1","afekta","neg","L-homoserine","[M - H]-","consensus",635770.096858602,4.78699999998,9718.8271484375,27.85900000002,173.596766622263,298.612487792969,54.2649200439453,5,"consensus","detected"
"1.1","afekta","neg","L-lysine","[M - H]-","consensus",99425.9061330505,1.79599999998,42650.4296875,23.67,403.3342680988,312.465057373047,104.96991696167,4,"consensus","detected"
"1.1","afekta","neg","L-valine","[M - H]-","consensus",124998.849967274,11.37,761.427307128906,34.44199999998,7.40136809728836,276.329681396484,65.541616003418,5,"consensus","detected"
"1.1","afekta","neg","N(6)-acetyl-L-lysine","[M - H]-","consensus",1411133.89345322,4.18899999996,67675.3125,30.25300000002,3410.13506050469,265.871292114258,19.7673816467285,4,"consensus","detected"
"1.1","afekta","neg","N-acetyl-L-cysteine","[M - H]-","consensus",NA,NA,NA,78.12799999998,3.76742140079338,609.201538085938,866.02102355957,5,"consensus","below_detection"
"1.1","afekta","neg","N-alpha-acetyl-L-asparagine","[M - H]-","own",4456642.04177399,1.79600000004,1984428.125,27.85900000002,44743.748712558,276.148071289062,44.3447863449097,4,"own","detected"
"1.1","afekta","neg","O(4)-phospho-L-tyrosine","[M - H]-","own",2069287.16511837,13.764,74371.375,35.63899999998,49.4559503606652,6438.66650390625,1373.60030493164,5,"consensus","detected"
"1.1","afekta","neg","alpha-D-glucosamine 6-phosphate","[M - H]-","consensus",1090265.74007153,5.98399999998,66431.171875,27.85900000002,201.314181872956,1066.2724609375,324.690982055664,5,"consensus","detected"
"1.1","afekta","neg","carnosine","[M - H]-","own",967913.532249368,1.79500000002,368459.1875,24.867,10678.7454737455,261.173065185547,34.4795196533203,5,"own","detected"
"1.1","afekta","neg","glutathione","[M - H]-","consensus",747009.375096409,1.197,332256.53125,29.65399999998,3804.52740339425,290.510650634766,87.2555209625244,4,"consensus","detected"
"1.1","afekta","neg","guanosine 5'-monophosphate","[M - H]-","own",1619474.36709989,18.552,48588.0859375,37.434,35.1760775742412,6656.76611328125,1192.04080488281,5,"own","detected"
"1.1","afekta","neg","homocystine","[M - H]-","own",926144.555853933,1.19599999998,445587.9375,26.66200000002,25698.3658199872,254.640625,17.3292457580566,3,"consensus","detected"
"1.1","afekta","neg","uridine 5'-monophosphate","[M - H]-","consensus",2881242.57432121,11.37,98031.8203125,33.24499999998,93.6406825303009,4654.48583984375,997.187674731445,5,"consensus","detected"
"1.2","afekta","neg","(2R)-2-acetamidopropanoic acid","[M - H]-","consensus",5761492.86154686,37.70200000002,1480.330078125,60.63100000002,13.6333621511532,300.777893066406,86.5195372924805,5,"consensus","detected"
"1.2","afekta","neg","D-erythronic acid","[M - H]-","consensus",4192089.42789942,1.197,1764001.875,26.52,10092.2555000879,503.234039306641,174.737811676025,5,"consensus","detected"
"1.2","afekta","neg","IMP","[M - H]-","own",3772822.59925059,5.98400000004,282594.15625,28.914,84.1219958051482,20361.64453125,3117.28828125,5,"own","detected"
"1.2","afekta","neg","L-alpha-aminobutyric acid","[M - H]-","consensus",167299.102345845,1.197,47153.29296875,25.92199999998,296.135618022451,380.716766357422,157.943095513916,4,"consensus","detected"
"1.2","afekta","neg","L-homocitrulline","[M - H]-","own",747683.571742756,1.79599999998,344008.4375,25.92199999998,51033.0552563619,239.183822631836,6.73620758056639,4,"own","detected"
"1.2","afekta","neg","N-acetyl-L-aspartic acid","[M - H]-","consensus",6059595.89750808,1.79500000002,1895081,31.308,8362.98985149893,591.3759765625,226.53257479248,5,"consensus","detected"
"1.2","afekta","neg","N-acetyl-L-glutamine","[M - H]-","own",2348812.2655382,0.598999999979998,1026779.125,28.914,10800.6345690464,327.289459228516,95.0362526367187,4,"own","detected"
"1.2","afekta","neg","NAD zwitterion","[M - H]-","own",578331.256216975,4.18900000002,81626.859375,28.31599999998,363.813634295184,542.131530761719,222.874351593018,5,"own","detected"
"1.2","afekta","neg","cytidine 5'-monophosphate","[M - H]-","consensus",1150143.56490634,13.16600000004,18318.630859375,31.90600000002,40.3835207207969,866.322052001953,432.164122787476,5,"consensus","detected"
"1.3","afekta","neg","2-aminoisobutyric acid","[M - H]-","consensus",131425.719582587,1.197,20972.630859375,25.383,436.519076781924,262.773933410645,47.4431886886597,4,"consensus","detected"
"1.3","afekta","neg","D-alanine","[M - H]-","consensus",91915.7044970126,4.18999999998,22618.0078125,24.78400000002,255.867025470624,278.713134765625,87.3082204971313,3,"consensus","detected"
"1.3","afekta","neg","D-asparagine","[M - H]-","consensus",NA,NA,NA,40.344,3.6336719793333,282.980514526367,41.5818331100464,5,"consensus","below_detection"
"1.3","afekta","neg","D-glucopyranose 6-phosphate","[M - H]-","own",2715778.54568341,5.38599999996,232857.703125,27.777,98.9773167925447,12511.328125,2226.23104101562,5,"consensus","detected"
"1.3","afekta","neg","L-arginine","[M - H]-","own",233682.905243027,1.19600000004,83749.6484375,24.186,8917.79724856004,243.573532104492,9.36397998046875,5,"own","detected"
"1.3","afekta","neg","L-dopa","[M - H]-","own",297599.251670432,1.197,142023.703125,30.16999999998,2464.86838115751,314.321807861328,57.4916625976562,4,"consensus","detected"
"1.3","afekta","neg","L-ornithine","[M - H]-","consensus",44521.6630867466,1.19600000004,18950.6328125,24.186,484.026111665615,275.13362121582,38.5836605529785,4,"consensus","detected"
"1.3","afekta","neg","N(2)-acetyl-L-lysine","[M - H]-","consensus",1263273.7872247,1.79500000002,485785.59375,26.58,23540.6904293623,278.915100097656,20.6241477966309,4,"consensus","detected"
"1.3","afekta","neg","N-acetyl-L-glutamic acid","[M - H]-","consensus",6583659.47555244,49.671,2941.34448242188,55.90300000002,32.1112829703677,309.014709472656,81.9752289367676,5,"consensus","detected"
"1.3","afekta","neg","N-acetyl-beta-neuraminic acid","[M - H]-","consensus",2444910.59548844,16.158,7665.27099609375,33.16300000002,167.39275413801,249.30884552002,44.3027667999267,5,"consensus","detected"
"1.3","afekta","neg","N-carbamoylaspartic acid","[M - H]-","consensus",2182411.0919776,1.79599999998,779969,28.37500000002,4625.65258343974,484.522094726562,168.513407318115,5,"consensus","detected"
"1.3","afekta","neg","UDP","[M - H]-","consensus",NA,NA,NA,57.10000000002,-0.34312392083682,405.818176269531,157.194149047852,5,"consensus","below_detection"
"1.3","afekta","neg","UDP-alpha-D-glucose","[M - H]-","consensus",2332573.69818448,18.55099999998,94501.4453125,37.95,46.0282804041496,8243.6201171875,1874.0179828125,5,"consensus","detected"
"1.3","afekta","neg","guanosine","[M - H]-","consensus",1764050.54520823,36.50500000002,1103.81274414062,60.69100000002,9.97691211695676,258.329879760742,84.7439422607422,3,"consensus","detected"
"1.3","afekta","neg","isocitric acid","[M - H]-","own",3089609.89569573,2.99200000002,547562.875,28.974,369.253385699497,5875.30029296875,1466.98065795898,5,"own","detected"
"1.4","afekta","neg","2'-deoxyadenosine 5'-monophosphate","[M - H]-","own",778804.333059511,1.79499999996,243365.03125,28.40899999998,895.157321980926,755.987167358398,271.023917388916,4,"own","detected"
"1.4","afekta","neg","2'-deoxyguanosine 5'-monophosphate","[M - H]-","own",1802880.05329148,2.99199999996,238311.59375,30.20500000002,172.38990567156,6351.67138671875,1345.55397231445,5,"own","detected"
"1.4","afekta","neg","D-arabinitol","[M - H]-","consensus",874695.437701794,2.39299999998,298374.0625,24.819,4082.66643504106,318.366302490234,73.0051550720215,3,"consensus","detected"
"1.4","afekta","neg","D-lysine","[M - H]-","consensus",91295.2693746381,1.79599999998,36178.68359375,24.22000000002,580.68203557856,263.858322143555,61.8493824005127,4,"consensus","detected"
"1.4","afekta","neg","L-homoarginine","[M - H]-","own",249710.275063154,1.79500000002,80067.359375,24.22000000002,1604.93911884506,257.600006103516,49.7275930480957,4,"own","detected"
"1.4","afekta","neg","N(2)-phenylacetyl-L-glutamine","[M - H]-","own",6838417.27167117,1.79500000002,2962632.5,173.83000000002,47078.4918233602,298.926666259766,62.92328956604,4,"own","detected"
"1.4","afekta","neg","N-acetyl-L-serine","[M - H]-","consensus",1936280.14213764,1.79499999996,912545.3125,28.40899999998,37839.2925537687,276.445007324219,24.1090360290527,4,"consensus","detected"
"1.4","afekta","neg","N-benzoylglycine","[M - H]-","consensus",2876348.47001546,1.79499999996,1219572,164.25499999998,25585.6406906292,308.138000488281,47.6542243652344,4,"consensus","detected"
"1.4","afekta","neg","O-phospho-L-serine","[M - H]-","own",2218292.33400204,34.11099999996,36257.1953125,47.559,21.060229153483,8484.9482421875,1318.70583496094,5,"own","detected"
"1.4","afekta","neg","O-phosphoethanolamine","[M - H]-","consensus",1200459.40343576,1.79500000002,414629.90625,25.41700000002,1346.4630928781,774.952697753906,307.364498693848,4,"consensus","detected"
"1.4","afekta","neg","UDP-alpha-D-glucose","[M - H]-","own",3070505.29761964,9.57500000004,195178.765625,33.795,45.4807526694721,10252.48046875,4066.03396606445,5,"own","detected"
"1.4","afekta","neg","citric acid","[M - H]-","own",3459088.37451367,49.671,17390.9765625,52.94500000002,9.29744105164611,1145.02670288086,1747.35712432861,5,"own","detected"
"1.4","afekta","neg","creatine","[M - H]-","consensus",95915.564339304,4.78699999998,1588.99096679688,29.60599999998,356.136373075125,237.980522155762,3.7935199737549,5,"consensus","detected"
"1.4","afekta","neg","glutathione disulfide","[M - H]-","consensus",393244.836794075,31.119,10164.6865234375,40.37800000002,17.6637177896581,1755.4912109375,476.07165222168,5,"consensus","detected"
"1.4","afekta","neg","uridine","[M - H]-","consensus",NA,NA,NA,105.60799999998,0.253847376659601,386.312835693359,172.115028570557,5,"consensus","below_detection"
"1.5","afekta","neg","3-amino-L-alanine","[M - H]-","consensus",34415.7072750494,1.197,12859.271484375,23.99500000002,362.558154351024,211.771385192871,34.8840591430664,4,"consensus","detected"
"1.5","afekta","neg","D-arginine","[M - H]-","consensus",150999.862912337,11.96899999998,1239.25805664062,31.77400000002,11.2197825477919,276.502227783203,85.8087779113769,5,"consensus","detected"
"1.5","afekta","neg","L-alanine","[M - H]-","consensus",986011.888056568,1.79600000004,385399.84375,37.75900000002,5014.95388231021,276.163452148438,76.7950592041016,5,"consensus","detected"
"1.5","afekta","neg","L-aspartic acid","[M - H]-","consensus",318337.13442373,1.197,161250.9375,25.78999999998,11352.6620933514,219.08332824707,14.1845016479492,3,"consensus","detected"
"1.5","afekta","neg","L-glutamic acid","[M - H]-","own",366761.995002281,1.197,193149.265625,25.78999999998,3924.20809276637,255.862007141113,49.1547336578369,4,"consensus","detected"
"1.5","afekta","neg","L-glutamine","[M - H]-","own",469862.561968308,0.598999999980002,240216.0625,25.191,2138.72351279286,285.238754272461,112.18412399292,4,"own","detected"
"1.5","afekta","neg","L-serine","[M - H]-","consensus",NA,NA,NA,54.51499999998,0.0387913489121856,366.797760009766,1935.64323654175,5,"consensus","below_detection"
"1.5","afekta","neg","N-acetyl-L-alanine","[M - H]-","consensus",5183430.79988364,1.197,2159626.5,37.75900000002,32488.5280592774,288.809005737305,66.46462059021,5,"consensus","detected"
"1.5","afekta","neg","N-acetyl-L-tyrosine","[M - H]-","own",1586965.01739935,2.39300000004002,478756.75,133.509,7355.5263176783,258.595245361328,65.0528778076172,5,"own","detected"
"1.5","afekta","neg","alpha-D-glucose 1-phosphate","[M - H]-","own",1449591.59914625,4.18900000002,153348.578125,26.98699999998,195.9657846719,4877.34521484375,757.638549804688,5,"consensus","detected"
"1.5","afekta","neg","cysteic acid","[M - H]-","consensus",979113.48040063,1.197,438911.90625,25.78999999998,9088.94507255412,273.630737304688,48.2606366317749,4,"consensus","detected"
"1.5","afekta","neg","cytidine","[M - H]-","consensus",374363.530624311,5.985,9513.1328125,29.979,108.601386150238,290.558074951172,84.9213353942871,5,"consensus","detected"
"1.5","afekta","neg","sn-glycerol 3-phosphate","[M - H]-","consensus",1061522.4826451,28.12699999998,16986.134765625,41.94799999998,36.4567801493715,1907.21557617188,413.610832543945,5,"consensus","detected"
"1.6","afekta","neg","(6S)-5-formyltetrahydrofolic acid","[M - H]-","consensus",1840395.89773431,2.99199999996,458277.6875,166.953,2331.16353286447,515.956207275391,196.366202902222,5,"consensus","detected"
"1.6","afekta","neg","3-chloro-L-tyrosine","[M - H]-","consensus",933464.88920763,2.39400000000001,317951.46875,53.24899999998,13868.7954194894,252.242950439453,22.9074851989746,5,"consensus","detected"
"1.6","afekta","neg","D-serine","[M - H]-","consensus",681716.802420703,2.394,124834.65625,26.319,3183.56505703664,264.821891784668,39.1290368270874,4,"consensus","detected"
"1.6","afekta","neg","L-arabinitol","[M - H]-","own",890765.960735321,2.394,297821.3125,26.319,17186.0419578103,246.684814453125,17.3149017333984,5,"own","detected"
"1.6","afekta","neg","L-histidine","[M - H]-","consensus",795102.32838305,37.70200000002,997.408813476562,37.689,57.5953338096537,220.25,13.4934336181641,5,"consensus","detected"
"1.6","afekta","neg","L-methionine S-oxide","[M - H]-","consensus",186840.221888071,7.78000000002,1050.26342773438,31.70500000002,8.23525844454033,351.029418945312,84.9073545776367,5,"consensus","detected"
"1.6","afekta","neg","L-threonine","[M - H]-","consensus",1071241.249089,0.598999999980002,581146.875,25.122,11559.5468308302,255.111358642578,50.2521225219727,4,"consensus","detected"
"1.6","afekta","neg","N(alpha)-acetyl-L-arginine","[M - H]-","own",1994350.46286987,1.79500000002,842002.6875,27.516,17828.9745526787,277.140502929688,47.211102607727,4,"own","detected"
"2.1","afekta","neg","2'-deoxyguanosine","[M - H]-","consensus",1854053.07518622,25.134,1085.13122558594,55.60300000002,21.0136267547078,243.285530090332,40.0618943756104,4,"consensus","detected"
"2.1","afekta","neg","2,4-dihydroxypyrimidine-5-carboxylic acid","[M - H]-","consensus",5164373.85194962,2.99299999998,1327806.875,34.65799999998,4876.04587162118,508.875,272.207857543945,5,"consensus","detected"
"2.1","afekta","neg","3-hydroxybenzyl alcohol","[M - H]-","consensus",28011.7680762872,7.77999999996,827.801635742188,108.26599999998,11.1528573476891,261.058242797852,50.8159815261841,5,"consensus","detected"
"2.1","afekta","neg","5,6-dihydroxyindole","[M - H]-","consensus",NA,NA,NA,115.44700000002,2.42407328960832,263.598419189453,20.5858383178711,5,"consensus","below_detection"
"2.1","afekta","neg","5-aminoimidazole-4-carboxamide","[M - H]-","consensus",784868.692329749,0.598000000020001,381357.40625,25.083,5245.15758307789,283.053558349609,72.6526032165527,4,"consensus","detected"
"2.1","afekta","neg","5-methyl-2'-deoxycytidine","[M - H]-","consensus",644496.316295063,3.591,26956.6015625,32.26399999998,250.123148322648,431.359985351562,106.048727416992,4,"consensus","detected"
"2.1","afekta","neg","9H-xanthine","[M - H]-","consensus",NA,NA,NA,54.40600000002,2.97238924468761,240.076919555664,24.1252112457275,5,"consensus","below_detection"
"2.1","afekta","neg","Gly-Phe","[M - H]-","consensus",2168531.76802898,1.79500000002001,703885.3125,96.297,11839.9148189386,272.557495117188,59.4271804962158,5,"consensus","detected"
"2.1","afekta","neg","L-leucine","[M - H]-","consensus",NA,NA,NA,68.17000000002,-0.507393726010823,665.135375976562,738.240409851074,5,"consensus","below_detection"
"2.1","afekta","neg","L-phenylalanine","[M - H]-","consensus",NA,NA,NA,95.1,4.65338357421622,779.459655761719,556.590793609619,3,"consensus","below_detection"
"2.1","afekta","neg","dopamine","[M - H]-","consensus",2137558.42221994,3.58999999997999,45175.734375,32.862,1474.92791807424,259.531860351562,30.4531509399414,5,"consensus","detected"
"2.1","afekta","neg","ethylmalonic acid","[M - H]-","consensus",3586826.3551396,46.08,4522.5595703125,103.47799999998,17.3048660372069,479.978210449219,233.609514871216,4,"consensus","detected"
"2.1","afekta","neg","keto-phenylpyruvic acid","[M - H]-","consensus",191474.43742813,4.78800000000001,32303.02734375,177.68500000002,255.374653096649,456.544464111328,124.704948175049,5,"consensus","detected"
"2.1","afekta","neg","methylmalonic acid","[M - H]-","consensus",13967.5008448841,4.78800000000001,3025.80322265625,95.69899999998,6.97766951217407,611.471374511719,346.008340454102,5,"consensus","detected"
"2.1","afekta","neg","pyridoxamine","[M - H]-","consensus",17271.2801637194,0.598000000020001,7572.0634765625,24.48400000002,61.1548563576123,300.603576660156,118.902411566162,3,"consensus","detected"
"2.1","afekta","neg","vanillylmandelic acid","[M - H]-","consensus",6135751.76683515,1.79599999998,2278095.5,52.611,16234.841479473,382.765441894531,140.297811804199,5,"consensus","detected"
"2.10","afekta","neg","(5-hydroxyindol-3-yl)acetic acid","[M - H]-","consensus",1622493.64140599,1.197,692527.4375,159.10900000002,13204.8311492921,291.835647583008,52.4229044677734,5,"consensus","detected"
"2.10","afekta","neg","(S)-2-hydroxy-4-methylpentanoic acid","[M - H]-","consensus",11183372.636292,13.764,40248.43359375,190.82599999998,152.788212303891,632.055053710938,259.289495849609,5,"consensus","detected"
"2.10","afekta","neg","2-hydroxy-2-methylbutyric acid","[M - H]-","own",5053.01947372406,1.79599999998001,1698.61022949219,227.92900000002,13.6973970511879,373.297668457031,96.7565265197754,3,"consensus","detected"
"2.10","afekta","neg","4-hydroxy-L-proline","[M - H]-","consensus",746412.41099854,10.77200000004,3752.66162109375,32.838,83.6359845848039,249.066177368164,41.8910049438476,5,"consensus","detected"
"2.10","afekta","neg","7,9-dihydro-1H-purine-2,6,8(3H)-trione","[M - H]-","consensus",2790475.68130933,1.79500000002,1093054.375,29.247,4347.69693631006,572.661224365234,251.278258300781,4,"consensus","detected"
"2.10","afekta","neg","L-pipecolic acid","[M - H]-","consensus",54855.8933211782,0.598999999980002,30244.94921875,28.05,618.063186521326,302.570434570312,48.4454978668213,4,"consensus","detected"
"2.10","afekta","neg","N-isovalerylglycine","[M - H]-","consensus",15254802.813626,16.75600000002,103647.5,124.998,651.244995017407,449.213668823242,158.463077828979,5,"consensus","detected"
"2.10","afekta","neg","alpha-D-glucuronic acid","[M - H]-","consensus",334072.326891098,1.79600000004,142025.546875,26.25499999998,1728.79381085064,304.697189331055,81.9767220336914,4,"consensus","detected"
"2.10","afekta","neg","trans-urocanic acid","[M - H]-","own",1218988.34775831,11.96799999996,4023.05981445312,35.232,104.981811081066,296.85302734375,35.4938322052002,5,"consensus","detected"
"2.10","afekta","neg","uracil","[M - H]-","consensus",945991.5946846,1.197,413197.28125,30.444,14707.5187066866,242.168518066406,28.0778233886719,5,"consensus","detected"
"2.2","afekta","neg","2-oxobutanoic acid","[M - H]-","consensus",943.624825421331,NA,1185.91723632812,89.66800000002,5.33804413603547,368.68098449707,153.096570767212,4,"consensus","detected"
"2.2","afekta","neg","3,3',5-triiodo-L-thyronine","[M - H]-","consensus",1139149.0814472,14.961,3513.84106445312,299.721,126.827278878959,337.243576049805,25.0466423034668,5,"consensus","detected"
"2.2","afekta","neg","3-iodo-L-tyrosine","[M - H]-","consensus",792447.853518366,27.528,993.343383789062,121.98400000002,13.0864422760394,275.579391479492,54.8479087875366,5,"consensus","detected"
"2.2","afekta","neg","5-methoxysalicylic acid","[M - H]-","own",9327190.89320258,1.79500000002,3595957.5,251.247,7806.85988094111,1165.18493652344,460.46584284668,4,"own","detected"
"2.2","afekta","neg","5-oxo-L-proline","[M - H]-","consensus",7085022.97205381,1.79599999998,2465000.25,31.62,31982.5934293828,258.472366333008,77.0651005233765,5,"consensus","detected"
"2.2","afekta","neg","D-glucono-1,5-lactone","[M - H]-","consensus",7283.84164219871,NA,594.437133789062,40.596,7.35954796400838,226.654418945312,49.9735468322754,5,"consensus","detected"
"2.2","afekta","neg","L-methionine","[M - H]-","consensus",506978.906125952,0.598999999980002,256783.359375,30.423,7333.20797191686,261.21875,34.9808898925781,3,"consensus","detected"
"2.2","afekta","neg","N-acetyl-L-phenylalanine","[M - H]-","consensus",1074.71191700629,NA,1406.95141601562,257.829984375,7.19156166666376,425.747146606445,136.438275146484,2,"consensus","detected"
"2.2","afekta","neg","N-acetyl-L-proline","[M - H]-","own",2402236.53218289,8.37900000000001,261600.34375,69.321,7700.43187578811,232.668151855469,33.9419502456665,5,"own","detected"
"2.2","afekta","neg","alloxanthine","[M - H]-","consensus",6119451.55317283,5.38599999996,1182702.5,34.61200000002,10590.3038577239,282.75,111.65116373291,5,"consensus","detected"
"2.2","afekta","neg","biotin","[M - H]-","consensus",4516287.80133577,1.79599999998001,1970015.625,192.00199999998,32817.412482598,268.611709594727,60.0213991378784,4,"consensus","detected"
"2.2","afekta","neg","glutaric acid","[M - H]-","own",3913652.16936599,19.14999999996,25632.673828125,63.33700000002,330.159185489915,316.834838867188,76.6776758056641,5,"own","detected"
"2.2","afekta","neg","homovanillic acid","[M - H]-","consensus",246818.023769875,1.197,111015.2421875,185.41900000002,2478.90632235769,249.044998168945,44.6834945678711,4,"consensus","detected"
"2.2","afekta","neg","kynurenic acid","[M - H]-","consensus",3698225.77849895,1.79500000002,1215717.625,150.70900000002,3776.20949685286,653.402740478516,321.768223736572,5,"consensus","detected"
"2.2","afekta","neg","trans-3-coumaric acid","[M - H]-","own",639734.094150028,0.598999999979981,128614.625,227.90800000002,636.176317834996,472.308837890625,201.42578805542,3,"own","detected"
"2.3","afekta","neg","(R)-adrenaline","[M - H]-","consensus",983378.119300014,0.598999999979998,476924.03125,27.38500000002,11400.0175033792,251.45491027832,41.8133196899414,4,"consensus","detected"
"2.3","afekta","neg","(S)-mandelic acid","[M - H]-","consensus",4525582.24026563,2.39399999999998,1387218.625,136.30099999998,6970.13888970596,582.059509277344,198.939588928223,5,"consensus","detected"
"2.3","afekta","neg","2'-deoxyinosine","[M - H]-","own",1571554.87371918,1.79500000002,621929.5625,39.95200000002,13089.8225021482,245.540382385254,47.4936938232422,5,"own","detected"
"2.3","afekta","neg","2'-deoxyuridine","[M - H]-","consensus",2101079.04612377,2.39400000000001,644613.3125,36.96,11855.7433239639,262.70832824707,54.3492370376587,5,"consensus","detected"
"2.3","afekta","neg","2-hydroxy-3-methylbutyric acid","[M - H]-","consensus",6230446.09053755,47.87500000002,2061.5,117.75,10.3685766515519,492.55598449707,151.317202758789,5,"consensus","detected"
"2.3","afekta","neg","2-hydroxy-4-(methylthio)butanoic acid","[M - H]-","consensus",6436063.06141044,29.922,4207.2666015625,108.17500000002,31.6834974433861,448.877563476562,118.62292175293,5,"consensus","detected"
"2.3","afekta","neg","6-hydroxynicotinic acid","[M - H]-","own",2215793.92942763,1.197,1070653.25,41.748,31025.3263770883,278.199951171875,34.5000415802002,4,"own","detected"
"2.3","afekta","neg","L-isoglutamine","[M - H]-","consensus",403232.247863494,1.197,184504.484375,24.99100000002,1057.36238080316,338.228744506836,174.175154113769,4,"consensus","detected"
"2.3","afekta","neg","L-proline","[M - H]-","consensus",NA,NA,NA,42.945,0.968280846613023,351.090118408203,95.5222556854248,5,"consensus","below_detection"
"2.3","afekta","neg","N-acetyl-L-leucine","[M - H]-","consensus",14329243.0676262,16.158,17968.267578125,208.11400000002,193.934493758412,338.066619873047,90.9080206237793,5,"consensus","detected"
"2.3","afekta","neg","N-acetyl-L-tryptophan","[M - H]-","consensus",3743322.10334628,1.79499999996003,1692197.875,229.65799999998,29991.1518724599,312.730133056641,56.4128097534179,4,"consensus","detected"
"2.3","afekta","neg","N-acetylserotonin","[M - H]-","consensus",1236782.65744121,1.79500000002,522265.9375,175.79800000002,17439.402055591,282.142852783203,29.9312896728516,4,"consensus","detected"
"2.3","afekta","neg","gallic acid","[M - H]-","consensus",4988728.43032403,52.06400000004,2916.58764648438,72.867,22.6005302599213,379.428421020508,112.261048580933,4,"consensus","detected"
"2.3","afekta","neg","gamma-aminobutyric acid","[M - H]-","consensus",16328.3684979797,NA,1408.310546875,24.99100000002,90.4784915376674,220.024993896484,13.1333484100342,3,"consensus","detected"
"2.3","afekta","neg","imidazol-4-ylacetic acid","[M - H]-","own",18018.1355705951,1.79500000002,5408.2490234375,43.54300000002,53.3530354638639,333.203186035156,95.1219699737549,4,"consensus","detected"
"2.3","afekta","neg","pyruvic acid","[M - H]-","own",197202.216940076,1.197,76747.984375,28.58200000002,994.273767420474,437.066131591797,76.7504089355469,4,"consensus","detected"
"2.3","afekta","neg","taurocyamine","[M - H]-","consensus",2784813.73658711,1.197,1157556.75,26.18800000002,27569.9174456673,322.38020324707,41.9745315551758,5,"consensus","detected"
"2.3","afekta","neg","trans-3-hexenedioic acid","[M - H]-","consensus",299890.599414102,5.98399999998001,5386.56860351562,80.04799999998,148.635078918153,262.778182983398,34.4722824371338,4,"consensus","detected"
"2.4","afekta","neg","(S)-methylsuccinic acid","[M - H]-","consensus",3746646.95514464,28.12600000002,1791.08325195312,87.285,14.5624523137009,343.279846191406,99.4203019226074,3,"consensus","detected"
"2.4","afekta","neg","1-hexadecanoyl-sn-glycero-3-phosphocholine","[M + CH2O2 - H]-","consensus",5693258.31152462,1.79599999997998,1957733,445.158,7342.25493813343,1213.7490234375,266.473892211914,5,"consensus","detected"
"2.4","afekta","neg","2'-deoxyadenosine","[M - H]-","consensus",NA,NA,NA,NA,NA,NA,NA,0,"consensus","no_data"
"2.4","afekta","neg","4-guanidinobutanoic acid","[M - H]-","consensus",991832.356841024,6.58300000002,5128.43359375,32.82700000002,190.493843940481,233.23681640625,25.6974014282227,5,"consensus","detected"
"2.4","afekta","neg","5,6-dihydroxyindole-2-carboxylic acid","[M - H]-","consensus",2669109.58352318,23.33900781252,7447.4013671875,144.735,30.7471839258181,601.405151367188,222.654413891602,5,"consensus","detected"
"2.4","afekta","neg","5,6-dimethylbenzimidazole","[M - H]-","consensus",NA,NA,NA,217.14700000002,1.96734149930244,395.363754272461,147.055116027832,5,"consensus","below_detection"
"2.4","afekta","neg","L-tryptophanamide","[M - H]-","consensus",112576.630848408,2.99199999996,16884.056640625,78.90700000002,641.956361439926,261.5,25.8935928344727,4,"consensus","detected"
"2.4","afekta","neg","N-acetyl-alpha-D-galactosamine","[M - H]-","consensus",620787.966441119,7.78000000002,6597.57861328125,31.032,128.650046513847,280.920227050781,49.0995421875,5,"consensus","detected"
"2.4","afekta","neg","citraconic acid","[M - H]-","consensus",7110075.28741054,1.79500000002,2416032.75,44.19700000002,3501.24209510061,1456.66876220703,689.634140014648,5,"consensus","detected"
"2.4","afekta","neg","cortisol","[M - H]-","consensus",92555.4919422166,0.598000000020022,19050.115234375,285.369,414.771940948044,329.036285400391,45.1358375549316,4,"consensus","detected"
"2.4","afekta","neg","creatinine","[M - H]-","consensus",114117.174649683,NA,76053.1171875,25.047,697.291972520947,288.829238891602,108.655041122437,3,"consensus","detected"
"2.4","afekta","neg","phloretic acid","[M - H]-","consensus",316671.454810669,1.197,159161,200.38999999998,5424.34104371945,305.655883789062,29.2856483093262,4,"consensus","detected"
"2.5","afekta","neg","3-hydroxybenzoic acid","[M - H]-","consensus",4836278.6880178,4.18900000002003,148002.828125,178.005,1234.36786226369,443.727767944336,119.542240905762,4,"consensus","detected"
"2.5","afekta","neg","5-aminolevulinic acid","[M - H]-","consensus",816935.705562249,16.158,959.011962890625,37.371,17.0113098001012,285.349349975586,39.6008667663574,5,"consensus","detected"
"2.5","afekta","neg","5-hydroxymethyl-2-furoic acid","[M - H]-","consensus",1903442.21044629,10.77199999998,3935.67700195312,66.69499999998,106.399331155245,305.102935791016,34.1221512084961,5,"consensus","detected"
