"mixture","lab","compound","inchikey_2d","polarity","best_formula_rank","best_structure_rank","adducts","molecularFormula","expected_formula","expected_inchikey","mz_observed","confidenceExactMatch","confidenceApproxMatch","confidence_tier"
"2.5","cembio","pyridoxal","RADKZDMFGJYCBB","neg",1,1,"[M - H]-","C8H9NO3","C8H9NO3","RADKZDMFGJYCBB-UHFFFAOYSA-N",166.05110168457,0.462950964141725,0.820422835721509,"C"
"2.5","cembio","pyridoxal","RADKZDMFGJYCBB","pos",1,1,"[M + H]+","C8H9NO3","C8H9NO3","RADKZDMFGJYCBB-UHFFFAOYSA-N",168.065902709961,0.878212389957452,0.935874239857946,"B"
"2.5","cembio","D-glyceric acid","RBNPOMFGQQGHHO","neg",1,1,"[M - H]-","C3H6O4","C3H6O4","RBNPOMFGQQGHHO-UWTATZPHSA-N",105.019302368164,0.776550188536753,0.814191433929904,"C"
"2.5","cembio","picolinic acid","SIOXPEMLGUPBBT","pos",1,1,"[M + H]+;[M + Na]+","C6H5NO2","C6H5NO2","SIOXPEMLGUPBBT-UHFFFAOYSA-N",124.039398193359,0.859633468159178,0.942045267047962,"C"
"2.5","cembio","pyridin-2-ol","UBQKCCHYAOITMY","pos",1,1,"[M + H]+","C5H5NO","C5H5NO","UBQKCCHYAOITMY-UHFFFAOYSA-N",96.044403076172,0.68205596621116,0.68205596621116,"B"
"2.5","cembio","inosine","UGQMRVRMYYASKQ","neg",1,1,"[M - H]-","C10H12N4O5","C10H12N4O5","UGQMRVRMYYASKQ-KQYNXXCUSA-N",267.073699951172,0.508290871929881,0.757532607223865,"B"
"2.5","cembio","inosine","UGQMRVRMYYASKQ","pos",1,1,"[M + H]+","C10H12N4O5","C10H12N4O5","UGQMRVRMYYASKQ-KQYNXXCUSA-N",269.088195800781,0.881050350480366,0.881050350480366,"B"
"2.5","cembio","trans-cinnamic acid","WBYWAXJHAXSJNI","pos",1,19,"[M + H]+","C9H8O2","C9H8O2","WBYWAXJHAXSJNI-VOTSOKGWSA-N",NA,NA,NA,"D"
"2.5","cembio","5-aminolevulinic acid","ZGXJTSGNIOSYLO","neg",1,2,"[M - H]-","C5H9NO3","C5H9NO3","ZGXJTSGNIOSYLO-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.5","cembio","5-aminolevulinic acid","ZGXJTSGNIOSYLO","pos",1,1,"[M + H]+;[M + Na]+","C5H9NO3","C5H9NO3","ZGXJTSGNIOSYLO-UHFFFAOYSA-N",132.065795898438,0.379203876261729,0.438523349220317,"B"
"2.5","hmgu","N-acetyl-L-valine","IHYJTAOFMMMOPX","neg",1,1,"[M - H]-","C7H13NO3","C7H13NO3","IHYJTAOFMMMOPX-LURJTMIESA-N",158.080514941433,0.673718295960328,0.811666984926442,"B"
"2.5","hmgu","3-hydroxybenzoic acid","IJFXRHURBJZNAO","neg",1,2,"[M - H]-","C7H6O3","C7H6O3","IJFXRHURBJZNAO-UHFFFAOYSA-N",NA,NA,NA,"B"
"2.5","hmgu","N-carbamoyl-beta-alanine","JSJWCHRYRHKBBW","pos",1,3,"[M + Na]+","C4H8N2O3","C4H8N2O3","JSJWCHRYRHKBBW-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.5","hmgu","Phenylglyoxal","OJUGVDODNPJEEC","neg",1,11,"[M - H]-","C8H6O2","C8H6O2","OJUGVDODNPJEEC-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.5","hmgu","Phenylglyoxal","OJUGVDODNPJEEC","pos",1,14,"[M + H]+","C8H6O2","C8H6O2","OJUGVDODNPJEEC-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.5","hmgu","picolinic acid","SIOXPEMLGUPBBT","neg",1,2,"[M - H]-","C6H5NO2","C6H5NO2","SIOXPEMLGUPBBT-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.5","hmgu","picolinic acid","SIOXPEMLGUPBBT","pos",1,1,"[M + H]+","C6H5NO2","C6H5NO2","SIOXPEMLGUPBBT-UHFFFAOYSA-N",124.038013801871,0.321804338807216,0.581352675422561,"C"
"2.5","hmgu","pyridin-2-ol","UBQKCCHYAOITMY","pos",1,1,"[M + H]+","C5H5NO","C5H5NO","UBQKCCHYAOITMY-UHFFFAOYSA-N",96.043884963273,0.0702395533086593,0.0702395533086593,"B"
"2.5","hmgu","trans-cinnamic acid","WBYWAXJHAXSJNI","pos",1,5,"[M + H]+","C9H8O2","C9H8O2","WBYWAXJHAXSJNI-VOTSOKGWSA-N",NA,NA,NA,"D"
"2.6","afekta","lipoamide","FCCDDURTIIUXBY","pos",1,1,"[M + Na]+","C8H15NOS2","C8H15NOS2","FCCDDURTIIUXBY-UHFFFAOYSA-N",228.047294616699,0.759997054190434,0.759997054190434,"C"
"2.6","afekta","5-aminopentanoic acid","JJMDCOVWQOJGCB","pos",1,3,"[M + H]+","C5H11NO2","C5H11NO2","JJMDCOVWQOJGCB-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","afekta","indole-3-butyric acid","JTEDVYBZBROSJT","neg",1,1,"[M - H]-","C12H13NO2","C12H13NO2","JTEDVYBZBROSJT-UHFFFAOYSA-N",202.085121154785,0.487744690488787,0.650643352137529,"B"
"2.6","afekta","4-hydroxyphenylpyruvic acid","KKADPXVIOXHVKN","neg",2,1,"[M - H]-","C9H8O4","C9H8O4","KKADPXVIOXHVKN-UHFFFAOYSA-N",179.032979329427,0.481190470452526,0.797129535225003,"C"
"2.6","afekta","2-oxoglutaric acid","KPGXRSRHYNQIFN","neg",1,1,"[M - H]-","C5H6O5","C5H6O5","KPGXRSRHYNQIFN-UHFFFAOYSA-N",145.013000488281,0.527749403859826,0.527749403859826,"C"
"2.6","afekta","3-methyladipic acid","SYEOWUNSTUDKGM","neg",1,1,"[M - H]-","C7H12O4","C7H12O4","SYEOWUNSTUDKGM-YFKPBYRVSA-N",159.064865112305,0.650118655050293,0.845864123872739,"B"
"2.6","afekta","3-methyladipic acid","SYEOWUNSTUDKGM","pos",1,4,"[M + H]+","C7H12O4","C7H12O4","SYEOWUNSTUDKGM-YFKPBYRVSA-N",NA,NA,NA,"D"
"2.6","afekta","phenylacetylglycine","UTYVDVLMYQPLQB","neg",1,1,"[M - H]-","C10H11NO3","C10H11NO3","UTYVDVLMYQPLQB-UHFFFAOYSA-N",192.064987182617,0.793813375627532,0.914902346846353,"B"
"2.6","cembio","(S)-2-hydroxybutyric acid","AFENDNXGAFYKQO","neg",1,1,"[M - H]-","C4H8O3","C4H8O3","AFENDNXGAFYKQO-VKHMYHEASA-N",103.040000915527,0.708915910005806,0.865761456616948,"C"
"2.6","cembio","lipoamide","FCCDDURTIIUXBY","pos",1,1,"[M + H]+;[M + Na]+","C8H15NOS2","C8H15NOS2","FCCDDURTIIUXBY-UHFFFAOYSA-N",206.06689453125,0.801936159925706,0.801936159925706,"C"
"2.6","cembio","pyrrolidin-2-one","HNJBEVLQSNELDL","pos",1,2,"[M + H]+","C4H7NO","C4H7NO","HNJBEVLQSNELDL-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","cembio","5-hydroxymethyluracil","JDBGXEHEIRGOBU","neg",1,1,"[M - H]-","C5H6N2O3","C5H6N2O3","JDBGXEHEIRGOBU-UHFFFAOYSA-N",141.03059387207,0.547371416470409,0.733430712162281,"C"
"2.6","cembio","5-hydroxymethyluracil","JDBGXEHEIRGOBU","pos",1,1,"[M + H]+;[M + Na]+","C5H6N2O3","C5H6N2O3","JDBGXEHEIRGOBU-UHFFFAOYSA-N",143.04460144043,0.755655698380053,0.783978758303609,"B"
"2.6","cembio","5-aminopentanoic acid","JJMDCOVWQOJGCB","pos",1,20,"[M + Na]+","C5H11NO2","C5H11NO2","JJMDCOVWQOJGCB-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","cembio","indole-3-butyric acid","JTEDVYBZBROSJT","neg",1,1,"[M - H]-","C12H13NO2","C12H13NO2","JTEDVYBZBROSJT-UHFFFAOYSA-N",202.087493896484,0.778875334189879,0.778875334189879,"B"
"2.6","cembio","indole-3-butyric acid","JTEDVYBZBROSJT","pos",1,1,"[M + H]+","C12H13NO2","C12H13NO2","JTEDVYBZBROSJT-UHFFFAOYSA-N",204.102203369141,0.984701555238647,0.984738940853629,"C"
"2.6","cembio","3-methyl-2-oxovaleric acid","JVQYSWDUAOAHFM","neg",1,2,"[M - H]-","C6H10O3","C6H10O3","JVQYSWDUAOAHFM-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","cembio","4-hydroxy-4-methyloxan-2-one","JYVXNLLUYHCIIH","neg",1,6,"[M - H]-","C6H10O3","C6H10O3","JYVXNLLUYHCIIH-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","cembio","4-hydroxy-4-methyloxan-2-one","JYVXNLLUYHCIIH","pos",1,1,"[M + H]+","C6H10O3","C6H10O3","JYVXNLLUYHCIIH-UHFFFAOYSA-N",131.070297241211,0.268722288734444,0.268722288734444,"C"
"2.6","cembio","2-oxoglutaric acid","KPGXRSRHYNQIFN","neg",1,1,"[M - H]-","C5H6O5","C5H6O5","KPGXRSRHYNQIFN-UHFFFAOYSA-N",145.014297485352,0.594603403727397,0.594603403727397,"C"
"2.6","cembio","glyceraldehyde","MNQZXJOMYWMBOU","neg",1,3,"[M - H]-","C3H6O3","C3H6O3","MNQZXJOMYWMBOU-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","cembio","3-methyladipic acid","SYEOWUNSTUDKGM","neg",1,1,"[M - H]-","C7H12O4","C7H12O4","SYEOWUNSTUDKGM-YFKPBYRVSA-N",159.066299438477,0.601958245539233,0.81197676306375,"B"
"2.6","cembio","3-methyladipic acid","SYEOWUNSTUDKGM","pos",1,2,"[M + H]+;[M + Na]+","C7H12O4","C7H12O4","SYEOWUNSTUDKGM-YFKPBYRVSA-N",NA,NA,NA,"D"
"2.6","cembio","isonicotinic acid","TWBYWOBDOCUKOW","neg",1,1,"[M - H]-","C6H5NO2","C6H5NO2","TWBYWOBDOCUKOW-UHFFFAOYSA-N",122.024803161621,0.292965601517551,0.806315552214028,"C"
"2.6","cembio","isonicotinic acid","TWBYWOBDOCUKOW","pos",1,1,"[M + H]+","C6H5NO2","C6H5NO2","TWBYWOBDOCUKOW-UHFFFAOYSA-N",124.039497375488,0.543393528005357,0.93471955958009,"C"
"2.6","cembio","xanthosine","UBORTCNDUKBEOP","neg",2,1,"[M - H]-","C10H12N4O6","C10H12N4O6","UBORTCNDUKBEOP-UUOKFMHZSA-N",283.068695068359,0.465853911548902,0.465853911548902,"C"
"2.6","cembio","xanthosine","UBORTCNDUKBEOP","pos",1,1,"[M + H]+;[M + Na]+","C10H12N4O6","C10H12N4O6","UBORTCNDUKBEOP-UUOKFMHZSA-N",285.082885742188,0.69535755038948,0.69535755038948,"C"
"2.6","cembio","phenylacetylglycine","UTYVDVLMYQPLQB","neg",1,1,"[M - H]-","C10H11NO3","C10H11NO3","UTYVDVLMYQPLQB-UHFFFAOYSA-N",192.066604614258,0.898912870247653,0.972438674192134,"B"
"2.6","cembio","phenylacetylglycine","UTYVDVLMYQPLQB","pos",1,1,"[M + H]+;[M + Na]+","C10H11NO3","C10H11NO3","UTYVDVLMYQPLQB-UHFFFAOYSA-N",194.081695556641,0.94190528668084,0.957674224184886,"C"
"2.6","cembio","guanine","UYTPUPDQBNUYGX","neg",3,1,"[M - H]-","C5H5N5O","C5H5N5O","UYTPUPDQBNUYGX-UHFFFAOYSA-N",150.042007446289,0.498582811183227,0.498582811183227,"D"
"2.6","cembio","guanine","UYTPUPDQBNUYGX","pos",1,1,"[M + H]+","C5H5N5O","C5H5N5O","UYTPUPDQBNUYGX-UHFFFAOYSA-N",152.056900024414,0.598950799449738,0.598950799449738,"A"
"2.6","cembio","esculin","XHCADAYNFIFUHF","neg",1,1,"[M - H]-","C15H16O9","C15H16O9","XHCADAYNFIFUHF-TVKJYDDYSA-N",339.072113037109,0.421338199379214,0.883850594033146,"C"
"2.6","cembio","esculin","XHCADAYNFIFUHF","pos",1,1,"[M + H]+;[M + Na]+","C15H16O9","C15H16O9","XHCADAYNFIFUHF-TVKJYDDYSA-N",341.08740234375,0.793165415817199,0.904854465521138,"C"
"2.6","hmgu","pyrimidine","CZPWVGJYEJSRLH","pos",1,2,"[M + H]+","C4H4N2","C4H4N2","CZPWVGJYEJSRLH-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","hmgu","5-aminopentanoic acid","JJMDCOVWQOJGCB","neg",1,6,"[M - H]-","C5H11NO2","C5H11NO2","JJMDCOVWQOJGCB-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","hmgu","5-aminopentanoic acid","JJMDCOVWQOJGCB","pos",1,7,"[M + H]+","C5H11NO2","C5H11NO2","JJMDCOVWQOJGCB-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.6","hmgu","3-methyladipic acid","SYEOWUNSTUDKGM","neg",1,7,"[M - H]-","C7H12O4","C7H12O4","SYEOWUNSTUDKGM-YFKPBYRVSA-N",NA,NA,NA,"B"
"2.6","hmgu","esculin","XHCADAYNFIFUHF","pos",1,51,"[M + Na]+","C15H16O9","C15H16O9","XHCADAYNFIFUHF-TVKJYDDYSA-N",NA,NA,NA,"C"
"2.7","afekta","melatonin","DRLFMBDRBRZALE","pos",1,1,"[M + Na]+","C13H16N2O2","C13H16N2O2","DRLFMBDRBRZALE-UHFFFAOYSA-N",255.109191894531,0.974265336516334,0.978453919468691,"C"
"2.7","afekta","N-acetyl-beta-D-mannosamine","OVRNDRQMDRJTHS","pos",4,1,"[M + Na]+","C8H15NO6","C8H15NO6","OVRNDRQMDRJTHS-OZRXBMAMSA-N",244.077972412109,0.807891670578464,0.873195256795061,"D"
"2.7","afekta","Methyl 3-aminopropanoate","UZCXPYDBYUEZCV","pos",1,1,"[M + H]+","C4H9NO2","C4H9NO2","UZCXPYDBYUEZCV-UHFFFAOYSA-N",104.069915771484,0.0686915831527455,0.353496228912324,"B"
"2.7","afekta","4-acetamidobutanoic acid","UZTFMUBKZQVKLK","pos",1,1,"[M + H]+","C6H11NO3","C6H11NO3","UZTFMUBKZQVKLK-UHFFFAOYSA-N",146.080619812012,0.765068170177667,0.765068170177667,"C"
"2.7","cembio","3-hydroxypropionic acid","ALRHLSYJTWAHJZ","neg",1,4,"[M - H]-","C3H6O3","C3H6O3","ALRHLSYJTWAHJZ-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.7","cembio","6-methyladenine","CKOMXBHMKXXTNW","neg",1,1,"[M - H]-","C6H7N5","C6H7N5","CKOMXBHMKXXTNW-UHFFFAOYSA-N",148.062848772321,0.267052319768142,0.468607930446087,"C"
"2.7","cembio","6-methyladenine","CKOMXBHMKXXTNW","pos",1,4,"[M + H]+","C6H7N5","C6H7N5","CKOMXBHMKXXTNW-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.7","cembio","melatonin","DRLFMBDRBRZALE","neg",1,1,"[M - H]-","C13H16N2O2","C13H16N2O2","DRLFMBDRBRZALE-UHFFFAOYSA-N",231.114105224609,0.364761924981141,0.763847095874058,"C"
"2.7","cembio","melatonin","DRLFMBDRBRZALE","pos",1,1,"[M + H]+;[M + Na]+","C13H16N2O2","C13H16N2O2","DRLFMBDRBRZALE-UHFFFAOYSA-N",233.128692626953,0.997234900747355,0.997670074821676,"C"
"2.7","cembio","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE","neg",1,1,"[M - H]-","C7H12O4","C7H12O4","DUHQIGLHYXLKAE-UHFFFAOYSA-N",159.066192626953,0.53056047955999,0.53056047955999,"B"
"2.7","cembio","3,3-dimethylglutaric acid","DUHQIGLHYXLKAE","pos",1,1,"[M + H]+;[M + Na]+","C7H12O4","C7H12O4","DUHQIGLHYXLKAE-UHFFFAOYSA-N",161.080993652344,0.86141257178491,0.873216964288975,"C"
"2.7","cembio","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX","neg",1,1,"[M - H]-","C8H8O3","C8H8O3","FVMDYYGIDFPZAX-UHFFFAOYSA-N",151.039993286133,0.15103410577961,0.388104700600586,"C"
"2.7","cembio","3-hydroxyphenylacetic acid","FVMDYYGIDFPZAX","pos",1,1,"[M + H]+;[M + Na]+","C8H8O3","C8H8O3","FVMDYYGIDFPZAX-UHFFFAOYSA-N",175.03630065918,0.071213847797004,0.312144872529006,"C"
"2.7","cembio","4-pyridoxic acid","HXACOUQIXZGNBF","neg",1,1,"[M - H]-","C8H9NO4","C8H9NO4","HXACOUQIXZGNBF-UHFFFAOYSA-N",182.046005249023,0.507191224120811,0.507191224120811,"C"
"2.7","cembio","4-pyridoxic acid","HXACOUQIXZGNBF","pos",1,1,"[M + H]+;[M + Na]+","C8H9NO4","C8H9NO4","HXACOUQIXZGNBF-UHFFFAOYSA-N",184.060699462891,0.893495850955328,0.893495850955328,"B"
"2.7","cembio","ethanolamine","HZAXFHJVJLSVMW","pos",1,1,"[M + H]+","C2H7NO","C2H7NO","HZAXFHJVJLSVMW-UHFFFAOYSA-N",62.060298919678,0.041723506552959,0.167735403785717,"C"
"2.7","cembio","N(4)-acetylcytosine","IJCKBIINTQEGLY","neg",1,1,"[M - H]-","C6H7N3O2","C6H7N3O2","IJCKBIINTQEGLY-UHFFFAOYSA-N",152.046600341797,0.458443959218185,0.458443959218185,"C"
"2.7","cembio","N(4)-acetylcytosine","IJCKBIINTQEGLY","pos",1,1,"[M + H]+","C6H7N3O2","C6H7N3O2","IJCKBIINTQEGLY-UHFFFAOYSA-N",154.061401367188,0.633470069327537,0.633470069327537,"B"
"2.7","cembio","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM","neg",1,1,"[M - H]-","C8H15NO3","C8H15NO3","JDTWZSUNGHMMJM-FSPLSTOPSA-N",172.098007202148,0.270394768216728,0.662158931031339,"C"
"2.7","cembio","N-acetyl-L-isoleucine","JDTWZSUNGHMMJM","pos",1,1,"[M + H]+;[M + Na]+","C8H15NO3","C8H15NO3","JDTWZSUNGHMMJM-FSPLSTOPSA-N",174.112899780273,0.748598385637538,0.944003555864219,"C"
"2.7","cembio","LMFA01170001","KDYFGRWQOYBRFD","neg",1,1,"[M - H]-","C4H6O4","C4H6O4","KDYFGRWQOYBRFD-UHFFFAOYSA-N",117.019302368164,0.445258275687419,0.445258275687419,"C"
"2.7","cembio","N-acetyl-beta-D-mannosamine","OVRNDRQMDRJTHS","neg",1,1,"[M - H]-","C8H15NO6","C8H15NO6","OVRNDRQMDRJTHS-OZRXBMAMSA-N",220.082504272461,0.482483134530564,0.526202092985641,"B"
"2.7","cembio","N-acetyl-beta-D-mannosamine","OVRNDRQMDRJTHS","pos",1,1,"[M + H]+","C8H15NO6","C8H15NO6","OVRNDRQMDRJTHS-OZRXBMAMSA-N",222.098098754883,0.878430724320442,0.918674006033038,"D"
"2.7","cembio","beta-alanine","UCMIRNVEIXFBKS","pos",1,1,"[M + H]+","C3H7NO2","C3H7NO2","UCMIRNVEIXFBKS-UHFFFAOYSA-N",90.055000305176,0.917413463629343,0.93651945972992,"A"
"2.7","cembio","O-propanoyl-L-carnitine","UFAHZIUFPNSHSL","neg",1,1,"[M - H]-","C10H19NO4","C10H19NO4","UFAHZIUFPNSHSL-MRVPVSSYSA-N",216.124099731445,0.944949625454029,0.944949625454029,"D"
"2.7","cembio","O-propanoyl-L-carnitine","UFAHZIUFPNSHSL","pos",1,1,"[M + H]+","C10H19NO4","C10H19NO4","UFAHZIUFPNSHSL-MRVPVSSYSA-N",218.139099121094,0.986360147920675,0.986360147920675,"C"
"2.7","cembio","Methyl 3-aminopropanoate","UZCXPYDBYUEZCV","neg",1,7,"[M - H]-","C4H9NO2","C4H9NO2","UZCXPYDBYUEZCV-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.7","cembio","Methyl 3-aminopropanoate","UZCXPYDBYUEZCV","pos",1,1,"[M + H]+","C4H9NO2","C4H9NO2","UZCXPYDBYUEZCV-UHFFFAOYSA-N",104.07080078125,0.86575454393462,0.882187364287732,"B"
"2.7","cembio","4-acetamidobutanoic acid","UZTFMUBKZQVKLK","neg",1,1,"[M - H]-","C6H11NO3","C6H11NO3","UZTFMUBKZQVKLK-UHFFFAOYSA-N",144.066696166992,0.899813724155034,0.899813724155034,"C"
"2.7","cembio","4-acetamidobutanoic acid","UZTFMUBKZQVKLK","pos",1,1,"[M + H]+;[M + Na]+","C6H11NO3","C6H11NO3","UZTFMUBKZQVKLK-UHFFFAOYSA-N",146.081497192383,0.926840022843358,0.926840022843358,"C"
"2.7","cembio","3,4,5-Trimethoxycinnamic acid","YTFVRYKNXDADBI","neg",1,1,"[M - H]-","C12H14O5","C12H14O5","YTFVRYKNXDADBI-SNAWJCMRSA-N",237.076995849609,0.729446378594603,0.976695868380957,"B"
"2.7","cembio","3,4,5-Trimethoxycinnamic acid","YTFVRYKNXDADBI","pos",1,1,"[M + H]+","C12H14O5","C12H14O5","YTFVRYKNXDADBI-SNAWJCMRSA-N",239.091796875,0.946334973790081,0.985079178621423,"A"
"2.7","hmgu","3-hydroxypropionic acid","ALRHLSYJTWAHJZ","neg",1,7,"[M - H]-","C3H6O3","C3H6O3","ALRHLSYJTWAHJZ-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.7","hmgu","methyl (R)-lactate","LPEKGGXMPWTOCB","neg",2,4,"[M - H]-","C4H8O3","C4H8O3","LPEKGGXMPWTOCB-GSVOUGTGSA-N",NA,NA,NA,"D"
"2.8","afekta","2'-deoxycytidine","CKTSBUTUHBMZGZ","neg",1,1,"[M - H]-","C9H13N3O4","C9H13N3O4","CKTSBUTUHBMZGZ-SHYZEUOFSA-N",226.081298828125,0.229580374794347,0.749626831384706,"B"
"2.8","afekta","2'-deoxycytidine","CKTSBUTUHBMZGZ","pos",1,1,"[M + H]+","C9H13N3O4","C9H13N3O4","CKTSBUTUHBMZGZ-SHYZEUOFSA-N",228.096961975098,0.966972241810885,0.983655545734891,"A"
"2.8","afekta","thymidine","IQFYYKKMVGJFEH","neg",1,1,"[M - H]-","C10H14N2O5","C10H14N2O5","IQFYYKKMVGJFEH-XLPZGREQSA-N",241.080871582031,0.0666058025968862,0.0666058025968862,"C"
"2.8","afekta","3-amino-3-(4-hydroxyphenyl)propanoic acid","JYPHNHPXFNEZBR","pos",1,2,"[M + H]+","C9H11NO3","C9H11NO3","JYPHNHPXFNEZBR-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.8","hmgu","L-isoleucine","AGPKZVBTJJNPAG","neg",1,1,"[M - H]-","C6H13NO2","C6H13NO2","AGPKZVBTJJNPAG-WHFBIAKZSA-N",130.086664169427,0.302282272240468,0.688916436256333,"C"
"2.8","hmgu","L-isoleucine","AGPKZVBTJJNPAG","pos",1,1,"[M + H]+","C6H13NO2","C6H13NO2","AGPKZVBTJJNPAG-WHFBIAKZSA-N",132.101651574426,0.324062568612943,0.430599770059076,"C"
"2.8","hmgu","3-hydroxyisovaleric acid","AXFYFNCPONWUHW","neg",1,13,"[M - H]-","C5H10O3","C5H10O3","AXFYFNCPONWUHW-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.8","hmgu","phenyl acetate","IPBVNPXQWQGGJP","pos",1,12,"[M + H]+;[M + K]+","C8H8O2","C8H8O2","IPBVNPXQWQGGJP-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.8","hmgu","itaconic acid","LVHBHZANLOWSRM","neg",1,10,"[M - H]-","C5H6O4","C5H6O4","LVHBHZANLOWSRM-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.8","hmgu","cytosine","OPTASPLRGRRNAP","pos",1,16,"[M + Na]+","C4H5N3O","C4H5N3O","OPTASPLRGRRNAP-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.9","afekta","nicotinamide","DFPAKSUCGFBDDF","pos",1,1,"[M + H]+","C6H6N2O","C6H6N2O","DFPAKSUCGFBDDF-UHFFFAOYSA-N",123.054904937744,0.808866088960709,0.910983798017951,"B"
"2.9","afekta","homogentisic acid","IGMNYECMUMZDDF","neg",2,2,"[M - H]-","C8H8O4","C8H8O4","IGMNYECMUMZDDF-UHFFFAOYSA-N",NA,NA,NA,"C"
"2.9","afekta","Gly-Pro","KZNQNBZMBZJQJO","neg",1,1,"[M - H]-","C7H12N2O3","C7H12N2O3","KZNQNBZMBZJQJO-YFKPBYRVSA-N",171.076110839844,0.746107839739899,0.746107839739899,"C"
"2.9","afekta","Gly-Pro","KZNQNBZMBZJQJO","pos",1,1,"[M + H]+","C7H12N2O3","C7H12N2O3","KZNQNBZMBZJQJO-YFKPBYRVSA-N",173.091720581055,0.994517028818399,0.994517028818399,"B"
"2.9","afekta","vanillin","MWOOGOJBHIARFG","neg",1,4,"[M - H]-","C8H8O3","C8H8O3","MWOOGOJBHIARFG-UHFFFAOYSA-N",NA,NA,NA,"D"
"2.9","afekta","propynoic acid","UORVCLMRJXCDCP","neg",1,1,"[M - H]-","C3H2O2","C3H2O2","UORVCLMRJXCDCP-UHFFFAOYSA-N",68.99517771403,0.146374822013175,0.146374822013175,"D"
"2.9","afekta","N-acetyl-L-methionine","XUYPXLNMDZIRQH","pos",1,1,"[M + Na]+","C7H13NO3S","C7H13NO3S","XUYPXLNMDZIRQH-LURJTMIESA-N",214.050201416016,0.329595315649038,0.317122117341748,"A"
"2.9","cembio","nicotinamide","DFPAKSUCGFBDDF","pos",1,1,"[M + H]+","C6H6N2O","C6H6N2O","DFPAKSUCGFBDDF-UHFFFAOYSA-N",123.055198669434,0.772639951320135,0.884595425194385,"B"
"2.9","cembio","homogentisic acid","IGMNYECMUMZDDF","neg",1,1,"[M - H]-","C8H8O4","C8H8O4","IGMNYECMUMZDDF-UHFFFAOYSA-N",167.035003662109,0.407784144715061,0.800690867163576,"C"
"2.9","cembio","homogentisic acid","IGMNYECMUMZDDF","pos",1,1,"[M + H]+","C8H8O4","C8H8O4","IGMNYECMUMZDDF-UHFFFAOYSA-N",169.049301147461,0.630434812294346,0.776603659488567,"B"
"2.9","cembio","ritalinic acid","INGSNVSERUZOAK","neg",1,1,"[M - H]-","C13H17NO2","C13H17NO2","INGSNVSERUZOAK-UHFFFAOYSA-N",218.118804931641,0.972518902216714,0.972518902216714,"B"
"2.9","cembio","ritalinic acid","INGSNVSERUZOAK","pos",1,1,"[M + H]+","C13H17NO2","C13H17NO2","INGSNVSERUZOAK-UHFFFAOYSA-N",220.133499145508,0.997385966777997,0.997385966777997,"C"
"2.9","cembio","(S)-lactic acid","JVTAAEKCZFNVCJ","neg",1,1,"[M - H]-","C3H6O3","C3H6O3","JVTAAEKCZFNVCJ-REOHCLBHSA-N",89.02449798584,0.705861078181318,0.7534452085577,"C"
"2.9","cembio","Gly-Pro","KZNQNBZMBZJQJO","neg",1,1,"[M - H]-","C7H12N2O3","C7H12N2O3","KZNQNBZMBZJQJO-YFKPBYRVSA-N",171.077606201172,0.226561166356257,0.226561166356257,"C"
"2.9","cembio","Gly-Pro","KZNQNBZMBZJQJO","pos",1,1,"[M + H]+","C7H12N2O3","C7H12N2O3","KZNQNBZMBZJQJO-YFKPBYRVSA-N",173.091995239258,0.996381763672568,0.996381763672568,"B"
"2.9","cembio","vanillin","MWOOGOJBHIARFG","pos",1,1,"[M + H]+","C8H8O3","C8H8O3","MWOOGOJBHIARFG-UHFFFAOYSA-N",153.054794311523,0.853021473168494,0.916885986987109,"B"
"2.9","cembio","D-proline","ONIBWKKTOPOVIA","neg",2,2,"[M - H]-","C5H9NO2","C5H9NO2","ONIBWKKTOPOVIA-SCSAIBSYSA-N",NA,NA,NA,"D"
"2.9","cembio","D-proline","ONIBWKKTOPOVIA","pos",1,1,"[M + H]+","C5H9NO2","C5H9NO2","ONIBWKKTOPOVIA-SCSAIBSYSA-N",116.070503234863,0.764773621739678,0.848706028720717,"C"
